BYSID,BYTID,BYAID,BYHID,GENDER,BYS02003,BYS02004,BYS02012,BYS03001,BYS04007,BYS04008,BYS04009,BYS04010,BYS05001,BYS05003,BYS05006,BYS06001,BYS06004,BYS07001,BYS07002,BYS07003,BYS07006,BYS07014,BYS07022,BYS07025,BYS07026,BYS07027,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08007,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10005,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS12001,BYS12004,BYS12007,BYS12010,BYS12013,BYS12016,BYS12019,BYS12022,BYS13001,BYS14001,BYS14013,BYS14025,BYS15001,BYS16001,BYS20001,BYS20007,BYS20009,BYS20011,BYS20013,BYS20015,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS21001,BYS22001,BYS22002,BYS22003,BYS22006,BYS22010,BYS22012,BYS22013,BYS22014,BYS22015,BYS22017,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26009,BYS27001,BYS27003,BYS27006,BYS27010,BYS27011,BYS27012,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYSCLASS,J007C
5857,3614,361,58571,2,3,2,2,2,5,5,3,2,1,2,1,2,2,4,1,1,1,1,1,4,1,1,5,1,5,3,4,2,2,1,1,3,3,2,2,2,4,3,3,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,12,2,2,8,2,5,1,4,5,4,4,3,1,4,2,2,7,1,5,5,2,4,4,2,2,2,2,2,2,2,2,2,10,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5858,3382,338,58581,2,3,3,3,1,4,3,1,2,2,2,2,2,2,4,1,1,1,1,1,5,4,4,5,1,5,1,4,4,4,3,1,3,4,2,4,2,2,4,3,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,3,1,1,2,2,2,2,2,1,1,1,4,2,2,6,2,5,1,4,4,4,4,3,1,4,2,2,2,2,4,5,1,2,2,1,2,1,1,1,2,2,2,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5
5859,3102,310,58591,2,1,3,3,1,3,3,1,2,1,2,1,2,2,4,1,1,1,1,1,4,2,2,1,1,3,4,6,1,6,3,1,5,4,2,2,1,2,3,2,4,3,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,3,1,1,2,2,2,1,1,1,1,2,4,2,1,2,2,4,1,4,4,4,2,4,1,4,3,2,1,2,4,6,1,2,2,1,1,1,1,1,2,1,1,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5860,3183,318,58601,1,4,2,2,1,4,4,2,2,2,2,2,2,2,3,2,1,1,6,1,4,1,1,4,4,3,4,6,2,2,3,1,4,2,2,1,1,5,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,1,1,1,2,12,2,1,3,2,2,1,2,3,3,3,4,1,2,1,1,7,1,4,6,1,4,3,2,3,1,1,3,2,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5861,3352,335,58611,1,3,1,1,1,4,3,1,2,2,2,2,2,2,1,1,1,1,1,2,3,3,2,5,2,5,1,6,2,1,3,1,4,4,3,2,4,4,4,3,5,1,5,1,2,2,2,2,2,2,2,2,1,1,2,2,2,5,2,1,1,1,2,2,1,1,1,1,12,2,6,3,2,5,1,2,2,2,2,2,1,4,4,1,1,2,2,7,1,4,4,4,1,1,1,3,2,2,2,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5864,3841,384,58641,1,4,1,4,1,5,4,1,2,1,2,1,2,2,4,3,1,6,1,2,3,2,1,2,1,5,6,5,4,4,2,1,2,3,2,5,6,3,4,3,4,4,3,2,1,1,2,2,2,2,1,2,1,2,2,2,1,4,1,2,2,1,2,1,2,2,1,1,3,2,6,1,3,4,1,4,4,4,3,3,8,1,3,1,7,1,5,6,3,3,3,2,1,1,1,1,2,2,1,2,20,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5866,3602,360,58661,2,3,2,1,1,3,6,3,1,1,2,2,2,2,3,1,1,1,1,1,3,1,1,1,3,3,1,3,13,12,1,1,4,2,1,4,5,3,4,3,1,1,4,2,2,2,2,2,2,2,2,2,4,2,2,2,1,3,1,2,2,1,2,2,1,2,1,2,8,1,1,8,2,4,2,3,4,4,2,2,1,8,2,2,1,1,3,5,3,3,3,3,2,2,2,2,2,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5867,3084,308,58671,2,2,2,3,1,4,1,4,2,2,2,1,2,2,4,1,1,1,1,1,3,2,2,3,4,1,2,6,1,6,1,1,3,4,2,3,4,3,3,4,4,4,3,2,2,1,1,1,2,2,2,2,7,1,2,1,1,4,1,1,2,1,2,2,1,1,1,1,12,2,2,6,3,4,1,4,4,4,4,4,1,8,2,2,1,2,4,6,1,2,2,2,1,1,1,2,2,2,2,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5870,3682,368,58701,1,4,2,3,1,4,3,1,2,1,2,1,2,2,5,1,1,1,1,1,3,2,2,5,2,1,3,6,1,5,1,1,6,4,3,2,2,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,13,2,2,6,3,4,1,3,4,3,4,3,1,4,2,1,2,2,4,6,2,2,2,1,1,1,1,2,2,2,2,2,0,0,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
5871,3294,329,58711,1,2,2,1,1,3,3,1,2,1,2,2,2,2,3,1,1,1,1,1,4,1,1,2,4,1,2,6,4,4,3,1,1,3,1,2,6,5,1,1,4,3,3,3,1,1,2,1,2,2,2,2,7,2,2,1,1,3,1,2,2,1,2,2,2,2,1,2,12,2,2,1,4,5,2,4,4,4,3,3,1,2,2,1,2,2,5,6,1,4,4,2,2,2,2,1,2,2,2,2,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5873,3841,384,58731,1,4,1,2,1,5,4,9,2,1,1,1,2,2,3,1,1,1,1,1,4,1,1,1,1,1,3,6,2,5,4,1,2,3,3,4,4,4,4,3,1,1,4,3,2,2,2,2,2,2,1,2,1,2,2,2,2,3,1,2,2,1,2,1,1,1,1,1,12,1,1,9,3,4,1,3,3,4,4,5,2,1,1,1,1,1,4,5,2,3,3,3,3,2,2,2,2,2,1,2,10,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5874,3931,393,58741,1,4,4,4,1,4,1,3,2,1,2,2,2,2,4,1,1,1,1,1,4,1,1,2,3,1,3,3,3,3,2,1,4,4,1,5,1,3,1,5,1,1,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1,1,2,2,2,1,2,1,1,3,2,2,6,3,5,1,4,3,5,4,5,1,4,2,1,7,1,4,5,1,3,3,3,1,1,1,1,2,2,2,2,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5878,3892,389,58781,1,4,1,1,1,4,1,2,2,2,2,1,2,2,4,1,1,1,1,1,3,1,3,3,4,1,1,5,3,2,3,1,4,4,1,5,4,4,4,3,4,4,4,4,2,1,2,2,2,2,2,2,4,2,2,2,1,4,1,1,1,1,2,1,1,1,1,1,12,1,8,2,3,5,1,4,5,5,5,4,1,8,2,1,7,2,4,5,1,2,2,1,1,1,1,1,2,2,2,2,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5880,3541,354,58801,2,2,4,1,1,3,3,1,2,2,2,2,2,2,2,3,1,6,1,1,4,3,2,5,1,3,2,6,1,1,3,1,4,4,2,4,6,4,3,3,4,2,5,3,1,1,1,1,1,2,2,2,3,1,1,2,1,4,1,2,1,2,2,1,1,1,1,1,7,2,2,1,3,5,1,3,4,4,2,3,1,3,2,2,7,2,4,6,3,2,2,2,1,1,2,3,2,2,2,2,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2
5881,3443,344,58811,2,2,3,1,1,4,1,2,2,1,2,1,1,2,4,1,2,1,1,1,4,3,3,5,4,1,2,5,1,5,4,1,5,4,1,4,6,4,4,3,5,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,3,1,1,2,1,2,1,1,1,1,1,4,1,2,1,2,5,1,4,4,4,4,4,1,3,2,2,1,2,3,5,2,4,3,2,2,1,1,2,1,1,1,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5882,3732,373,58821,2,4,2,3,1,4,3,1,2,1,2,2,2,2,3,1,1,1,1,1,3,1,1,1,2,1,1,3,1,12,2,1,4,4,2,3,5,3,4,3,4,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,1,3,1,2,2,1,2,1,1,1,1,1,8,2,2,6,3,4,1,4,4,4,4,3,1,2,2,2,1,2,3,5,1,2,2,2,2,1,2,2,2,2,2,2,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5883,3362,336,58831,2,3,4,3,1,2,9,4,2,2,1,2,2,2,4,1,1,1,1,1,5,1,1,1,4,1,3,3,1,8,3,1,6,3,3,1,1,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,4,1,3,4,3,3,4,1,2,4,2,2,1,4,10,2,3,3,2,1,1,1,3,2,2,1,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5884,3994,399,58841,2,2,3,2,1,3,9,1,2,1,1,1,2,2,5,1,1,1,1,1,4,3,3,3,1,1,2,6,1,1,3,1,2,4,2,2,4,2,3,3,1,1,4,3,2,2,2,2,2,1,2,2,1,2,2,2,1,4,1,2,2,1,2,1,1,1,1,1,4,2,2,1,3,5,1,4,4,3,3,4,1,2,2,2,2,2,4,5,1,2,2,1,1,1,1,2,2,2,2,2,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5886,3713,371,58861,2,2,2,4,1,3,6,2,2,1,2,1,2,2,4,1,1,1,1,1,3,1,1,3,4,5,2,3,13,2,2,1,4,4,1,3,4,5,3,4,5,3,4,1,1,1,1,1,2,2,2,2,6,2,2,2,1,4,1,1,2,1,2,1,2,1,1,1,12,1,2,7,3,5,1,4,5,4,4,4,1,3,2,2,3,1,4,4,2,4,3,1,2,1,2,2,2,2,2,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5887,3621,362,58871,1,3,1,4,1,4,5,1,2,2,2,2,2,2,3,1,1,1,1,1,4,1,1,3,2,4,5,4,2,2,4,1,4,5,2,3,2,3,4,3,2,2,4,3,2,2,2,2,2,2,2,2,6,2,2,2,1,3,1,1,1,2,1,2,2,2,1,1,10,2,1,6,3,5,1,3,4,4,4,3,2,1,2,1,3,2,4,6,3,2,2,1,1,1,2,1,2,1,1,2,16,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5888,3372,337,58881,2,4,3,2,1,4,3,1,2,2,2,2,2,2,4,1,1,1,1,1,3,1,1,5,2,1,2,6,13,1,2,1,4,2,4,2,1,3,3,3,2,1,3,3,2,2,2,2,2,2,2,2,3,2,2,2,1,3,1,2,2,2,2,1,1,1,1,1,12,2,8,2,2,3,1,2,3,3,4,2,1,4,2,2,7,2,4,5,2,3,3,2,1,1,1,2,2,2,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5889,3173,317,58891,2,3,2,1,1,4,5,2,2,2,2,1,2,2,4,1,1,1,1,1,4,1,1,1,4,1,1,6,13,2,3,1,4,4,2,2,6,2,4,4,1,1,4,2,1,2,2,2,2,2,2,2,8,2,2,2,2,3,1,2,2,1,2,2,1,2,1,2,3,2,2,1,3,2,1,4,4,4,2,1,1,2,2,2,7,2,4,6,2,3,3,2,1,1,2,2,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5891,3112,311,58911,1,4,1,2,1,4,3,6,2,1,2,2,2,2,3,1,1,1,1,1,3,2,2,4,2,3,3,4,1,2,3,1,3,2,2,2,2,4,2,1,1,1,3,2,2,2,2,2,2,1,2,2,1,2,2,2,1,3,1,1,1,1,2,2,1,1,1,1,7,2,6,1,3,5,1,4,5,4,4,4,4,1,2,1,1,2,4,6,2,3,4,3,2,3,2,3,2,1,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
5892,3543,354,58921,1,3,1,2,1,5,4,1,2,2,2,2,2,2,5,1,1,1,1,1,3,3,1,4,7,2,4,4,2,2,1,1,6,4,4,3,1,4,4,3,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,2,1,2,1,2,2,2,1,1,1,12,2,1,4,3,4,1,3,3,4,3,4,3,1,2,1,1,2,4,8,1,3,4,1,1,1,1,2,2,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5894,3353,335,58941,1,2,1,1,2,5,1,9,2,2,2,2,2,2,4,1,1,1,1,1,1,1,2,3,2,5,2,6,1,12,2,1,4,3,2,1,3,4,3,2,1,1,5,2,2,2,2,2,2,2,2,2,7,2,2,1,1,3,1,1,1,2,2,2,1,1,1,1,2,2,3,1,2,4,2,2,4,3,3,3,1,6,1,1,7,2,3,7,1,3,3,2,1,1,2,3,1,2,1,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
5895,3471,347,58951,1,4,1,1,1,2,3,4,2,2,2,2,2,2,4,1,1,1,1,1,4,3,2,1,1,5,4,6,1,1,3,1,2,3,5,2,1,3,2,3,5,4,3,3,2,1,2,2,2,2,2,2,1,2,2,2,1,4,1,1,1,1,2,1,1,1,1,1,12,2,3,10,2,4,1,3,3,3,3,3,1,4,2,1,2,2,4,7,2,2,2,2,2,2,2,2,2,1,1,2,20,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5896,3671,367,58961,2,3,2,3,1,4,1,5,2,2,1,1,2,2,5,1,1,1,1,1,4,1,1,3,4,1,2,4,1,1,2,1,4,3,2,3,1,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,1,3,1,2,2,1,2,1,1,1,1,1,12,2,2,1,3,5,1,4,4,3,3,3,1,4,2,2,7,2,4,5,1,3,3,2,1,1,1,2,2,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
5898,3103,310,58981,2,2,4,3,1,3,1,3,2,1,2,1,1,2,4,1,1,1,1,1,4,2,2,5,4,1,2,4,1,1,2,1,2,3,2,2,3,2,3,2,4,3,2,2,2,1,2,1,2,2,2,2,5,2,2,2,2,3,1,2,2,1,2,1,1,1,2,2,11,2,2,3,2,3,1,3,4,4,3,3,1,2,4,2,7,2,4,5,1,2,2,1,1,1,1,1,1,2,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5900,3991,399,59001,2,3,2,1,2,3,6,3,2,1,2,2,2,2,5,1,1,1,1,1,3,3,1,4,2,1,2,6,1,1,2,1,2,3,2,3,4,4,3,3,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,1,2,1,1,2,1,2,7,1,8,6,3,2,1,2,3,2,3,4,1,3,4,2,2,2,4,5,1,3,3,2,1,1,2,2,2,2,2,2,1,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5902,3491,349,59021,1,1,3,1,1,3,4,5,2,1,2,2,2,2,4,1,1,1,1,1,3,2,2,3,2,1,1,6,4,5,2,1,1,2,2,3,6,3,2,2,3,3,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,7,1,1,2,3,5,1,4,4,4,4,5,1,2,3,1,7,2,5,5,1,2,2,2,2,3,3,1,2,2,2,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5905,3044,304,59051,1,4,3,1,2,4,4,6,2,2,2,2,2,2,4,1,1,1,1,1,5,3,2,4,2,3,2,4,1,4,4,1,2,5,2,5,6,4,4,3,2,1,3,3,1,1,1,2,1,2,1,2,6,2,2,2,1,3,1,2,2,1,2,2,1,1,1,1,12,1,1,6,3,4,1,3,4,4,2,3,9,2,2,1,2,2,4,5,2,2,3,1,1,3,2,1,2,2,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5906,3383,338,59061,2,4,1,2,1,4,1,4,2,2,2,1,2,2,5,1,1,1,1,1,3,1,1,1,2,3,1,2,1,2,2,1,4,3,2,1,1,2,4,2,5,3,5,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,12,2,8,1,2,5,1,4,5,4,4,4,3,1,4,2,2,2,4,6,3,3,2,1,1,1,1,1,2,2,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5908,3292,329,59081,2,2,2,2,1,4,1,6,2,1,2,2,2,2,4,1,1,1,1,1,4,3,2,3,2,5,4,6,2,1,3,1,4,2,3,5,5,5,4,3,1,1,2,2,1,1,1,2,2,2,2,2,7,2,2,1,1,4,2,1,1,1,2,1,1,1,1,1,12,2,2,1,2,5,1,3,3,4,3,3,3,6,4,2,2,2,3,5,1,3,3,3,1,1,2,1,2,2,1,2,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5912,3992,399,59121,2,2,3,2,1,4,1,7,2,1,2,1,2,2,4,1,1,1,1,1,4,1,2,4,2,1,2,6,2,4,2,1,3,5,1,4,3,6,2,2,5,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,4,1,2,2,1,2,1,1,1,1,1,12,2,2,8,3,5,1,3,4,4,4,3,1,4,2,2,2,2,3,4,2,3,3,1,1,1,1,2,2,2,2,2,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5915,3834,383,59151,2,3,1,3,1,3,3,5,2,2,2,2,2,2,3,1,2,1,1,1,3,2,1,3,2,6,2,6,13,1,1,1,3,3,2,2,1,3,3,4,4,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,2,1,1,2,1,1,1,1,1,12,2,2,1,3,4,1,2,2,4,2,3,1,2,4,2,3,2,4,5,1,2,3,3,2,1,2,1,2,2,2,2,3,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5917,3451,345,59171,1,2,2,3,2,1,6,1,2,2,2,1,2,2,4,1,1,1,1,1,4,3,1,3,4,1,5,6,13,8,3,1,5,2,1,4,4,2,5,4,1,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,1,1,2,2,1,1,1,1,10,2,3,1,3,4,1,1,5,4,3,4,3,2,3,1,1,2,3,6,2,3,4,2,2,1,1,2,2,1,1,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5918,3171,317,59181,1,4,1,2,1,5,4,1,2,2,2,1,2,2,5,1,1,1,1,1,2,3,1,5,4,1,2,6,1,2,2,1,3,2,2,4,6,5,4,2,1,1,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,12,1,1,2,2,4,1,4,4,4,2,2,1,3,4,1,7,2,4,5,1,3,3,2,2,1,1,3,1,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5919,3532,353,59191,2,2,2,1,1,4,1,6,2,2,1,1,2,2,4,2,1,1,6,1,2,1,1,2,4,3,1,2,13,6,1,1,4,4,1,2,2,3,4,3,4,4,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,2,2,2,1,2,11,2,8,1,4,5,1,3,4,4,4,4,1,4,5,2,3,2,4,4,1,3,3,3,2,1,2,1,1,2,1,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5921,3243,324,59211,2,2,1,1,1,3,5,1,2,2,2,2,2,2,5,1,1,1,1,1,3,1,1,3,2,1,1,6,1,1,2,1,4,5,2,2,3,3,2,2,5,3,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,3,1,2,2,1,2,2,1,1,1,1,5,2,3,2,3,5,1,4,4,4,4,4,3,1,8,2,7,2,4,6,1,4,4,2,2,1,2,1,1,2,2,2,20,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
5923,3873,387,59231,2,2,4,2,1,3,3,1,2,1,2,2,2,2,3,1,1,1,1,1,4,2,1,4,2,3,3,6,2,1,1,1,4,2,3,2,3,4,3,3,3,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,3,2,2,2,2,2,2,2,2,1,1,12,2,3,1,2,3,1,2,2,3,2,3,2,3,1,2,1,2,3,6,2,3,3,2,2,2,3,2,2,2,2,2,4,0,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
5924,3203,320,59241,2,3,4,3,1,3,3,1,2,1,1,1,2,2,4,1,1,1,1,1,3,2,2,3,2,5,3,3,1,6,2,1,4,2,2,5,5,4,3,2,3,4,4,4,1,1,2,2,2,2,2,2,5,2,2,1,1,3,2,2,2,1,2,2,1,2,1,1,2,2,4,7,3,5,1,3,3,4,2,4,5,2,2,2,1,2,4,6,1,4,4,3,1,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5926,3891,389,59261,1,2,4,1,1,2,3,1,2,2,2,2,2,2,3,1,1,1,1,1,3,2,2,2,2,2,2,4,1,2,2,1,4,4,2,6,6,3,4,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,1,1,2,2,2,1,1,1,12,2,2,1,2,3,2,1,3,3,1,2,1,2,2,1,7,2,2,5,1,3,3,3,2,1,2,2,2,2,1,1,3,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
5927,3262,326,59271,1,1,1,3,1,3,5,1,2,1,1,1,2,2,3,1,2,1,1,1,2,2,1,1,4,4,1,3,1,2,3,1,1,2,3,6,6,4,5,4,1,2,1,1,2,1,2,2,2,2,2,2,4,1,2,2,1,4,1,1,1,1,2,2,1,1,1,1,12,1,3,8,3,4,1,4,4,5,4,4,3,9,7,1,7,2,4,7,2,4,3,2,2,3,2,1,1,2,1,2,10,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5928,3652,365,59281,1,3,2,2,2,4,4,6,2,2,2,2,1,2,3,1,1,1,1,1,3,1,1,1,1,5,3,6,2,1,3,1,4,2,2,1,1,5,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,3,1,2,2,1,2,2,2,2,1,1,4,1,3,7,1,5,1,4,4,4,3,3,1,4,3,1,2,2,4,4,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
5930,3862,386,59301,1,3,2,4,2,2,4,1,2,1,1,2,2,2,4,1,1,1,1,1,4,1,1,3,2,2,6,6,1,2,3,1,4,5,2,2,6,4,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,4,1,4,4,5,4,3,1,2,4,1,1,2,4,8,2,2,2,1,1,1,2,4,1,2,1,1,5,1,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5
5932,3642,364,59321,1,2,4,2,2,4,4,5,2,2,2,2,2,2,2,1,1,1,1,1,4,2,2,4,2,1,2,5,1,1,2,1,2,3,3,2,6,4,3,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,12,1,1,9,2,2,1,3,4,3,3,4,1,3,2,1,7,2,4,5,2,2,2,2,1,1,1,2,2,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5934,3783,378,59341,1,2,2,1,1,3,1,4,2,2,2,2,2,2,3,1,2,1,1,1,3,2,2,2,3,6,2,5,3,1,4,1,1,4,2,2,4,3,2,2,3,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,1,3,2,1,1,1,1,1,2,1,1,2,3,2,1,2,2,4,1,3,4,4,2,3,1,2,1,1,2,2,4,6,2,3,3,2,2,2,1,2,2,2,1,2,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
5935,3623,362,59351,1,2,3,1,1,4,4,3,2,1,2,2,2,2,4,1,1,1,1,1,4,3,1,4,1,1,2,4,13,2,2,1,4,1,2,3,6,2,4,4,4,2,4,3,1,1,1,2,1,2,2,2,4,1,2,2,2,4,2,2,1,2,2,1,1,1,1,2,4,2,2,3,2,4,1,2,4,3,4,4,1,6,2,1,7,2,4,4,2,3,3,2,1,1,2,2,2,2,2,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
5936,3811,381,59361,2,4,1,3,1,4,3,1,2,1,2,1,2,2,3,1,2,1,1,1,3,2,1,3,4,5,1,6,3,2,2,1,2,3,1,5,6,3,4,4,3,4,2,4,2,2,2,2,2,2,2,2,7,1,1,2,1,3,1,2,2,1,2,2,1,1,1,1,12,2,2,8,4,5,1,4,4,4,2,3,4,1,2,2,7,2,4,5,1,2,2,2,1,1,2,2,2,2,2,2,0,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6
