BYHID,BYSID,BYSCLASS,F1H01001,F1H01002,F1H01003,F1H01004,F1H01005,F1H01006,F1H01007,F1H01008,F1H02001,F1H02002,F1H02003,F1H02004,F1H02005C,F1H02006,F1H03001,F1H03002,F1H03003,F1H03004,F1H03005C,F1H03006,F1H04001,F1H04002,F1H04003,F1H04004,F1H04005,F1H05001,F1H05002,F1H05003,F1H06001,F1H06002,F1H06003
61221,6122,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,1014,2,2002,1,2,100,1467,2,300,100,10000,2,-5,200,0,0,1,1,4
61231,6123,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,400,0141,2,2002,2,-5,-5,-5,2,400,100,20000,-3,-5,300,0,0,1,1,2
61241,6124,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,4,100,0156,2,100,40,12000,1,2500,200,50,50,1,1,3
61251,6125,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,1469,2,2002,1,4,50,1319,2,200,0,30000,2,-5,200,30,30,1,1,3
61261,6126,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0931,2,2002,1,4,500,1031,2,700,300,20000,1,1000,400,250,200,1,1,1
61271,6127,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0220,1,2002,2,-5,-5,-5,2,200,50,10000,2,-5,150,20,20,1,1,3
61281,6128,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,160,1490,1,2002,2,-5,-5,-5,2,200,60,17000,1,400,120,-4,0,1,1,2
61291,6129,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,500,0122,2,2002,2,-5,-5,-5,2,700,100,40000,1,20000,600,-4,-4,1,1,4
61311,6131,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,250,1020,1,2002,1,1,100,1970,2,400,100,20000,2,-5,250,0,0,1,1,4
61321,6132,3,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,3,-3,0156,1,-3,50,5000,2,-5,200,0,0,2,1,3
61331,6133,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0223,1,2002,1,2,50,0252,2,350,0,10000,1,7000,100,40,0,2,1,4
61341,6134,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,50,1490,2,2002,2,-5,-5,-5,2,50,0,2500,2,-5,50,0,0,1,1,4
61351,6135,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0227,1,2002,2,-5,-5,-5,2,300,0,6500,2,-5,300,80,50,1,1,2
61361,6136,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0671,2,2002,1,1,200,0661,1,350,150,6500,2,-5,150,0,0,1,1,4
61371,6137,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,1013,2,2002,2,-5,-5,-5,2,500,200,25000,2,-5,300,0,0,1,1,2
61381,6138,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-2,1031,2,2002,1,5,-5,1032,2,-2,-2,0,2,-5,-2,0,0,1,4,3
61391,6139,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,350,0934,2,2002,1,1,50,9999,2,400,0,-2,2,-5,200,-4,-4,1,1,2
61401,6140,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,380,0227,2,2002,1,2,80,1014,1,460,30,6000,1,1000,200,25,0,2,1,2
61411,6141,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,1031,2,2002,2,-5,-5,-5,2,200,0,-3,2,-5,200,0,0,1,1,3
61421,6142,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,100,1450,2,2002,1,2,20,2340,2,100,0,2000,2,-5,80,0,0,1,1,3
61431,6143,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,2,-5,-5,-5,2,-3,0,-3,1,1000,70,0,0,2,3,3
61451,6145,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,100,1200,2,100,50,8000,2,-5,50,0,0,1,2,3
61461,6146,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,1000,0911,2,2002,1,3,350,0156,2,1350,400,60000,1,30000,200,40,0,1,1,3
61471,6147,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1582,1,2002,2,-5,-5,-5,2,300,50,10000,2,-5,300,0,0,1,1,3
61481,6148,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,1470,2,2002,2,-5,-5,-5,2,250,40,20000,2,-5,210,-4,-4,1,1,4
61501,6150,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,1583,2,2002,2,-5,-5,-5,2,150,0,6000,2,-5,150,20,0,1,1,3
61511,6151,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,2,-5,-5,-5,2,0,0,3000,2,-5,100,0,0,1,1,2
61531,6153,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,4,100,0739,2,100,20,300,2,-5,100,0,0,2,3,3
61541,6154,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0931,1,2002,1,1,70,1311,1,220,80,10000,1,800,140,0,0,1,1,3
61551,6155,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,2020,2,2002,1,2,70,2120,2,380,100,13000,2,-5,250,150,120,1,1,2
61561,6156,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,1020,2,2002,1,2,100,1310,2,250,20,3000,2,-5,200,0,0,1,2,3
61571,6157,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,190,2321,1,2002,1,4,0,2321,1,190,40,6000,1,2000,120,0,0,1,1,4
61591,6159,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,-3,0129,2,2002,1,1,100,1311,2,-3,50,23000,1,2000,250,60,0,1,1,2
61601,6160,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,-3,2,2002,2,-5,-5,-5,2,200,10,15000,2,-5,200,-4,-4,1,1,2
61611,6161,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,180,1470,2,2002,2,-5,-5,-5,2,180,50,3000,2,-5,130,-4,-4,1,2,3
61621,6162,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,1031,2,2002,2,-5,-5,-5,2,250,0,-3,-3,-5,250,10,10,2,2,2
61631,6163,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,400,1031,2,2002,1,5,-5,1031,2,400,100,20000,1,20000,250,150,100,2,1,1
61641,6164,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,100,1331,2,100,0,5000,2,-5,100,0,0,1,2,3
61651,6165,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,-2,2321,1,2002,1,5,-5,2321,2,-2,0,-2,1,-3,100,0,0,1,1,4
61661,6166,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0451,2,2002,2,-5,-5,-5,2,300,0,15000,1,3000,300,200,70,1,1,4
61671,6167,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,1,-3,0226,2,-3,30,-3,2,-5,100,50,0,1,4,1
61681,6168,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0220,1,2002,1,2,60,9999,1,360,50,30000,1,3000,300,70,40,1,1,1
61691,6169,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,250,0142,2,2002,1,5,-5,0232,2,250,50,5000,2,-5,200,10,-4,1,1,3
61701,6170,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,2,-5,-5,-5,2,140,10,20000,2,-5,200,20,20,1,1,1
61711,6171,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,0154,2,2002,2,-5,-5,-5,2,300,50,-2,2,-5,250,70,10,1,1,3
61721,6172,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,1623,1,2002,2,-5,-5,-5,2,-3,20,14000,2,-5,200,0,0,1,1,1
61731,6173,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0142,1,2002,1,4,200,1041,1,500,200,25000,2,-5,300,100,40,1,1,3
61741,6174,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,1460,2,2002,1,5,-5,1460,2,300,100,80000,1,10000,200,100,60,1,1,1
61751,6175,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,340,0533,2,2002,1,2,60,1332,2,400,100,-3,1,5000,300,100,80,1,2,3
61761,6176,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,300,1031,1,2002,1,5,-5,1031,2,300,150,10000,1,4000,150,17,17,1,1,4
61771,6177,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,100,1460,2,2002,1,1,70,1841,2,170,40,5000,1,2000,150,0,0,2,2,1
61781,6178,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,0227,1,2002,2,-5,-5,-5,2,-2,0,-2,2,-5,-3,0,0,1,1,3
61791,6179,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0154,2,2002,1,4,200,0156,2,400,0,20000,1,5000,500,-3,150,1,1,3
61801,6180,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,1031,2,2002,2,-5,-5,-5,2,100,0,6000,1,3000,100,0,0,1,1,2
61811,6181,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,350,0142,2,2002,2,-5,-5,-5,2,350,200,17000,1,3000,400,40,0,1,1,3
61821,6182,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,280,0531,1,2002,2,-5,-5,-5,2,280,50,10000,2,-5,230,40,40,1,1,3
61831,6183,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,-3,2,2002,1,5,-5,-3,2,200,40,5000,1,5000,250,0,0,1,2,3
61841,6184,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0930,2,2002,2,-5,-5,-5,2,200,40,10000,1,3500,160,5,5,1,1,3
61861,6186,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,500,0156,2,2002,1,5,-5,1331,2,500,300,10000,1,5000,200,100,30,1,2,1
61881,6188,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,350,1583,1,-4,-5,-5,-5,-5,-5,350,85,5000,2,-5,160,0,0,2,1,2
61891,6189,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,60,1331,2,60,0,0,1,600,60,0,0,1,4,2
61911,6191,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,500,0121,2,2002,2,-5,-5,-5,2,500,0,60000,2,-5,250,0,0,1,1,3
61921,6192,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,-3,2,2002,2,-5,-5,-5,2,200,0,-3,2,-5,200,10,10,1,1,1
61931,6193,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,1031,2,2002,1,5,-5,1031,1,250,50,10000,1,4000,200,30,10,1,1,3
61941,6194,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,80,9999,2,80,0,-3,2,-5,80,10,10,1,2,2
61951,6195,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,500,0151,2,2002,2,-5,-5,-5,2,500,300,70000,2,-5,150,0,0,1,1,3
61961,6196,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,2,100,-3,2,100,50,20000,2,-5,100,30,30,1,1,1
61971,6197,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,0220,1,2002,1,1,450,0332,1,700,250,45000,2,-5,200,60,0,1,1,4
61981,6198,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,1723,2,2002,2,-5,-5,-5,2,200,50,-3,1,-3,150,0,0,2,3,3
61991,6199,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,450,0156,1,2002,2,-5,-5,-5,2,450,150,-3,2,-5,300,100,30,1,2,1
62001,6200,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,250,0156,2,2002,1,5,-5,0156,2,250,10,10000,1,10000,240,100,80,1,1,3
62011,6201,3,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,1,60,2271,2,60,0,4000,2,-5,60,0,0,1,1,3
62021,6202,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,0221,1,2002,2,-5,-5,-5,2,-3,250,70000,2,-5,400,170,150,1,1,1
62031,6203,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,130,1490,2,2002,1,4,150,1031,2,280,10,7000,2,-5,250,30,30,2,2,1
62041,6204,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,1000,0156,2,2002,1,5,-5,1331,2,1000,300,100000,1,30000,250,30,30,1,1,1
62051,6205,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,50,0156,2,2002,1,5,-5,0156,2,50,0,1000,1,10000,50,0,0,2,2,4
62061,6206,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,1450,2,2002,2,-5,-5,-5,1,150,42,10000,1,2000,150,30,0,1,1,2
62071,6207,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,90,2320,1,2002,1,4,0,2320,1,90,0,4000,1,2000,55,25,10,1,1,4
62081,6208,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,2129,2,2002,1,5,-5,2129,2,200,0,5000,1,-3,150,30,-4,1,2,2
62101,6210,3,2002,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,4,-3,0156,2,70,20,4000,1,2000,70,0,0,2,2,1
62111,6211,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,2410,1,2002,2,-5,-5,-5,2,500,-3,10000,1,800,300,0,0,1,1,3
62121,6212,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,1450,2,2002,2,-5,-5,-5,2,150,0,10000,2,-5,150,0,0,2,1,4
62131,6213,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,-4,-4,0841,2,2002,2,-5,-5,-5,2,300,0,-3,2,-5,300,-2,-2,1,1,3
62141,6214,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,-2,-2,2002,1,4,-3,1031,2,-2,-3,-3,-3,-5,-3,20,10,1,1,1
62151,6215,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0121,1,2002,1,4,100,1031,2,300,200,10000,2,-5,100,30,10,1,2,2
62161,6216,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,0713,2,-4,-5,-5,-5,-5,-5,100,0,7000,2,-5,100,0,0,1,1,2
62171,6217,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-3,0129,2,2002,2,-5,-5,-5,2,-3,0,50000,2,-5,450,30,30,1,1,3
62181,6218,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,200,0141,2,2002,2,-5,-5,-5,2,200,30,20000,1,5000,150,-6,60,1,1,4
62191,6219,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,100,1113,2,2002,2,-5,-5,-5,2,100,30,1000,2,-5,70,-4,10,1,1,2
62201,6220,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,130,1550,2,2002,1,5,-5,0241,2,130,0,4500,2,-5,130,8,8,1,1,3
62211,6221,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,300,0141,1,2002,1,3,150,1031,1,450,80,60000,2,-5,200,73,40,1,1,1
62221,6222,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,500,1031,2,2002,1,5,-5,1031,2,500,200,25000,2,-5,500,0,0,1,1,1
62231,6223,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,0220,1,2002,2,-5,-5,-5,2,500,200,-2,2,-5,300,35,35,1,1,1
62241,6224,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,1031,1,2002,1,5,-5,1031,2,250,10,20000,1,-3,200,0,0,1,1,3
62251,6225,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,200,1921,2,2002,2,-5,-5,-5,2,200,0,5000,2,-5,100,0,0,1,1,2
62261,6226,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,2410,1,2002,2,-5,-5,-5,2,250,40,-3,2,-5,100,0,0,1,4,3
62271,6227,3,2002,1,3,3,1,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,1,90,1849,1,90,0,-3,2,-5,90,0,0,1,2,3
62281,6228,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0156,1,2002,1,5,-5,1331,1,200,10,8000,1,1000,190,40,0,1,3,4
62291,6229,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,-4,1411,2,2002,1,1,180,2125,2,180,0,10000,1,-3,180,0,0,1,1,3
62301,6230,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1661,1,2002,2,-5,-5,-5,2,300,0,10000,1,2000,300,100,0,1,1,4
62311,6231,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,1045,1,2002,2,-5,-5,-5,2,200,50,5000,2,-5,150,0,0,1,1,4
62321,6232,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,500,0141,1,2002,1,5,-5,0232,1,500,200,100000,2,-5,300,25,0,1,1,3
62341,6234,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,450,0220,1,2002,2,-5,-5,-5,2,450,60,15000,1,3000,150,40,40,1,1,2
62351,6235,3,3001,2,-5,-5,-5,-5,-5,-5,2001,1,1,350,0121,1,2002,2,-5,-5,-5,2,350,50,34000,2,-5,300,40,-4,1,1,1
62361,6236,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,1531,2,2002,1,2,40,0220,2,190,0,8000,2,-5,150,30,-4,1,1,2
62371,6237,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0934,2,2002,2,-5,-5,-5,2,150,0,8000,2,-5,250,0,0,2,1,4
62381,6238,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,0123,1,2002,2,-5,-5,-5,2,500,200,50000,1,9000,300,70,70,1,1,1
62391,6239,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0931,1,2002,2,-5,-5,-5,1,150,0,3500,2,-5,70,12,0,1,1,4
62411,6241,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,2265,2,2002,1,4,150,1031,2,350,100,-2,2,-5,200,0,0,2,1,1
62431,6243,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,400,0129,2,2002,2,-5,-5,-5,2,400,100,45000,2,-5,300,10,10,1,1,3
62441,6244,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,100,1465,2,2002,2,-5,-5,-5,2,100,0,-2,1,4000,100,0,0,1,4,4
62451,6245,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,2,-5,-5,-5,2,60,0,-2,1,200,70,0,0,2,4,3
62461,6246,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0225,1,2002,2,-5,-5,-5,2,300,100,-2,2,-5,250,0,0,1,1,2
62471,6247,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,1,70,1311,2,70,0,0,1,3500,100,0,0,1,3,3
62481,6248,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,0227,1,2002,1,1,160,0242,2,660,250,35000,1,8000,400,60,30,1,1,3
62491,6249,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,260,0224,2,2002,2,-5,-5,-5,2,260,40,-3,2,-5,-2,0,0,1,1,1
62501,6250,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0939,-2,2002,1,2,30,1330,2,190,100,7000,2,-5,100,20,20,1,2,1
62511,6251,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,3,-3,0170,2,2002,1,2,80,9999,2,-3,0,-3,1,-3,80,-2,-2,1,1,3
62521,6252,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0241,-2,2002,1,2,-3,1250,2,-3,-3,5000,2,-5,-3,25,0,1,1,3
62531,6253,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,400,1031,2,2002,1,2,100,1032,1,500,100,-3,1,-3,350,0,0,1,1,3
62541,6254,3,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,3,-3,0142,2,400,-2,-3,-3,-5,-2,100,100,1,1,1
62551,6255,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0227,2,2002,2,-5,-5,-5,2,300,-3,-3,2,-5,120,-4,-4,2,1,1
62571,6257,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,1031,2,2002,1,1,150,0640,1,400,120,-3,2,-5,280,150,50,1,1,2
62581,6258,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0411,1,2002,2,-5,-5,-5,2,300,0,10000,2,-5,300,-4,-4,1,1,3
62591,6259,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,600,0151,2,2002,2,-5,-5,-5,2,600,100,40000,2,-5,300,50,50,1,1,3
62601,6260,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-2,0211,-2,2002,1,1,-2,0232,1,-2,-2,-2,-2,-5,-2,150,-2,1,1,3
62611,6261,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,0156,2,2002,1,5,-5,1310,2,150,0,-3,2,-5,150,0,0,2,2,2
62621,6262,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,-3,1551,2,2002,1,1,90,0220,2,-2,50,-3,2,-5,250,50,40,1,1,2
62631,6263,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,130,1042,2,2002,1,2,80,0930,2,210,0,6000,1,1000,210,0,0,1,2,2
62641,6264,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,145,0731,2,2002,1,5,-5,0739,2,145,0,0,2,-5,40,0,0,1,4,4
62651,6265,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,400,0156,1,2002,1,5,-5,0156,2,400,300,20000,2,-5,200,80,80,1,1,1
62661,6266,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0731,1,2002,2,-5,-5,-5,2,200,10,8000,2,-5,190,10,0,1,4,3
62671,6267,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,250,0142,2,2002,1,5,-5,0232,2,250,0,10000,1,10000,250,40,0,1,3,3
62681,6268,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0930,1,2002,2,-5,-5,-5,2,200,50,-3,1,-3,150,66,40,1,2,3
62691,6269,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,3,250,0156,2,250,20,10000,1,2000,200,-4,0,1,1,2
62701,6270,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,120,1583,2,2002,1,2,70,1330,2,190,30,8000,1,4000,160,20,20,1,1,3
62711,6271,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,2320,2,2002,1,4,0,2320,2,150,0,7000,1,10000,75,-6,-6,1,1,4
62721,6272,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,350,0142,2,2002,1,5,-5,0142,2,350,100,12000,1,4000,250,70,40,1,1,1
62731,6273,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,150,1950,2,2002,1,4,100,1041,1,250,0,-3,2,-5,250,0,0,1,1,3
62741,6274,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,1,65,1032,2,65,0,-3,2,-5,65,0,0,2,3,2
62751,6275,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,500,0911,1,2002,1,4,100,1031,2,600,100,70000,2,-5,500,100,0,1,1,3
62761,6276,3,2002,2,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,1,2,50,1122,2,50,0,0,2,-5,50,-4,-4,2,4,2
62771,6277,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,80,1490,2,2002,1,2,40,1970,2,110,0,-3,1,5000,150,0,0,1,2,3
62781,6278,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,150,1431,2,2002,1,1,70,2252,2,220,0,6000,2,-5,220,-4,-4,1,1,3
62791,6279,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1032,2,2002,2,-5,-5,-5,2,300,70,20000,1,-3,220,80,40,1,1,3
62801,6280,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,230,0220,1,2002,2,-5,-5,-5,2,230,0,-3,2,-5,100,-4,-4,1,1,3
62811,6281,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,200,0931,2,2002,1,4,100,2271,2,300,0,6000,1,1000,300,40,0,2,1,2
62821,6282,3,2001,1,1,2,-5,1,-5,-5,2001,1,1,400,0861,2,2002,2,-5,-5,-5,2,400,50,30000,2,-5,200,40,20,1,1,1
62831,6283,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,450,2321,1,2002,1,5,-5,2321,1,450,100,20000,1,3000,300,15,0,1,1,4
62841,6284,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,1032,2,2002,1,3,-2,0156,1,300,-3,15000,2,-5,250,0,0,1,1,3
62851,6285,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,300,0228,2,2002,2,-5,-5,-5,2,300,0,-2,2,-5,300,0,0,1,4,4
62861,6286,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,150,0228,2,2002,1,1,80,0959,2,230,40,2500,1,1000,150,30,30,1,2,2
62871,6287,3,2002,1,3,1,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,2002,2,-5,-5,-5,2,-3,-3,-3,2,-5,-3,10,10,1,1,3
62881,6288,3,2001,1,1,2,-5,-4,-5,-5,2001,1,2,150,1450,2,2002,1,4,100,1031,2,250,0,0,1,500,250,0,0,2,3,2
62891,6289,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,2,80,1490,2,2002,2,-5,-5,-5,2,80,0,500,1,3000,80,0,0,2,3,2
62901,6290,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,2,60,1490,2,2002,2,-5,-5,-5,2,60,0,-3,1,4000,60,0,0,2,3,3
62911,6291,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,3,-3,1031,2,2002,1,2,-3,0332,1,-3,150,-3,2,-5,300,50,0,1,1,3
62921,6292,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,1,250,0879,2,2002,2,-5,-5,-5,2,250,0,10000,2,-5,200,0,0,1,1,3
62931,6293,3,2002,2,-5,-5,-5,-5,-5,-5,2001,1,4,50,2321,1,2002,1,4,-4,1031,2,50,30,15000,1,20000,30,-4,-4,1,1,4
62941,6294,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,1,200,0959,2,2002,2,-5,-5,-5,2,200,30,-2,2,-5,-2,-4,-4,1,1,2
62961,6296,3,2001,2,-5,-5,-5,-5,-5,-5,2001,1,4,120,1240,2,2002,1,5,-5,1240,1,120,0,1000,2,-5,100,0,0,1,3,4
62971,6297,3,2001,2,-5,-5,-5,-5,-5,-5,2001,2,-5,-5,-5,2,2002,1,1,80,0232,2,80,0,8000,1,1000,100,0,0,1,1,1
