BYS02001,BYS02002,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07028,BYS08008,BYS10004,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS12025,BYS20022,BYS22004,BYS22005,BYS22007,BYS22008,BYS22009,BYS22016,BYS23001,BYS24003,BYS24004,BYS26008,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYSID
4,3,1,4,3,5,5,1,4,2,1,2,3,3,4,5,4,4,-5,-5,-5,-5,-5,-5,-5,1,2,1,1,2,1,2,2,3,1,2,5,5,3,7,3,3,1,4,3,3,1,158,50,2,1,2,2,3,3,3,3,2,3,3,3725
3,3,2,4,2,3,3,2,2,1,1,1,2,5,5,4,4,5,4,4,3,3,2,3,4,2,1,1,3,2,3,2,4,2,3,2,5,5,4,7,4,4,1,4,4,3,3,178,69,2,1,1,2,4,4,4,4,1,4,4,3728
5,4,2,3,4,5,2,4,5,1,1,1,5,2,1,4,2,4,4,3,2,3,3,3,5,1,12,2,5,4,3,2,1,1,1,1,5,4,3,6,2,5,2,5,5,4,3,183,80,2,1,1,2,4,3,5,5,3,4,4,3732
3,3,3,3,3,4,3,2,4,2,1,1,3,3,3,4,2,3,3,3,3,1,2,3,5,1,2,1,1,1,2,2,3,3,5,5,3,3,2,11,3,3,2,4,2,3,4,165,55,2,2,3,2,3,4,3,3,1,3,2,3736
3,3,2,2,4,4,4,2,4,1,1,2,2,4,3,3,3,3,3,4,4,4,4,4,4,2,2,1,2,2,3,2,4,4,4,4,2,2,4,2,3,3,2,4,3,2,3,163,53,2,1,1,2,3,3,3,3,3,4,4,3737
4,3,3,3,3,3,3,3,3,1,1,1,2,2,2,4,3,3,4,3,3,3,3,2,4,2,7,1,2,1,2,1,4,3,3,1,3,3,3,1,3,1,3,3,2,3,1,164,59,2,1,1,2,3,3,3,4,4,4,4,3740
4,3,1,4,1,4,2,4,4,2,2,1,2,4,4,3,3,4,4,4,4,4,4,1,4,2,2,1,1,1,1,1,4,4,1,1,4,4,1,5,4,4,2,4,4,4,4,175,58,2,1,1,2,1,2,2,3,1,3,4,3746
4,4,2,3,4,3,3,1,3,1,1,1,4,3,4,5,3,4,4,3,3,5,3,3,4,3,5,1,3,3,4,4,3,2,2,3,3,4,4,2,3,5,3,4,5,4,3,162,55,2,1,1,2,4,4,4,4,3,4,5,3747
4,4,2,3,3,3,3,3,4,2,2,2,2,4,3,2,3,4,2,3,2,2,3,2,3,1,13,1,2,2,2,2,2,2,2,2,3,2,1,1,3,2,3,3,3,2,4,170,65,3,1,1,2,3,3,4,3,3,4,4,3748
3,3,2,4,3,4,3,3,3,1,2,1,2,2,2,4,3,4,3,4,4,4,3,2,3,3,7,1,3,3,3,3,3,3,4,3,4,4,3,2,3,2,3,3,3,2,3,180,63,2,1,1,2,3,3,3,4,3,4,4,3750
4,2,1,3,2,3,2,3,3,2,1,1,5,4,5,2,2,3,5,3,4,5,4,3,5,5,2,3,2,2,4,3,5,5,4,3,5,4,4,1,4,3,2,4,3,3,1,176,79,2,1,1,2,2,3,3,3,2,4,4,3752
4,3,3,3,4,5,2,2,3,1,1,1,4,4,3,4,2,5,5,4,4,3,3,3,5,3,3,3,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,5,4,3,2,178,56,2,1,1,2,4,3,4,4,4,4,5,3753
3,4,3,4,3,4,2,3,3,1,1,1,4,2,3,4,2,4,5,3,5,4,3,1,5,3,1,2,5,3,1,2,2,2,4,2,5,4,3,2,2,3,2,3,4,3,3,164,51,1,1,1,2,5,4,4,3,3,3,5,3754
3,3,3,3,-2,3,-2,2,-2,2,2,2,3,3,3,3,2,-2,-5,-5,-5,-5,-5,-5,-5,1,2,1,2,2,3,3,2,2,2,2,3,3,3,11,3,3,3,3,3,3,1,167,50,2,1,1,2,5,3,2,4,2,3,4,3755
4,3,2,3,3,5,3,2,3,1,1,1,1,4,3,5,3,4,5,5,5,5,4,1,5,3,4,2,1,1,5,3,3,4,2,1,5,4,5,1,4,3,3,3,4,4,1,180,74,2,1,1,2,1,4,2,3,1,3,2,3756
2,3,1,4,4,5,3,4,3,1,1,1,3,3,4,2,2,3,4,4,4,4,3,3,3,1,1,1,2,3,2,2,3,3,4,4,4,4,3,5,2,2,3,3,4,3,1,160,56,2,1,1,2,5,3,3,5,3,4,5,3758
3,2,1,3,2,3,3,2,2,2,2,2,4,3,3,3,3,3,4,3,3,3,3,2,1,1,2,1,2,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,1,163,60,2,1,1,2,4,3,3,3,2,4,4,3763
4,4,3,3,3,3,4,4,3,2,2,2,5,3,4,4,3,3,3,4,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5,5,4,1,168,58,1,1,1,2,4,2,2,4,3,3,5,3765
5,4,3,4,3,3,3,4,4,1,1,1,4,4,4,4,3,5,4,5,4,4,4,3,5,3,1,2,3,3,4,4,3,3,3,3,3,3,2,7,3,3,3,4,4,3,1,183,86,2,1,1,2,4,3,4,4,3,4,5,3766
5,4,3,4,4,3,1,1,3,1,1,1,4,4,4,4,4,4,4,4,4,4,3,2,4,3,13,2,4,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,4,3,1,164,60,3,1,1,2,5,3,3,5,3,3,5,3768
2,3,3,3,1,4,3,2,2,2,2,2,1,4,4,4,2,3,3,3,3,3,3,3,3,1,8,1,2,2,2,2,1,1,2,2,4,4,3,7,3,3,2,4,3,3,1,170,66,2,3,1,1,1,2,2,2,1,3,1,3769
4,3,3,4,3,4,4,3,4,1,1,1,3,3,3,5,3,4,4,5,5,5,3,1,4,4,3,2,4,3,4,3,5,4,3,3,5,4,4,1,4,4,3,4,4,3,3,183,84,2,1,1,2,5,4,5,5,3,5,5,3770
4,4,3,4,4,4,3,3,4,1,2,2,4,3,3,5,3,5,5,4,4,5,5,1,4,1,13,2,3,3,2,3,3,3,4,4,5,5,3,7,3,2,3,4,4,4,4,166,52,2,1,1,2,3,4,3,4,3,4,5,3771
3,3,3,5,3,3,4,4,3,1,1,1,4,4,4,4,4,4,3,4,3,4,4,4,4,2,8,1,3,2,2,2,4,4,4,4,3,3,2,2,4,4,3,4,3,3,4,162,53,2,1,2,2,3,3,3,3,3,3,3,3772
4,3,4,4,3,4,4,3,3,2,1,2,3,4,4,4,3,5,3,2,3,3,3,2,3,3,2,1,2,1,3,3,4,2,2,2,2,3,3,11,3,3,3,4,4,4,4,162,48,2,1,1,2,4,4,3,4,3,4,4,3777
3,3,2,4,2,4,2,2,2,2,1,1,3,3,2,4,2,4,4,4,4,4,4,3,4,4,5,1,3,2,1,1,4,2,2,3,3,3,3,2,2,2,2,4,4,3,1,156,46,3,1,1,2,3,2,2,3,3,4,4,3779
4,3,4,5,4,4,4,3,3,1,2,2,4,2,2,4,3,3,4,5,4,4,4,4,4,3,13,3,4,3,5,4,5,4,3,3,2,3,4,2,4,4,3,4,4,3,1,158,50,2,1,1,2,5,5,3,5,2,3,4,3780
3,4,4,3,5,5,3,2,4,1,1,1,4,3,3,2,3,5,3,4,3,2,4,4,3,3,3,3,2,2,3,3,4,3,5,3,4,4,4,11,4,4,3,4,4,3,3,163,58,2,1,1,2,5,5,4,5,4,4,5,3781
4,1,2,3,1,3,3,3,2,2,1,2,2,4,3,4,2,4,4,2,4,4,2,2,5,1,1,1,4,3,2,2,4,3,4,4,3,3,4,3,2,3,2,4,4,4,1,177,70,1,1,1,2,4,3,3,4,2,4,5,3782
4,3,4,3,3,3,4,4,3,1,1,2,3,3,3,4,2,4,4,3,4,5,5,3,4,1,5,2,2,2,2,2,5,3,2,1,5,4,4,2,3,3,2,3,3,2,1,157,55,1,1,1,2,2,3,3,3,2,4,4,3784
4,3,3,4,3,3,3,2,3,1,1,1,2,3,3,3,4,4,4,4,4,4,4,3,4,3,8,2,3,3,3,3,4,3,2,2,5,4,4,2,3,3,4,4,4,3,1,178,60,2,2,1,1,2,3,4,4,4,4,4,3787
3,2,3,1,3,4,1,2,3,2,2,2,3,4,4,4,3,4,3,4,4,2,4,5,3,2,10,1,1,1,3,2,4,3,1,1,3,2,3,7,3,2,2,4,2,2,1,155,45,2,2,2,2,3,3,3,4,3,4,4,3793
4,4,1,3,3,4,4,4,4,1,1,1,4,3,3,4,3,4,4,2,4,2,2,2,4,1,13,1,4,3,4,3,3,3,3,3,4,4,3,6,3,3,2,3,3,3,1,177,57,1,2,1,2,4,2,2,4,2,3,4,3795
3,3,2,2,1,3,1,1,2,2,1,2,3,3,3,4,2,4,5,3,4,3,2,1,4,1,12,1,4,1,5,3,4,2,4,2,4,3,4,5,3,3,2,4,4,4,1,163,53,2,3,2,2,3,2,2,2,2,2,3,3796
5,5,3,5,3,4,5,4,3,1,1,1,4,5,3,5,4,4,4,5,4,5,4,2,4,3,5,1,3,4,5,4,5,5,5,4,5,5,4,11,4,4,3,5,4,3,1,173,67,1,2,2,2,2,4,2,4,2,4,3,3797
4,2,3,4,3,4,2,2,2,1,2,2,3,3,2,2,3,3,4,4,4,3,3,2,4,1,2,1,2,3,1,1,2,2,3,3,3,3,3,11,2,2,3,3,3,3,1,168,55,2,1,1,2,4,2,3,4,3,4,5,3798
2,2,2,3,1,2,3,4,2,2,1,2,3,1,2,4,2,4,5,5,4,5,4,1,4,1,5,2,3,1,1,1,1,1,5,3,5,5,3,1,3,1,2,3,3,3,1,178,75,2,2,1,2,3,3,3,3,3,3,4,3807
1,1,2,4,3,3,4,3,2,2,1,2,3,3,3,3,2,3,3,3,3,3,3,2,3,1,3,2,3,3,3,3,2,2,3,3,3,-2,3,11,3,2,2,2,3,2,1,161,55,1,2,1,2,3,3,2,4,3,3,3,3808
3,3,3,2,2,3,3,2,2,2,1,1,3,3,3,5,3,4,4,3,4,3,4,1,5,3,6,1,2,2,3,2,3,3,3,3,4,3,4,3,3,3,3,3,3,4,1,160,56,1,1,1,2,3,3,3,4,3,4,4,3809
2,3,1,2,4,4,3,3,3,1,1,1,3,5,5,5,2,4,5,4,3,5,5,2,5,3,6,1,2,2,4,3,5,5,4,4,4,3,5,2,5,5,2,4,4,4,3,168,60,2,2,2,2,3,4,3,4,1,4,4,3811
4,2,2,3,2,3,3,4,4,1,1,1,2,4,4,3,3,5,4,4,4,4,4,2,4,1,14,1,2,2,3,3,4,3,3,3,5,5,3,2,3,4,3,4,3,3,1,178,65,1,1,1,2,3,3,3,3,3,4,4,3812
3,4,3,3,4,3,4,5,3,1,1,1,3,3,4,3,3,4,4,3,4,4,3,3,4,2,4,1,3,3,3,3,3,3,3,3,5,3,1,1,3,2,3,4,5,4,1,163,52,1,1,2,2,1,1,1,2,3,2,3,3817
3,3,5,3,4,4,4,4,1,1,1,1,2,5,4,5,3,5,4,4,3,4,5,3,4,4,2,1,3,3,3,3,3,3,3,3,3,3,2,2,5,5,3,5,5,3,3,172,59,3,2,2,2,2,4,3,3,2,4,3,3822
5,5,3,3,5,5,4,5,3,1,1,1,3,4,3,5,3,5,4,5,5,4,4,1,5,4,1,1,3,3,2,3,4,5,5,5,5,5,4,11,4,3,3,5,5,4,3,178,68,2,1,1,2,4,3,3,4,3,4,5,3827
3,3,2,4,3,4,3,3,3,1,1,1,4,3,3,4,3,3,3,4,3,3,2,3,3,3,4,2,2,2,3,3,4,3,4,3,3,3,4,11,3,3,3,3,3,3,4,160,47,2,1,1,2,4,2,3,4,3,3,3,3828
3,3,2,2,3,4,3,2,3,2,1,2,3,3,4,4,3,4,3,3,3,4,5,3,3,1,5,1,3,3,3,2,2,3,3,3,3,3,3,7,3,3,3,3,3,2,3,152,48,2,1,1,2,3,2,2,3,3,3,3,3830
4,3,2,2,3,5,5,5,3,1,1,1,3,4,5,5,3,4,4,4,3,5,2,4,5,2,2,4,5,3,2,2,2,1,5,5,3,3,3,3,3,3,4,4,4,4,1,174,70,2,1,1,2,4,3,3,4,4,4,4,3832
3,4,2,3,4,3,4,4,4,2,2,1,2,4,3,4,2,4,4,3,4,4,4,1,3,4,5,2,2,1,2,1,2,4,3,4,3,5,4,5,4,3,2,-2,4,3,4,170,62,2,1,1,2,3,5,5,5,3,4,4,3833
3,3,2,4,3,5,2,3,4,2,1,2,3,2,3,3,2,4,4,2,3,4,3,1,3,2,1,2,1,1,4,3,5,2,5,4,4,3,4,11,3,2,2,4,4,3,3,162,44,2,1,1,2,3,3,2,5,2,3,3,3834
3,3,3,4,3,4,3,3,4,1,1,1,3,3,3,4,2,3,-5,-5,-5,-5,-5,-5,-5,1,7,1,4,3,3,2,4,2,3,3,3,3,3,1,3,3,2,3,3,3,3,163,55,2,1,1,2,4,3,3,4,3,4,5,3835
3,4,3,3,3,4,5,2,2,2,2,1,3,5,3,3,2,4,3,3,3,3,3,3,3,1,8,1,1,1,1,1,3,2,3,2,4,2,3,7,4,4,3,4,2,3,4,163,56,2,1,1,2,2,2,2,2,3,3,2,3839
4,3,3,3,4,3,4,1,5,2,1,2,2,2,2,3,2,3,3,3,4,4,2,3,5,4,14,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,3,3,1,170,58,3,2,1,2,3,3,3,3,4,3,3,3840
4,3,1,3,1,3,4,2,2,2,2,2,4,3,2,3,1,3,4,4,3,5,5,1,5,2,2,1,2,2,2,2,3,3,2,2,3,3,3,1,3,4,3,3,2,3,1,180,70,3,1,1,2,3,3,3,4,3,4,4,3842
2,1,1,2,2,3,2,3,2,2,1,2,3,4,4,4,3,4,5,5,5,3,4,1,5,1,2,1,3,2,3,3,4,3,4,3,5,4,4,11,4,3,2,1,4,3,3,175,55,2,1,1,2,3,3,2,4,3,4,5,3844
2,2,1,2,2,2,3,3,3,1,1,1,3,4,3,4,3,4,-5,-5,-5,-5,-5,-5,-5,1,1,2,2,2,3,3,3,3,2,2,5,5,4,3,4,3,2,4,5,3,1,177,63,2,1,2,2,5,4,3,5,3,2,4,3845
5,5,3,4,3,3,3,1,2,1,1,1,3,5,4,4,3,5,5,4,4,5,5,1,5,4,5,2,5,5,2,3,4,4,3,3,5,4,5,4,5,5,2,5,4,4,3,185,72,2,1,1,2,4,4,4,4,1,4,4,3847
5,3,3,4,3,4,1,3,3,1,1,1,3,3,3,4,3,3,4,4,4,4,4,1,4,1,8,1,4,3,1,1,1,1,1,1,1,1,5,8,2,2,3,3,3,2,4,161,48,2,1,1,2,4,3,3,3,3,3,4,3848
4,3,2,4,5,5,3,2,4,1,1,1,3,4,3,5,3,4,-5,-5,-5,-5,-5,-5,-5,1,8,1,1,2,4,4,4,4,3,3,1,1,4,8,4,3,2,4,4,4,1,169,48,1,2,1,2,3,3,3,4,1,3,4,3849
4,3,3,5,4,4,3,3,4,2,2,2,2,3,3,4,3,4,4,4,3,4,4,2,4,4,14,1,2,2,2,2,3,3,3,3,4,4,4,11,3,3,3,4,3,3,1,176,61,1,2,2,1,2,3,3,3,3,3,3,3850
3,3,2,2,3,3,2,3,3,1,2,1,3,3,3,3,3,3,4,3,3,3,2,3,1,1,1,5,3,2,3,2,3,2,3,2,4,3,3,11,2,3,3,3,3,2,4,174,70,1,1,1,2,3,2,2,2,2,3,3,3852
4,3,2,2,3,2,2,3,4,2,1,2,3,2,3,3,2,4,4,4,4,4,3,2,5,2,2,1,1,1,1,1,4,3,2,2,3,3,3,1,3,2,3,3,3,2,1,162,40,3,1,1,2,4,4,3,4,3,4,4,3853
3,1,1,3,1,3,4,3,3,2,2,1,5,2,3,5,1,5,3,5,5,4,5,5,3,3,2,2,4,2,5,2,5,3,1,1,5,5,1,1,3,4,2,4,5,3,4,154,40,1,1,1,2,2,2,3,3,3,4,5,3854
4,3,3,4,3,5,3,3,3,1,1,2,3,4,4,3,2,4,4,3,5,5,5,1,5,3,8,1,1,2,2,3,5,3,5,3,5,5,4,11,4,4,4,3,3,4,3,180,70,1,1,1,1,3,4,2,4,3,3,3,3855
5,5,3,5,5,5,4,4,5,1,1,1,3,5,5,3,3,5,5,5,5,5,5,1,5,4,12,2,2,1,3,3,4,3,5,5,5,5,4,2,4,5,3,5,5,3,1,167,57,2,1,1,2,4,4,4,5,3,5,5,3856
4,5,3,3,4,5,3,2,2,2,1,1,4,1,2,5,3,2,4,5,5,4,3,1,5,2,1,1,3,1,5,3,4,1,1,1,4,2,3,3,1,1,3,1,3,1,1,174,84,4,1,2,2,4,4,4,4,3,4,5,3857
3,3,3,4,3,4,3,4,5,1,1,1,4,4,5,4,4,5,3,4,3,3,4,3,3,5,8,2,4,4,3,3,4,4,4,4,5,5,5,3,5,5,4,5,5,3,1,177,68,2,1,1,2,1,3,4,4,2,4,4,3859
4,1,3,4,3,4,3,3,4,1,1,1,5,5,5,5,3,4,4,3,4,3,3,2,4,1,12,1,1,1,1,1,2,2,1,1,3,3,4,7,2,2,2,4,4,3,4,163,60,2,1,1,2,4,2,3,3,2,4,5,3860
3,2,2,3,3,3,3,2,3,2,2,2,3,4,3,3,3,3,3,2,2,2,3,3,4,1,2,1,2,2,3,3,3,2,2,2,4,4,3,2,3,4,3,4,2,2,4,185,85,2,2,2,2,2,3,3,3,3,3,3,3863
4,4,3,4,3,3,4,4,3,1,1,1,4,4,4,4,3,4,5,3,4,5,5,2,5,2,11,2,4,3,4,4,5,4,4,3,5,5,2,8,3,3,2,4,2,4,1,175,58,3,2,2,2,2,2,2,3,2,3,3,3864
1,2,2,3,2,2,3,2,2,1,1,1,3,4,3,4,3,4,4,3,3,5,4,1,4,2,2,2,4,3,4,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,164,58,2,1,1,2,3,2,2,4,2,4,4,3866
3,2,3,3,3,5,5,3,3,2,2,2,3,4,3,4,3,4,3,2,3,2,2,3,4,2,2,1,1,1,3,2,3,2,3,2,3,1,3,11,2,2,2,3,3,2,1,156,46,3,1,1,2,1,3,1,3,2,3,2,3867
3,3,3,4,4,4,2,3,4,2,1,2,3,4,3,5,3,4,4,3,4,5,4,1,5,2,1,2,2,2,3,2,3,3,2,2,3,3,5,11,2,3,2,3,3,3,4,158,55,2,1,1,2,3,2,2,4,3,3,4,3872
3,2,2,4,3,4,2,2,4,2,1,2,4,4,3,4,2,4,4,4,4,3,2,2,4,2,3,1,3,2,4,4,3,4,2,2,4,3,4,2,2,3,2,4,4,3,1,175,68,2,2,1,2,3,3,2,3,2,3,3,3874
3,3,2,4,2,4,1,2,2,1,1,1,2,4,4,2,2,4,4,3,4,3,3,2,4,1,-5,1,2,2,3,2,4,3,2,2,5,4,2,6,4,3,1,4,3,2,1,165,65,3,1,1,2,3,4,4,5,4,5,4,3875
4,3,2,4,4,4,1,3,3,2,2,1,4,4,4,4,3,4,5,4,3,3,2,4,5,3,2,2,3,3,4,4,3,3,1,1,5,5,3,6,3,3,3,3,3,4,1,170,65,3,1,1,2,5,4,4,4,3,5,4,3876
3,2,2,3,4,2,4,4,4,1,2,1,3,4,4,4,3,5,4,3,3,3,4,2,3,2,11,1,4,3,2,3,3,3,4,4,5,5,3,4,4,4,3,4,4,4,1,177,68,1,1,1,2,3,3,3,3,2,3,3,3879
4,3,2,2,2,5,1,2,2,1,2,2,2,2,2,3,3,5,4,5,3,3,3,1,3,3,12,1,3,3,3,3,3,4,3,3,4,3,3,2,2,2,3,3,4,3,1,173,76,1,1,1,2,4,2,2,4,2,3,4,3881
5,4,3,4,2,4,4,2,4,1,1,1,4,2,4,5,4,5,5,5,4,5,5,1,5,3,2,1,4,3,2,2,5,3,5,3,5,5,4,1,4,4,3,5,3,3,1,179,75,1,1,1,2,3,3,3,3,2,3,3,3882
4,4,4,3,3,2,1,2,4,1,1,2,2,4,3,4,3,4,4,4,4,3,4,2,4,3,1,1,3,3,2,2,4,4,2,2,4,5,3,3,5,3,3,4,3,2,1,167,65,1,2,1,2,3,4,3,4,3,4,4,3884
3,3,2,3,3,3,1,2,2,2,1,2,3,4,4,3,2,4,5,5,4,5,5,1,5,1,12,2,3,3,3,2,1,1,1,1,1,1,4,2,4,3,3,3,4,4,1,157,48,2,1,1,2,5,4,4,5,1,4,5,3885
3,3,2,3,2,2,2,2,3,1,2,2,2,4,3,2,3,4,4,4,4,4,5,2,4,3,13,1,4,4,4,3,4,2,3,2,3,2,4,6,4,3,2,4,4,2,1,170,60,2,1,1,2,3,4,3,4,2,4,4,3888
3,3,3,4,3,4,2,3,3,2,2,2,2,3,3,3,3,4,3,3,4,5,5,3,3,2,13,1,2,1,1,1,3,3,3,2,3,2,3,11,3,3,3,3,3,3,3,158,43,2,1,1,2,2,3,2,3,2,3,3,3889
4,3,3,5,3,4,3,2,4,1,1,1,3,3,3,5,3,3,4,4,5,4,4,2,4,3,12,2,4,4,2,3,3,4,4,2,4,4,3,11,3,3,4,3,3,3,1,164,50,1,1,1,2,3,3,3,3,3,4,5,3892
3,3,3,4,3,4,2,1,2,2,1,1,3,4,4,3,2,3,3,2,4,2,1,3,4,1,2,1,1,1,3,2,4,3,4,4,3,2,4,2,3,4,2,3,4,4,1,160,53,2,2,2,2,4,3,4,4,3,4,3,3893
4,4,3,4,3,4,3,3,4,1,2,1,3,4,3,4,3,5,5,5,5,4,5,2,5,2,2,1,3,3,4,3,3,3,4,3,5,4,3,3,3,3,4,5,4,3,1,160,55,2,1,1,2,4,3,3,4,3,4,5,3895
5,4,4,4,4,5,2,3,3,1,1,1,3,3,3,3,3,3,3,4,3,4,4,3,5,2,-5,3,3,3,3,3,5,3,5,3,5,3,3,2,5,3,3,4,5,4,4,166,53,2,1,1,2,4,4,3,4,3,4,4,3896
3,4,1,5,2,2,4,3,2,2,2,2,3,3,2,3,2,3,5,5,5,5,5,1,5,3,2,3,3,3,3,3,4,4,4,3,3,3,3,2,3,2,2,3,3,3,1,179,57,2,2,1,2,4,4,3,4,3,4,4,3897
4,4,4,4,4,3,3,4,2,2,2,2,2,4,3,5,3,4,4,4,4,5,4,2,4,1,3,1,2,2,3,2,4,3,4,4,3,4,4,11,4,3,3,4,3,4,1,150,45,2,1,1,2,2,3,3,5,3,5,5,3899
3,3,3,3,4,4,4,2,3,2,2,2,3,4,4,3,3,5,-5,-5,-5,-5,-5,-5,-5,2,2,1,2,2,1,1,1,1,1,1,3,3,3,3,3,2,3,4,4,2,1,178,63,2,1,1,2,4,3,2,4,3,4,5,3900
3,3,3,5,2,2,3,2,2,1,1,1,2,2,3,3,3,3,5,5,5,5,5,1,5,3,10,2,3,3,2,1,3,3,4,4,5,5,3,2,2,3,3,4,4,2,1,155,45,2,2,1,2,2,3,2,4,3,4,4,3901
2,3,2,4,3,4,2,4,3,2,1,1,4,2,4,4,3,4,-5,-5,-5,-5,-5,-5,-5,3,10,1,1,1,1,1,3,3,4,3,4,3,4,6,3,4,3,4,4,3,1,158,55,2,2,2,2,4,4,3,3,3,3,3,3902
5,5,4,5,3,3,4,3,4,1,1,2,3,5,3,4,3,5,5,5,5,5,5,1,5,4,8,1,3,3,4,4,5,5,3,3,5,5,5,1,4,4,3,5,5,4,1,173,62,2,1,1,2,3,4,4,4,3,4,4,3903
4,3,3,3,3,3,3,4,3,1,1,1,4,4,4,5,3,4,5,5,4,5,5,3,5,4,8,3,5,3,3,3,2,2,2,2,3,3,5,1,3,3,2,4,4,4,1,181,65,2,2,1,1,3,3,3,3,2,4,3,3904
4,3,3,4,3,4,4,4,4,1,1,1,4,4,3,4,3,4,4,4,4,3,4,1,5,3,1,2,3,3,3,3,4,3,5,4,5,5,3,1,2,3,3,4,3,4,1,163,68,2,1,1,2,3,4,3,4,2,4,5,3906
3,3,2,2,2,5,4,4,3,1,1,1,2,4,3,3,3,4,4,4,1,3,1,2,1,1,2,1,4,4,4,4,5,2,5,5,5,5,4,7,4,3,2,4,3,3,4,175,57,2,1,1,2,4,4,4,3,2,4,4,3907
3,3,3,4,2,3,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,3,1,4,1,6,2,2,2,3,3,3,3,2,2,5,5,3,3,3,3,3,4,3,2,1,170,63,2,2,1,2,3,3,3,3,3,4,4,3908
2,3,3,4,5,3,3,2,3,1,1,1,3,3,2,3,3,4,4,5,4,5,3,3,4,2,6,1,2,2,4,2,4,3,4,3,5,5,2,2,3,2,2,4,4,2,3,178,70,1,1,1,2,4,4,4,5,3,4,5,3909
1,1,1,1,1,3,1,3,1,2,2,2,2,3,5,5,3,5,5,5,5,3,5,1,1,5,2,1,3,3,5,5,5,5,2,2,5,5,2,2,2,5,4,5,5,4,4,170,86,3,3,3,2,2,2,3,3,1,3,2,3910
4,4,4,4,4,4,4,4,4,1,1,1,4,3,3,4,4,4,4,4,4,3,4,2,4,2,5,1,4,2,2,3,4,3,2,2,4,5,3,5,3,3,2,4,4,3,3,174,68,1,1,1,2,3,3,3,4,1,4,5,3911
3,2,3,2,3,4,3,3,3,1,1,1,3,4,4,4,2,4,4,4,4,4,5,2,4,3,4,1,2,2,2,2,4,4,2,2,3,3,4,2,3,3,2,4,4,3,3,162,57,2,1,1,2,3,3,3,3,3,3,3,3913
3,4,3,4,4,5,3,3,3,2,1,2,3,4,3,4,3,4,4,4,5,4,5,3,4,3,13,2,3,3,4,3,4,4,4,3,4,4,4,5,3,2,3,4,4,4,1,171,56,3,1,1,2,3,2,2,3,3,3,3,3917
4,5,2,5,5,5,5,5,5,1,1,1,3,3,3,5,2,5,4,4,3,4,5,2,5,3,5,1,2,2,2,2,5,5,5,1,5,5,5,3,3,5,2,5,5,3,1,183,80,1,1,1,2,5,5,3,5,3,4,4,3919
4,3,3,3,2,3,3,3,2,1,2,2,4,4,5,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,2,3,2,2,2,1,1,2,1,3,2,3,3,3,3,3,158,52,2,1,1,2,2,3,3,3,3,4,4,3920
3,3,3,2,3,4,2,3,3,2,1,2,3,4,4,3,4,4,5,5,5,5,5,1,5,1,2,1,1,1,3,1,3,4,3,4,3,3,3,5,2,3,2,3,3,3,4,156,45,2,1,1,2,5,3,3,4,2,3,4,3921
3,4,2,4,2,4,2,3,4,1,1,1,2,3,3,4,3,4,4,2,4,4,2,1,4,3,1,1,4,3,2,2,4,4,4,4,4,4,4,4,3,3,3,3,4,2,4,170,62,3,1,1,2,4,4,4,4,4,4,4,3922
3,3,3,3,3,3,2,1,2,1,1,1,4,4,3,4,3,5,5,4,5,4,1,4,4,2,3,4,2,1,4,4,4,2,2,2,2,2,3,11,3,3,3,3,4,4,3,172,70,2,1,1,2,4,2,3,4,3,3,4,3923
3,3,3,3,3,4,3,2,3,2,2,2,3,3,3,3,3,3,5,3,5,5,5,1,5,3,10,3,3,3,3,3,3,-2,3,3,5,5,3,11,3,3,3,3,3,5,3,170,57,2,2,1,2,1,2,3,3,2,3,3,3925
3,3,2,4,5,5,4,3,4,1,1,1,3,2,3,5,3,4,4,5,4,4,4,4,4,2,6,2,3,2,4,2,3,3,5,3,3,1,3,2,2,2,3,4,4,2,3,177,67,2,1,1,2,3,2,2,3,3,3,4,3926
4,4,3,3,4,4,3,4,4,2,1,2,4,4,3,3,4,4,4,3,4,5,5,2,5,4,6,1,2,3,4,4,3,4,4,4,4,4,4,7,4,3,4,4,4,3,1,163,51,3,2,1,2,4,3,3,3,3,3,4,3927
3,3,3,1,3,5,4,3,4,2,2,2,3,4,3,4,2,4,2,2,3,3,4,2,4,1,2,1,1,1,1,1,2,2,3,3,3,2,3,2,3,3,1,4,3,1,1,156,53,1,1,2,2,3,3,3,4,2,4,4,3929
