BYS02001,BYS02002,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07028,BYS08008,BYS10004,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS12025,BYS20022,BYS22004,BYS22005,BYS22007,BYS22008,BYS22009,BYS22016,BYS23001,BYS24003,BYS24004,BYS26008,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYSID
4,3,3,3,3,4,4,4,3,2,2,2,3,3,3,4,3,4,4,4,5,5,4,2,3,1,2,1,2,1,2,1,5,2,3,2,4,2,4,11,3,2,1,2,4,3,3,163,50,2,3,1,2,4,2,3,2,2,4,4,3511
3,3,2,4,2,3,3,3,2,2,1,2,3,4,5,5,3,3,4,4,4,3,2,2,3,2,13,1,1,1,1,1,5,3,1,1,5,3,3,2,3,2,3,3,2,1,4,158,53,3,1,1,2,3,3,3,3,3,4,4,3514
4,3,3,3,3,4,1,4,4,2,1,1,4,4,3,4,4,4,3,5,3,4,3,3,3,3,13,1,4,3,3,2,3,3,3,3,5,3,2,8,3,2,3,4,4,3,3,166,63,3,1,1,2,1,5,3,5,3,5,4,3515
4,4,3,2,4,4,3,2,4,1,1,1,4,4,3,4,3,5,5,5,4,5,5,1,4,3,12,1,2,1,1,1,4,4,4,3,3,2,2,1,4,2,3,4,4,5,3,165,55,2,1,1,2,4,2,2,3,2,3,4,3517
1,1,3,5,4,5,3,4,4,1,1,1,3,4,3,4,3,5,5,4,4,3,5,1,4,3,4,1,3,3,4,3,3,3,4,4,5,5,2,3,3,3,3,5,3,4,1,185,68,1,2,1,1,1,3,2,4,2,4,2,3518
4,1,2,3,2,4,2,4,1,2,1,1,3,4,4,4,3,4,4,4,4,4,4,2,4,4,10,1,1,1,1,1,4,4,3,3,2,3,2,2,5,5,3,4,3,2,1,161,43,3,2,1,1,1,3,2,2,1,3,3,3519
4,4,3,4,4,4,1,4,4,1,1,1,3,3,2,3,3,5,3,3,3,3,2,4,4,3,2,1,2,2,3,2,5,4,5,5,5,4,4,11,3,3,2,4,4,3,1,171,52,2,1,1,2,5,3,4,5,3,4,5,3520
5,3,3,2,5,5,1,5,5,1,1,1,3,3,3,4,2,5,5,5,5,5,4,1,5,1,8,2,3,2,4,3,5,4,2,2,5,4,5,11,3,3,2,4,3,3,1,173,65,1,1,1,2,2,4,3,4,3,4,5,3525
4,4,3,3,3,4,3,3,3,2,1,1,3,2,2,3,2,3,4,4,4,4,4,3,3,3,-5,1,2,2,2,2,4,2,3,3,3,2,2,2,2,2,2,3,3,2,3,174,70,2,1,1,2,3,2,2,2,2,2,3,3526
3,3,2,3,2,3,3,1,2,1,2,2,4,4,3,4,3,3,4,5,4,4,4,3,4,3,14,2,3,3,3,3,4,4,3,3,4,4,3,2,4,3,3,3,3,3,1,171,61,2,1,1,2,4,4,3,3,3,4,5,3527
3,3,3,3,4,4,3,2,4,1,1,1,3,3,3,3,3,3,3,3,3,4,3,2,5,3,12,1,2,2,3,3,4,3,4,3,2,3,4,3,3,2,2,3,3,3,3,165,50,2,1,1,2,4,3,3,3,3,5,5,3530
3,3,2,3,3,4,3,3,4,2,1,1,2,3,3,3,3,3,4,3,4,3,3,3,4,3,1,1,3,1,3,1,4,2,2,1,3,3,3,8,3,3,3,3,3,3,1,174,53,3,2,1,2,4,3,3,3,3,4,4,3531
3,4,2,3,3,4,4,4,2,2,2,2,2,2,2,4,2,3,3,4,4,4,2,4,3,1,13,1,1,1,2,1,3,2,4,3,3,3,4,8,2,2,2,3,4,2,1,166,78,2,1,1,2,3,2,3,4,3,3,3,3532
4,4,3,3,4,5,5,5,4,1,1,1,3,4,1,3,3,3,5,5,2,3,3,1,4,3,2,1,3,2,3,1,4,3,3,2,4,3,2,7,4,4,2,2,5,5,1,170,75,2,1,1,2,5,5,5,5,3,5,5,3533
5,4,3,3,1,4,3,2,3,1,1,1,4,3,3,4,3,5,-5,-5,-5,-5,-5,-5,-5,5,5,4,1,3,4,3,5,5,5,5,4,3,3,1,3,4,4,5,4,5,4,180,70,2,1,1,2,3,3,3,4,4,4,5,3535
3,2,2,3,3,4,3,3,2,2,1,2,2,3,3,4,2,4,3,3,4,3,3,4,5,3,8,1,4,2,2,2,3,2,2,2,5,3,3,7,3,3,2,3,3,2,3,183,63,2,1,1,2,3,3,4,4,2,4,4,3536
4,3,2,3,3,4,3,4,3,1,1,1,3,2,2,4,3,5,3,3,3,4,4,3,2,3,10,1,2,1,2,1,3,3,3,2,4,3,4,7,2,3,3,4,3,3,1,156,49,3,1,1,2,4,4,4,3,3,4,4,3543
3,3,4,4,4,5,4,3,2,1,1,2,3,2,3,4,2,3,4,2,3,4,3,3,4,1,13,1,2,2,2,2,3,2,4,2,2,1,4,1,3,2,2,3,4,3,1,161,43,1,1,1,2,5,2,3,4,2,3,5,3544
4,3,2,3,3,4,4,4,2,1,1,1,4,3,4,4,3,3,4,5,4,3,3,3,4,3,2,1,2,1,2,2,4,4,4,3,5,3,4,4,3,2,1,3,4,3,3,165,55,2,1,1,2,3,3,3,4,4,4,4,3547
4,3,3,3,4,4,3,3,3,2,1,2,3,3,4,5,3,5,4,5,4,5,5,2,4,3,2,1,2,2,4,4,1,1,1,1,4,3,4,2,1,3,3,4,4,3,1,185,76,2,1,1,2,3,4,4,4,3,5,5,3551
3,3,1,1,4,4,3,2,4,2,1,2,3,3,4,4,3,4,4,3,3,4,4,1,3,1,2,1,1,1,1,1,1,1,4,4,4,4,3,3,2,2,3,4,4,4,1,158,43,4,2,1,2,3,4,4,4,2,5,5,3553
3,3,3,3,3,3,4,3,4,2,2,2,3,3,3,4,3,4,4,3,3,3,3,2,3,2,2,1,3,2,4,3,2,2,2,2,3,2,3,11,2,2,2,4,3,2,1,168,51,2,2,2,2,5,3,3,4,2,4,4,3554
3,3,3,5,4,5,3,4,4,1,2,1,3,4,2,4,3,3,4,3,4,3,3,3,3,5,1,3,4,4,3,3,4,3,5,4,5,4,3,1,2,4,3,4,3,3,2,176,64,2,3,3,2,1,3,2,2,2,2,1,3556
2,2,2,4,3,4,4,4,2,1,2,2,2,4,4,3,3,4,4,4,4,4,4,2,4,4,8,1,2,2,1,2,4,3,4,4,4,4,2,11,2,2,4,4,2,2,1,173,52,3,3,1,1,3,2,2,2,3,4,3,3557
4,4,3,3,3,3,3,3,3,2,1,2,1,3,3,2,3,4,4,4,4,5,4,2,5,2,4,2,2,2,2,2,2,2,4,4,4,4,1,1,3,3,3,4,3,3,1,177,99,1,1,1,2,3,3,3,3,4,3,3,3559
3,3,3,3,3,4,3,2,3,1,2,1,3,4,4,2,3,3,4,3,4,4,4,2,5,3,4,3,2,2,4,3,4,3,3,3,4,4,3,3,3,3,2,4,4,4,1,165,59,2,2,2,2,2,3,3,4,1,4,2,3563
4,4,5,4,5,5,3,2,5,1,1,2,3,2,2,4,3,4,3,4,4,4,3,3,3,3,2,1,1,1,3,3,2,3,3,2,3,2,4,7,2,2,3,4,4,3,1,159,52,2,1,1,2,4,3,3,4,3,4,4,3565
5,4,3,2,3,4,3,3,4,1,2,1,3,2,2,4,2,3,3,3,2,2,2,2,2,3,6,1,3,3,2,2,2,2,4,4,4,3,2,11,3,2,2,2,3,2,-2,180,57,3,1,1,2,2,3,3,3,2,4,4,3566
3,3,2,3,3,4,3,4,3,1,1,1,3,3,3,2,3,4,5,3,3,3,3,2,5,1,14,1,3,3,1,1,5,3,2,2,2,2,3,3,2,2,2,3,3,4,1,173,65,2,1,1,2,5,2,3,5,3,3,5,3568
4,2,3,3,3,4,3,3,3,2,1,2,3,3,4,4,1,4,2,3,3,4,4,4,2,3,2,1,1,1,2,1,3,1,3,1,4,4,4,3,3,4,1,4,3,3,1,164,62,3,1,1,2,4,4,4,4,4,4,4,3571
4,3,3,3,3,4,3,3,3,1,1,1,4,3,4,4,3,4,4,4,5,4,4,1,3,3,1,1,3,2,2,2,5,3,5,3,5,4,3,11,3,3,3,5,5,3,4,163,43,2,1,1,2,3,2,2,4,3,4,5,3574
3,3,2,3,3,4,4,4,4,2,1,2,3,4,3,2,3,3,4,4,4,4,4,3,4,3,2,1,2,2,3,2,3,3,3,3,4,4,4,7,3,3,3,3,3,2,4,166,56,3,1,1,2,4,4,4,4,3,4,4,3577
4,3,3,2,4,5,3,5,4,1,2,1,3,1,3,4,2,4,5,5,4,5,5,1,5,4,11,1,3,3,1,1,4,2,4,3,5,1,4,5,1,3,2,4,4,3,4,162,51,2,1,1,2,3,2,2,3,2,3,4,3578
3,3,2,5,2,5,5,3,2,1,2,2,2,4,3,5,3,5,4,5,4,5,3,2,3,1,2,1,2,1,1,1,2,2,2,2,5,5,2,11,4,3,3,5,5,2,3,155,50,3,1,1,2,3,3,4,4,4,4,4,3579
3,2,3,3,2,1,1,1,3,2,2,2,4,4,4,4,4,4,4,4,3,5,5,2,3,1,3,1,1,1,3,3,3,4,2,3,3,3,2,11,2,2,2,4,4,2,1,155,45,2,1,1,2,4,3,3,4,2,4,4,3580
4,3,3,2,4,4,1,1,4,1,1,1,3,3,3,5,3,3,4,4,4,4,3,2,4,2,1,2,2,3,4,4,3,4,3,4,3,3,5,5,3,3,3,3,3,3,4,166,55,1,2,2,2,3,2,2,4,3,2,3,3581
4,4,3,3,5,4,4,4,4,1,1,1,3,2,2,5,1,3,-5,-5,-5,-5,-5,-5,-5,3,2,2,3,3,4,4,5,3,1,1,3,3,3,1,2,2,2,3,5,4,1,171,56,3,1,1,2,3,1,2,3,1,2,4,3587
3,3,1,5,1,5,5,5,2,2,1,2,2,5,2,5,1,5,-5,-5,-5,-5,-5,-5,-5,1,4,3,1,1,3,3,1,1,1,1,1,3,4,1,2,5,1,3,2,3,3,171,60,3,1,1,2,4,3,3,4,2,3,3,3588
3,3,1,3,3,4,2,3,2,2,2,2,3,3,3,3,2,3,3,4,4,3,4,3,3,3,8,1,2,2,3,2,3,3,3,3,2,2,3,2,2,2,2,3,3,3,1,155,50,2,1,1,2,4,2,2,3,3,3,4,3590
4,2,3,3,4,4,2,3,4,1,1,1,3,5,3,3,2,4,-5,-5,-5,-5,-5,-5,-5,1,14,2,3,3,3,3,4,4,4,4,5,5,3,1,5,4,2,4,3,4,3,180,60,2,2,2,2,4,4,4,5,2,4,4,3593
4,3,4,3,3,4,2,4,3,1,1,1,4,4,3,4,3,4,4,3,4,4,4,2,3,3,5,2,4,2,4,4,5,4,5,4,2,1,3,11,3,3,3,4,4,3,2,161,53,3,1,1,2,4,4,3,4,3,4,4,3594
4,1,3,3,5,5,5,3,4,2,2,2,4,3,3,2,3,4,3,3,5,4,4,3,4,1,8,1,1,1,1,1,1,1,3,2,5,4,3,7,3,2,2,3,4,3,1,169,50,3,1,1,2,3,3,3,4,3,4,4,3595
3,3,2,3,2,4,2,1,3,1,1,1,4,2,3,4,2,5,-5,-5,-5,-5,-5,-5,-5,3,12,1,3,2,4,2,5,4,3,3,3,1,3,7,3,3,2,4,4,3,1,174,70,3,1,1,2,5,3,3,3,1,3,5,3597
4,2,2,5,3,4,2,2,3,1,2,2,4,4,4,4,2,3,3,4,3,3,2,1,3,3,2,1,2,2,2,2,4,4,3,2,4,4,4,1,3,3,2,3,2,3,1,170,61,2,2,1,2,5,3,3,4,3,4,5,3598
4,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,4,3,4,4,4,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,1,175,62,2,1,1,2,2,1,2,3,2,4,4,3599
3,3,2,4,2,2,4,2,3,2,1,2,4,4,4,4,3,4,2,3,3,3,3,2,4,1,2,1,3,1,3,3,3,3,4,3,4,3,3,11,3,3,3,4,4,3,1,165,53,2,3,2,2,4,4,4,4,2,4,5,3601
4,4,3,4,3,3,3,3,3,1,1,2,3,4,3,4,3,4,4,3,4,3,4,2,3,2,1,1,3,2,3,2,4,3,3,2,4,2,4,3,2,2,3,4,4,4,1,170,97,2,1,1,2,5,4,4,5,3,5,5,3602
3,2,2,3,3,3,4,3,3,2,2,2,3,2,3,3,2,3,3,4,3,3,4,3,3,1,1,1,2,2,2,2,2,2,2,2,3,3,4,6,2,2,2,3,3,3,1,171,60,2,3,1,2,3,1,2,3,2,3,3,3604
4,3,2,2,4,4,3,4,3,1,1,1,4,5,5,4,4,4,-5,-5,-5,-5,-5,-5,-5,3,1,2,4,3,5,5,4,4,3,3,4,4,3,3,4,4,2,4,4,3,1,167,50,2,1,1,2,4,5,4,4,1,5,5,3605
3,2,2,3,2,2,1,2,3,2,2,2,4,3,3,2,2,5,-5,-5,-5,-5,-5,-5,-5,1,4,1,1,1,3,1,4,3,5,3,4,4,3,2,3,3,2,4,4,3,3,158,54,2,1,1,2,2,3,2,3,3,4,5,3607
2,4,3,5,4,3,1,4,3,2,2,2,3,5,3,4,3,4,5,1,4,1,5,1,5,1,13,1,1,1,1,1,1,1,1,1,5,5,2,1,4,3,2,5,4,4,1,175,67,1,1,1,2,4,4,3,3,3,4,4,3609
4,3,2,3,4,4,2,3,3,1,1,1,3,4,3,4,3,5,4,3,4,4,4,1,4,4,2,2,3,3,2,3,4,4,3,3,4,4,3,1,3,2,3,3,3,3,4,185,74,2,1,1,2,3,3,3,4,2,3,3,3614
3,3,3,3,3,3,3,4,4,1,1,1,3,2,2,3,3,3,3,4,4,3,3,2,4,1,5,1,1,1,1,1,3,3,1,1,1,1,3,1,1,2,2,3,4,3,4,162,65,2,1,1,2,3,3,3,3,3,4,4,3617
4,3,2,4,3,4,2,1,3,2,2,2,4,4,4,5,4,3,-5,-5,-5,-5,-5,-5,-5,1,2,1,3,2,2,2,2,2,3,3,4,4,3,5,3,3,1,4,4,4,1,170,75,2,1,1,2,2,2,2,3,1,3,4,3618
4,3,3,4,3,3,2,4,3,2,1,1,4,4,3,4,3,3,4,4,4,3,4,3,5,3,13,1,3,2,2,2,4,4,4,4,3,4,3,3,3,2,3,4,4,3,4,160,51,2,1,1,2,3,2,2,4,3,3,4,3619
3,2,3,4,2,3,1,3,2,2,1,1,3,3,3,3,3,3,3,4,3,4,3,3,3,1,2,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,2,3,3,2,4,179,69,2,1,1,2,3,3,3,4,4,4,5,3622
3,3,3,2,4,5,4,3,4,2,1,2,4,4,5,5,2,4,4,5,3,5,5,1,5,1,13,1,3,1,4,2,4,1,1,1,1,1,2,1,3,3,1,5,5,3,3,150,45,1,1,1,2,4,4,4,4,2,5,5,3623
4,4,2,3,4,4,4,4,3,1,1,2,2,3,4,4,2,4,4,2,4,4,4,4,4,1,2,1,2,2,4,3,5,3,2,2,3,3,2,7,3,2,2,4,4,4,1,167,64,1,2,2,2,1,1,2,2,3,2,2,3626
4,3,3,4,3,4,3,3,3,2,1,2,2,2,2,2,4,3,4,3,3,4,5,2,4,1,11,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,1,174,64,2,3,3,2,3,3,3,3,3,4,5,3627
4,4,4,4,4,5,4,4,3,1,1,1,3,3,3,4,3,4,4,5,4,5,4,2,5,5,14,1,3,3,3,3,1,1,3,2,4,3,3,3,3,3,3,4,3,3,1,173,58,1,1,1,2,3,2,2,4,2,4,5,3629
5,3,3,4,4,3,4,4,5,2,1,1,3,4,3,3,3,4,4,4,4,3,3,2,5,1,5,1,3,3,3,3,4,4,4,4,4,4,2,3,4,3,3,4,4,3,1,159,56,2,1,1,2,5,3,3,4,3,4,5,3632
3,2,2,4,4,4,2,3,4,1,1,1,4,3,4,4,3,3,2,3,3,3,4,4,4,3,12,1,2,2,2,2,3,3,4,3,4,3,4,2,3,3,3,4,3,3,3,157,43,2,1,1,2,1,4,3,4,3,4,4,3633
4,4,3,3,3,4,4,2,3,2,2,2,4,3,2,3,3,4,5,4,5,5,3,1,5,1,2,1,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,168,70,2,1,1,2,3,2,2,3,2,4,4,3634
3,3,4,3,1,2,3,4,4,2,1,2,2,2,4,4,3,5,4,3,3,4,4,2,5,2,3,1,5,3,2,1,3,3,4,3,4,2,4,2,2,3,3,4,4,2,1,160,63,2,1,1,2,5,3,4,4,2,4,5,3635
4,3,4,4,4,4,2,4,4,1,1,1,5,3,4,4,3,4,4,3,4,4,4,1,4,2,12,1,3,2,3,3,4,3,3,3,2,2,4,7,2,3,2,4,4,4,3,175,120,2,1,1,2,4,2,3,4,2,3,4,3636
3,2,2,5,4,4,2,4,4,1,1,1,3,4,2,4,2,3,3,4,4,3,4,2,3,1,-5,1,4,4,3,3,1,1,4,2,4,4,3,1,4,3,2,3,4,3,1,174,68,1,1,1,2,3,3,3,4,3,4,4,3637
3,2,3,4,3,4,2,3,3,2,1,2,3,3,3,4,2,3,4,4,3,4,4,2,3,2,11,1,3,2,2,2,3,2,3,2,3,3,3,7,3,3,2,4,3,3,1,163,45,1,2,1,2,3,3,3,4,1,4,5,3639
3,2,3,5,4,4,3,3,4,2,1,2,3,5,4,4,3,4,4,3,4,4,4,3,4,2,8,2,1,1,2,2,4,3,3,3,4,4,4,1,3,3,2,3,2,2,4,169,55,3,1,1,2,3,2,3,3,2,3,3,3645
4,3,3,5,4,4,4,4,4,1,1,1,4,5,4,4,3,5,4,4,4,4,4,1,4,2,11,1,2,2,2,2,5,4,4,3,5,4,4,7,4,4,3,5,4,4,1,163,52,1,1,1,2,3,3,3,4,3,4,4,3646
3,3,3,3,3,4,3,2,3,1,1,1,3,3,3,4,3,4,4,4,4,4,3,2,5,2,2,3,3,2,2,3,3,2,2,3,3,3,3,1,3,3,3,3,4,3,1,177,70,2,1,1,2,4,3,3,5,3,4,5,3648
3,2,2,5,3,2,2,3,3,1,1,1,2,3,2,5,3,3,4,3,3,5,4,3,2,3,1,2,4,2,2,2,4,1,5,2,5,4,3,1,3,2,2,3,2,4,1,180,62,2,1,1,2,3,3,2,4,2,3,4,3653
3,3,2,2,3,5,4,2,2,2,1,2,4,2,2,1,2,2,4,2,3,3,2,5,4,1,12,2,3,2,2,3,4,3,1,2,2,4,2,3,3,3,2,3,2,3,3,162,65,4,1,1,2,1,1,1,3,2,1,4,3655
3,4,1,5,4,3,1,2,3,1,1,1,4,4,3,2,3,4,4,4,3,3,3,2,3,2,11,1,2,2,3,3,4,4,4,3,3,3,1,7,4,4,4,5,5,4,3,180,78,1,1,1,2,3,4,4,4,2,4,4,3656
3,3,3,4,2,3,3,3,3,1,2,2,5,3,3,4,3,4,5,5,4,4,4,2,3,2,8,1,4,3,4,3,2,2,2,2,4,3,3,11,3,3,2,3,4,4,1,168,51,3,1,1,2,5,3,3,5,3,4,5,3657
4,5,1,3,3,4,3,5,4,1,1,2,4,5,4,5,3,5,4,5,5,5,5,1,5,3,8,2,5,4,1,1,5,3,1,2,3,4,4,1,2,3,1,5,5,4,4,177,82,1,2,2,2,4,4,3,3,3,3,4,3658
4,4,4,3,3,3,3,3,3,2,2,2,2,4,3,3,2,4,4,3,4,4,3,2,4,1,4,1,5,3,4,3,4,3,5,4,5,3,3,11,3,3,3,3,3,4,3,183,65,2,2,1,2,2,3,3,3,3,4,4,3660
3,2,1,3,1,3,1,3,3,1,2,2,3,3,3,5,3,3,4,4,4,4,4,1,4,4,10,3,3,3,4,3,3,3,3,3,1,2,3,11,3,3,3,3,3,3,3,162,58,2,1,1,2,4,2,2,3,3,3,4,3662
4,3,2,4,3,3,3,3,3,1,2,1,2,5,4,3,3,5,5,5,4,4,4,2,5,5,13,2,3,2,3,2,4,4,2,2,4,4,4,2,3,3,3,3,2,3,3,172,55,2,1,1,2,4,5,4,5,4,5,4,3664
4,4,2,4,4,5,5,5,4,1,1,1,2,3,3,4,3,5,5,5,3,5,5,2,5,4,13,2,5,4,1,2,5,3,5,5,5,5,4,1,3,3,3,5,5,4,3,173,70,3,1,1,2,3,2,4,4,3,4,5,3665
3,2,3,3,3,3,4,3,4,2,2,2,3,3,3,4,2,3,4,3,4,4,4,3,5,1,2,1,1,1,2,1,3,3,2,2,4,3,2,2,3,2,2,3,3,3,2,157,57,2,1,1,2,3,2,2,2,2,3,3,3666
4,3,2,4,1,2,3,2,1,1,1,2,4,4,3,5,4,5,5,5,5,5,5,2,5,3,10,1,1,1,4,4,5,1,3,1,1,1,4,2,3,3,3,4,4,3,1,165,51,2,1,1,2,4,3,3,4,3,4,5,3667
2,3,3,3,3,3,2,2,2,1,1,1,4,3,3,2,1,3,3,4,3,4,3,3,4,1,13,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,3,1,1,169,51,2,2,1,2,3,2,2,3,2,3,3,3671
4,4,3,3,4,5,3,3,3,2,1,1,4,2,2,3,3,3,4,4,3,3,4,3,5,1,1,1,2,2,3,2,3,2,4,4,3,3,3,2,2,2,3,3,4,4,3,160,65,3,1,1,2,4,4,4,5,3,4,4,3672
4,4,2,4,1,4,4,2,2,1,1,1,3,2,3,4,3,4,5,4,4,5,5,1,4,3,2,3,4,3,1,1,1,1,4,4,1,2,4,5,2,3,3,4,5,4,2,157,65,3,1,1,2,5,3,3,5,5,5,5,3674
5,4,3,3,5,5,3,5,4,1,1,1,5,2,5,5,2,5,5,5,3,4,5,1,5,3,2,1,4,4,3,4,2,4,4,4,5,5,4,11,3,2,3,5,4,3,1,173,60,2,1,1,2,5,5,4,4,2,5,4,3676
5,3,3,2,4,4,2,4,3,1,1,1,3,4,4,4,3,4,4,4,4,5,5,1,4,1,1,1,4,3,1,2,4,4,4,3,4,3,4,2,4,4,2,5,4,2,3,170,58,1,2,1,2,3,4,4,4,2,5,5,3677
3,2,2,4,2,4,3,2,4,1,2,2,3,4,4,4,4,5,4,3,4,5,5,3,3,5,2,1,2,3,4,4,4,4,4,4,4,4,3,3,4,4,4,5,4,3,1,175,65,1,2,1,2,3,5,4,5,3,5,3,3678
3,4,3,4,4,4,4,3,4,1,1,1,3,3,4,4,3,4,4,5,4,4,2,3,4,3,2,1,4,2,4,3,3,3,2,1,4,3,4,2,3,2,2,4,3,2,1,167,75,2,1,1,2,3,3,3,3,1,4,4,3683
1,3,2,3,2,4,4,3,2,2,2,2,3,2,2,4,2,2,4,3,4,5,2,1,3,2,8,2,2,1,2,1,4,3,3,2,1,1,4,5,2,2,1,2,3,3,1,167,61,2,1,1,2,2,2,3,3,2,4,4,3684
3,4,3,3,3,3,3,3,3,2,1,2,2,4,3,5,3,3,3,3,4,3,4,4,4,3,4,1,1,1,1,1,4,3,2,2,5,4,3,11,4,3,3,3,3,3,3,163,56,2,1,1,2,4,4,4,4,3,4,4,3685
3,4,3,3,2,3,2,2,3,1,1,1,2,4,4,4,2,4,4,4,3,4,4,1,5,4,2,2,4,3,2,1,5,4,5,5,2,2,3,11,3,3,3,4,4,3,4,161,54,2,1,1,2,4,3,2,4,3,3,4,3687
4,3,2,2,4,4,3,4,3,1,1,1,2,3,3,3,2,4,2,3,4,4,4,2,4,1,2,1,2,2,2,3,2,2,4,4,4,4,4,2,3,4,2,4,4,3,1,168,64,2,1,1,2,1,4,2,3,3,4,4,3688
3,3,3,3,4,4,4,4,3,1,1,1,3,3,3,4,3,3,4,4,3,5,5,1,4,2,10,1,2,2,3,3,3,3,4,3,4,4,4,7,3,3,3,3,3,4,3,170,59,2,2,2,2,4,3,3,4,3,4,3,3689
4,4,4,4,4,4,4,3,4,1,1,1,4,4,5,5,3,5,4,3,5,5,4,1,4,3,6,1,3,3,3,3,4,4,5,4,5,5,4,11,3,3,3,5,4,3,1,155,50,2,2,1,2,2,5,5,5,3,5,4,3690
2,2,3,3,2,3,3,3,3,2,2,2,3,3,4,4,3,4,2,2,2,2,3,4,2,1,8,2,2,2,2,2,4,3,4,3,4,3,2,1,4,4,3,4,3,4,1,163,54,3,2,2,2,3,4,3,3,2,3,3,3695
3,3,3,5,3,3,1,3,3,2,1,2,3,3,2,4,3,4,4,3,5,3,2,1,4,3,2,1,3,3,3,3,3,3,3,3,3,3,3,5,3,2,3,3,3,3,1,168,48,2,2,1,2,4,2,2,4,3,4,5,3697
1,2,3,5,3,4,3,3,3,1,1,1,3,4,3,4,4,4,4,4,4,3,3,2,5,3,14,2,2,2,4,4,4,2,5,5,2,4,2,4,4,4,1,5,1,5,1,168,56,1,2,1,2,4,3,3,4,3,3,4,3699
3,2,2,4,2,2,2,2,3,1,2,1,2,4,4,3,3,4,2,3,2,4,4,3,3,3,10,2,2,2,3,3,5,4,4,2,5,5,4,5,4,3,3,4,3,3,1,170,56,3,2,2,2,2,2,2,3,3,5,4,3700
3,2,2,4,2,4,4,2,4,1,2,2,4,2,4,4,2,4,3,4,2,4,5,4,5,3,2,1,1,1,4,3,4,4,1,1,1,1,5,1,2,1,2,3,4,3,4,157,49,2,1,1,2,5,5,4,4,5,5,5,3703
4,4,3,4,4,4,4,4,4,2,1,1,2,3,3,2,3,4,5,4,5,5,4,2,5,3,11,2,2,2,3,2,4,4,2,2,4,4,4,7,4,3,3,4,4,3,3,158,50,2,1,1,2,2,3,2,3,2,3,3,3707
3,2,2,4,4,4,4,2,1,2,2,2,2,4,1,4,4,4,4,2,4,2,5,2,4,2,2,1,2,1,4,2,4,3,5,4,4,5,1,1,2,2,2,4,4,1,1,176,61,2,1,1,2,2,2,3,4,3,4,4,3708
5,5,3,2,4,5,1,3,4,1,1,1,4,3,2,4,3,5,5,5,5,5,5,1,5,4,12,1,4,4,3,3,3,3,4,4,5,4,2,1,4,5,4,5,5,5,4,177,95,2,1,1,2,5,2,4,4,3,4,4,3709
3,3,3,3,3,4,3,2,3,2,2,2,3,3,3,4,2,4,4,4,4,4,4,2,4,3,8,1,3,3,2,3,4,3,3,3,3,4,4,11,4,3,2,4,3,3,4,167,53,2,3,3,2,3,4,3,4,3,3,3,3711
3,3,2,4,4,4,4,3,2,2,1,2,4,5,4,3,2,5,2,4,4,3,2,3,3,2,13,1,3,4,3,2,4,3,4,4,5,5,2,11,4,4,2,3,4,4,4,176,56,1,2,1,2,3,2,2,4,2,3,3,3712
3,-2,3,3,4,4,4,2,4,1,1,1,3,3,4,4,3,5,3,3,4,3,2,4,3,1,2,2,2,3,3,4,4,4,4,4,3,3,3,11,2,4,2,4,3,4,1,183,92,1,3,2,2,2,2,2,3,2,3,2,3714
4,4,4,3,4,4,3,4,3,1,1,1,3,3,4,4,3,4,5,5,5,5,4,1,4,3,1,2,4,3,4,3,2,2,2,2,3,4,3,1,2,2,4,4,4,3,4,173,82,2,1,1,2,3,3,3,3,3,4,5,3715
5,5,3,3,2,4,2,2,2,2,1,1,3,4,4,4,3,4,5,5,4,5,5,3,4,3,1,1,1,2,2,2,3,2,4,3,3,2,3,2,3,3,3,5,4,3,1,168,70,3,1,1,2,4,4,4,4,3,4,5,3717
4,3,2,2,2,3,3,3,3,2,1,2,3,3,3,4,3,3,3,4,2,4,4,2,3,3,2,5,2,3,1,3,3,3,3,3,3,3,4,7,3,3,3,4,4,3,1,162,46,2,1,1,2,4,3,2,2,3,4,4,3721
4,3,2,2,3,4,4,3,3,1,2,1,3,4,4,4,3,5,5,5,5,5,4,1,5,3,4,1,2,2,2,2,2,2,2,2,5,3,3,3,4,4,3,4,4,4,4,160,46,1,1,1,2,3,4,3,5,3,5,5,3722
3,3,3,4,4,2,2,3,3,1,2,1,3,4,4,4,3,3,4,3,4,4,4,1,4,3,12,3,3,3,2,2,4,4,4,3,4,4,4,2,4,3,3,4,3,3,4,166,55,2,1,1,2,3,3,3,4,3,4,5,3723
