BYSID,GENDER,father_job,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,teacherRel_cate,AT_05,J007C
2257,1,5,1,3,1,4,6,4,4,1,3,4,4,3,1,1,3
2258,1,4,4,10,1,3,4,3,3,1,2,3,3,3,2,2,4
2260,1,2,1,8,2,4,3,3,2,1,3,3,3,3,2,2,2
2263,2,4,2,8,1,5,4,3,2,2,3,3,2,3,1,2,2
2266,2,4,3,9,2,9,1,3,3,2,3,2,2,2,1,0,2
2271,1,0,1,2,1,5,4,3,2,1,3,2,2,4,1,2,1
2276,2,1,1,7,1,6,1,2,2,2,3,2,2,1,1,0,2
2277,2,4,10,5,1,5,8,3,3,2,2,2,3,3,1,2,3
2279,2,4,2,3,1,6,3,3,3,2,2,3,2,2,2,0,1
2280,2,4,2,6,1,3,1,4,4,1,4,3,3,4,1,1,1
2281,1,5,1,2,2,4,1,3,2,1,3,1,2,5,1,2,2
2283,1,1,8,1,6,4,5,2,2,2,2,3,3,3,1,2,4
2286,1,0,6,2,1,4,1,3,2,1,2,4,3,3,1,1,1
2288,1,1,1,2,1,4,5,2,2,1,3,3,2,3,1,0,4
2290,1,4,2,10,1,4,1,2,1,2,2,1,3,1,1,3,2
2292,2,1,2,3,1,6,9,2,2,1,2,3,3,3,1,0,4
2294,2,4,1,2,1,4,5,3,3,1,4,3,4,3,1,1,2
2295,1,4,6,3,1,4,1,2,2,1,3,2,3,3,1,1,3
2296,1,1,4,1,1,4,1,4,3,2,2,3,4,3,1,2,1
2297,2,1,2,1,1,4,2,3,2,1,2,3,3,2,1,1,3
2298,1,1,1,8,1,4,1,3,2,3,2,4,4,4,1,0,2
2305,1,5,2,3,2,4,5,2,3,1,2,3,2,2,2,0,4
2309,1,1,1,6,1,4,5,2,2,2,3,3,2,2,1,0,4
2310,1,4,1,8,1,4,6,2,1,1,3,3,2,2,1,3,4
2311,1,4,1,3,2,4,3,2,2,2,2,3,2,3,1,0,4
2313,1,1,2,6,1,4,6,2,1,2,4,4,2,4,1,0,1
2315,2,5,1,8,1,3,2,3,3,2,3,2,3,3,1,1,1
2316,1,4,1,10,1,8,4,3,4,1,3,4,3,2,1,1,3
2321,2,1,2,10,1,6,5,4,4,1,2,4,3,2,1,1,1
2326,1,3,8,2,1,4,1,2,1,2,2,1,3,2,1,1,2
2327,2,2,2,8,1,9,6,3,3,2,3,3,3,2,1,0,2
2329,1,1,5,1,4,4,1,3,3,1,2,3,3,4,1,0,3
2331,1,5,1,8,1,4,3,2,2,2,3,2,2,2,1,0,1
2332,2,1,1,6,1,9,5,3,4,2,2,4,2,4,1,2,4
2335,1,4,1,8,5,4,2,2,2,1,3,3,2,2,2,0,2
2337,2,4,2,6,1,3,4,3,3,1,3,4,3,3,1,3,2
2342,2,4,7,2,1,6,3,3,3,2,2,3,2,2,1,3,1
2347,1,5,8,6,1,4,5,3,3,1,2,2,3,3,1,1,2
2349,2,2,2,1,1,6,3,3,3,1,2,3,3,1,1,1,2
2351,1,1,3,2,6,4,5,3,3,2,2,3,2,2,1,0,4
2354,2,4,1,8,1,1,6,3,2,1,2,2,2,2,2,0,3
2355,2,3,8,9,1,5,6,3,2,1,3,3,3,3,1,1,1
2356,2,5,2,8,1,3,1,3,3,2,3,3,2,2,1,1,4
2357,2,4,1,2,1,5,4,3,3,2,2,2,3,3,1,3,1
2361,1,4,1,3,2,4,3,3,3,2,2,2,2,3,1,2,2
2372,2,1,2,1,1,3,6,3,4,2,2,2,2,2,1,1,2
2378,1,1,8,1,2,4,3,3,2,1,2,3,2,4,1,1,2
2380,1,3,3,8,3,4,1,3,3,1,2,3,3,2,1,0,1
2382,1,1,2,8,4,4,5,3,3,1,3,3,3,2,1,1,1
2385,1,4,2,10,1,4,1,2,2,2,3,2,3,3,1,3,2
2387,2,4,1,8,3,5,9,3,2,1,2,3,3,3,1,2,3
2388,1,5,2,1,1,6,1,3,4,2,3,4,3,4,1,0,3
2389,2,1,2,4,1,8,2,3,4,2,2,3,3,3,1,1,2
2391,2,3,2,9,1,6,9,3,4,2,2,4,4,3,1,2,2
2393,2,4,1,8,1,5,6,3,3,1,3,3,3,2,1,1,1
2398,2,0,6,2,1,5,2,3,2,2,3,2,3,2,1,1,2
2399,2,2,3,2,1,3,5,2,2,1,3,2,2,3,1,2,4
2400,2,0,6,10,7,1,6,3,3,1,2,3,3,3,1,1,4
2402,1,4,3,8,2,9,6,3,4,2,2,2,3,2,2,3,2
2404,1,4,5,8,1,4,6,2,3,2,3,3,3,3,1,0,2
2405,1,2,2,1,1,3,7,3,3,1,3,3,3,3,1,2,1
2407,1,5,6,10,1,4,3,2,1,2,1,2,2,3,1,1,4
2408,2,0,2,8,1,3,4,3,3,2,3,5,3,3,1,0,3
2410,1,3,1,2,7,4,5,3,3,1,2,3,4,3,1,1,4
2416,2,4,1,2,1,6,3,2,2,2,1,2,2,2,1,1,2
2418,2,4,2,8,1,5,9,2,2,2,3,3,2,1,1,0,4
2419,2,1,8,6,1,3,4,4,4,1,3,4,4,3,1,1,3
2421,2,4,1,8,1,2,9,2,3,1,3,3,3,2,1,0,3
2422,2,5,2,9,1,5,3,3,2,3,2,2,3,2,1,1,1
2425,2,4,1,2,1,3,4,3,3,1,2,2,3,3,1,1,1
2429,2,4,1,3,1,9,5,3,2,1,2,2,2,1,1,0,1
2430,2,4,3,1,2,6,4,3,3,1,2,3,2,2,1,3,3
2436,1,5,8,2,3,4,1,3,3,1,2,3,4,4,1,2,3
2437,1,4,1,8,1,4,1,4,3,1,3,4,2,2,1,3,1
2439,1,3,3,1,2,9,6,3,4,1,2,3,2,3,1,0,4
2440,2,5,6,2,2,1,5,3,2,2,2,2,3,3,1,1,1
2441,1,3,2,10,1,4,3,3,2,1,3,3,3,4,1,0,3
2443,1,4,1,3,6,4,3,3,2,1,2,2,2,3,1,0,1
2449,1,4,8,3,1,4,5,2,2,1,3,3,2,2,1,0,3
2450,1,4,2,8,1,4,3,2,2,2,3,3,3,2,2,0,2
2452,1,3,1,8,1,4,3,3,3,2,3,4,2,2,1,1,1
2453,1,4,1,8,1,4,1,4,4,1,3,3,3,3,1,1,2
2454,1,2,1,8,1,4,6,3,3,2,3,2,2,1,1,1,1
2458,1,1,1,2,1,4,3,3,2,1,3,3,4,2,1,2,2
2459,1,1,1,7,3,4,5,2,2,1,3,1,2,2,1,0,3
2460,1,1,8,9,4,4,6,3,4,1,2,2,2,3,1,2,2
2462,1,4,1,4,1,4,3,3,3,2,3,4,3,1,1,1,3
2468,2,0,1,2,1,9,6,3,3,1,3,2,3,1,1,1,1
2470,1,4,1,8,8,4,5,3,2,1,3,4,4,2,1,2,2
2475,1,1,8,3,7,4,3,3,4,1,5,3,3,3,1,1,3
2476,1,4,9,6,1,4,5,2,2,1,2,3,3,3,2,2,4
2481,1,1,1,6,1,6,4,3,3,2,3,2,3,3,1,0,2
2483,1,1,1,3,1,4,5,2,3,2,3,3,3,2,1,2,1
2485,2,5,8,2,1,1,3,3,2,1,2,3,3,2,1,1,3
2487,2,0,2,1,1,4,5,3,2,1,2,3,2,2,1,0,2
2488,2,1,3,6,8,1,6,3,2,2,2,2,3,3,1,1,1
2489,2,3,1,6,1,6,3,4,3,1,3,4,3,3,1,1,3
2490,2,1,1,2,1,4,3,2,2,2,3,3,3,2,1,1,4
2491,2,3,2,1,1,6,4,3,3,2,4,3,3,4,1,0,4
2492,2,4,2,3,1,3,5,2,2,1,2,3,2,1,1,3,2
2495,1,1,2,10,1,4,3,2,3,1,3,3,2,3,1,0,4
2497,1,3,1,9,2,4,5,2,2,2,2,3,2,2,1,0,2
2499,1,3,7,1,1,4,5,3,3,2,3,3,2,4,1,0,3
2507,1,3,3,6,1,3,4,2,2,1,3,2,2,2,1,0,4
2508,1,3,2,8,1,9,4,3,3,1,4,3,3,3,1,2,1
2511,1,1,1,8,1,3,4,3,3,2,2,3,3,2,1,1,2
2512,1,1,4,1,5,4,3,2,1,1,2,2,2,3,1,3,1
2517,1,5,3,2,2,4,3,3,4,1,2,4,3,5,1,1,1
2519,2,2,9,1,1,3,6,3,3,1,3,2,3,4,1,2,3
2525,1,4,1,3,1,4,3,3,3,1,2,4,4,2,1,3,4
2526,2,5,2,9,3,5,9,3,3,2,2,2,3,2,1,1,2
2528,1,4,2,9,1,4,3,3,2,2,3,3,2,2,1,0,4
2529,2,0,2,3,2,1,4,3,3,1,2,3,2,3,1,0,3
2530,2,3,2,1,1,1,4,4,4,2,2,2,3,3,1,2,2
2532,1,3,8,2,1,9,6,3,3,1,2,2,1,2,1,0,1
2533,1,4,1,2,1,4,6,3,3,1,3,3,2,2,1,1,4
2535,1,1,2,1,1,4,5,3,2,1,3,2,3,2,1,0,2
2537,2,4,1,9,6,4,5,3,3,1,3,3,2,2,2,0,2
2540,2,0,6,8,7,1,3,2,2,2,2,3,4,2,1,1,1
2541,2,1,1,9,1,3,6,2,2,2,3,2,1,1,2,0,2
2542,2,0,2,3,1,6,5,3,3,2,2,2,3,2,1,1,4
2543,2,3,2,3,1,9,1,3,3,1,3,3,3,1,1,1,1
2544,2,4,3,9,2,6,9,2,2,2,2,2,1,3,2,0,1
2545,2,1,1,8,1,4,3,2,2,1,2,2,2,3,1,0,4
2546,1,4,1,3,1,4,6,2,2,2,2,2,2,2,2,1,2
2548,2,1,2,1,1,5,3,3,2,1,3,3,2,3,1,2,1
2549,1,5,6,3,4,4,6,3,4,2,3,3,3,2,1,1,3
2552,2,5,1,3,1,6,9,3,4,3,2,3,3,3,1,2,1
2554,2,1,8,2,1,3,5,4,4,1,1,4,3,4,1,2,1
2557,1,1,4,10,1,1,4,3,3,1,2,3,3,3,1,1,2
2559,2,4,8,9,1,3,5,3,3,1,3,3,3,3,1,1,2
2560,2,4,1,6,3,6,4,3,3,2,3,1,2,4,1,0,1
2562,1,0,1,3,1,4,3,2,2,1,2,2,2,3,1,1,2
2566,2,4,2,6,1,1,5,3,3,2,3,2,2,2,1,0,1
2570,2,0,6,1,1,6,4,3,3,2,3,3,2,2,1,0,2
2574,1,0,2,3,6,3,4,3,4,2,3,3,2,2,1,0,1
2575,2,2,1,6,3,6,3,3,2,1,2,2,3,2,1,1,2
2577,1,2,8,7,4,4,2,3,3,1,3,3,2,2,1,2,3
2580,2,1,2,1,1,4,1,3,3,1,3,3,3,3,1,2,1
2582,2,1,1,3,1,6,4,4,5,2,3,1,3,2,1,1,4
2584,1,5,8,2,1,4,3,2,1,1,3,2,2,1,1,3,3
2585,2,4,3,1,7,6,1,3,3,2,2,3,2,3,1,2,3
2586,2,0,8,1,1,9,6,3,3,1,3,4,2,3,1,0,3
2587,1,4,4,2,5,4,3,3,3,1,2,2,3,2,1,0,4
2590,2,1,6,2,4,3,9,3,4,1,3,4,2,1,1,1,2
2591,1,4,8,2,1,4,5,2,2,2,3,3,3,2,1,0,1
2592,1,4,2,3,1,1,4,4,3,1,3,3,4,4,1,3,3
2594,2,1,2,6,1,3,6,3,3,1,3,2,3,4,1,2,3
2596,1,4,3,1,1,4,1,1,1,2,2,3,2,1,1,0,2
2598,1,2,2,10,1,4,3,3,3,1,2,2,3,2,1,1,2
2599,2,5,1,2,1,3,5,3,3,1,3,3,3,2,1,1,1
2600,2,1,1,2,1,4,6,3,4,1,3,3,3,3,1,1,1
2602,1,4,2,1,1,4,3,3,2,1,2,3,3,4,1,2,1
2606,2,3,9,2,6,4,6,3,2,2,3,3,4,3,1,1,2
2611,1,5,1,8,1,4,1,3,3,2,2,4,3,4,1,0,3
2613,1,5,8,1,1,4,5,2,2,2,2,2,2,2,1,0,4
2615,2,4,6,2,1,5,1,2,2,2,3,3,2,1,2,0,1
2617,1,3,2,1,1,4,3,2,2,2,3,2,2,3,1,1,2
2619,1,4,2,1,1,4,6,3,3,1,3,3,4,3,1,1,2
2625,1,4,2,1,1,4,3,2,3,2,2,2,1,2,1,0,1
2631,2,0,3,9,1,4,5,3,3,1,3,3,2,4,1,3,1
2632,1,3,1,3,2,1,5,3,3,2,2,3,3,3,1,2,3
2636,2,5,2,1,1,6,3,3,2,2,2,3,2,3,1,1,1
2637,1,4,8,1,1,4,3,3,2,2,4,3,3,3,1,0,2
2638,1,4,3,2,2,4,5,3,3,1,3,3,3,3,1,1,2
2639,1,4,1,3,2,4,9,3,3,1,3,4,2,2,1,0,2
2643,2,4,2,1,4,5,2,3,3,1,3,4,3,4,1,0,1
2644,1,4,3,9,1,4,5,3,2,2,2,3,3,2,1,1,3
2645,2,0,1,2,8,4,2,2,1,2,2,2,2,1,1,0,4
2646,2,1,3,6,1,5,9,4,4,1,2,3,3,4,1,2,1
2647,2,4,8,2,1,3,2,2,1,1,3,2,2,2,1,0,3
2649,1,1,1,3,1,4,5,3,4,2,2,5,1,1,2,0,3
2651,2,4,3,10,2,2,4,3,2,2,3,4,2,3,2,1,2
2653,1,0,3,8,1,4,6,3,2,3,3,3,2,3,1,0,2
2655,2,4,2,6,1,4,4,3,3,1,2,2,3,3,1,2,1
2656,1,3,3,1,1,4,5,3,3,1,3,3,3,2,1,1,4
2662,2,4,2,1,1,3,5,2,3,1,3,2,2,1,1,0,2
2668,1,1,3,5,1,5,4,3,3,1,2,4,3,3,1,2,2
2671,2,5,2,1,1,5,9,2,2,2,3,3,3,2,2,0,1
2673,1,0,4,1,1,4,3,4,5,1,3,5,4,2,1,0,2
2674,2,3,2,1,1,5,4,2,3,2,2,2,2,2,1,1,1
2675,1,4,1,8,1,4,5,3,3,1,3,3,2,3,2,2,2
2678,2,0,2,1,1,9,5,3,3,1,4,3,3,3,1,3,1
2680,2,4,1,8,3,5,9,3,3,2,3,2,2,4,1,2,2
2681,2,5,8,2,1,4,9,3,2,2,3,3,3,3,1,2,2
2684,1,1,7,3,1,3,4,3,2,1,3,3,2,3,1,0,4
2687,2,1,1,9,1,9,3,3,2,2,3,3,3,3,1,1,2
2691,2,4,1,9,1,4,5,3,3,2,3,2,2,2,2,0,1
2693,1,4,1,3,1,4,5,3,3,1,3,2,2,3,1,0,2
2694,2,4,1,8,2,6,3,3,2,2,2,3,4,3,2,1,2
2697,2,1,6,9,4,7,1,3,3,2,1,3,4,3,1,1,1
2700,2,4,6,2,4,3,4,3,2,2,4,3,2,3,1,2,1
2701,2,1,1,2,1,3,1,3,3,1,2,2,3,2,1,1,3
2702,1,0,3,1,2,4,7,3,3,2,2,3,4,3,1,1,1
2704,2,5,1,2,1,6,9,3,3,2,3,3,3,3,1,0,1
2705,2,5,2,9,2,3,2,3,2,2,2,2,2,3,1,1,1
2707,2,4,4,8,1,6,4,3,2,1,3,3,2,3,1,0,1
2708,1,4,3,8,1,2,5,3,3,2,2,2,3,4,1,2,1
2711,2,1,1,7,1,1,3,3,3,1,3,3,3,2,1,1,1
2716,2,0,1,2,2,5,1,3,3,1,2,3,2,2,1,0,3
2717,2,1,6,8,1,3,6,3,3,2,2,2,2,3,1,0,2
2719,1,0,9,2,2,4,3,2,1,2,3,2,3,3,1,1,2
2720,1,4,1,2,1,1,4,3,3,1,2,3,2,3,1,2,2
2726,1,4,8,5,1,3,4,3,2,1,2,3,3,3,1,2,1
2728,2,4,2,8,1,3,4,3,2,1,3,3,2,2,2,0,4
2729,2,4,1,8,4,5,4,3,2,2,3,2,2,2,1,1,1
2733,2,2,8,1,1,1,4,3,4,2,3,3,2,2,1,1,1
2737,1,2,6,1,1,4,1,3,3,2,2,3,3,2,1,0,1
2738,1,4,1,4,1,4,3,3,3,1,3,3,3,2,1,1,1
2739,1,4,3,5,1,4,5,3,3,1,3,4,2,2,1,0,2
2740,1,5,2,9,6,4,3,2,1,1,3,4,3,3,1,1,2
2741,2,4,1,10,1,1,3,3,3,2,2,3,3,3,1,1,1
2742,2,4,3,9,1,1,5,2,1,2,3,2,2,3,1,2,4
2743,1,4,1,2,1,4,2,3,3,1,3,3,3,3,1,1,2
2744,2,4,8,2,1,1,3,4,4,1,3,4,3,4,1,2,1
2749,2,1,9,3,1,6,3,3,3,2,2,2,3,2,1,0,3
2752,2,4,1,8,1,1,3,3,2,1,3,2,2,3,1,1,1
2755,2,0,2,6,1,4,3,2,2,2,2,2,2,2,1,0,4
2760,2,4,1,7,3,5,3,2,2,1,2,2,2,3,1,2,2
2761,1,4,1,2,1,1,3,3,3,2,3,3,2,3,1,0,4
2762,2,4,1,3,2,9,1,3,3,1,3,4,3,3,1,1,1
2764,2,4,2,1,1,5,4,3,3,2,3,3,2,1,1,0,4
2765,1,4,2,1,1,4,6,3,3,1,3,2,3,3,1,2,2
2766,1,4,1,8,1,3,4,3,4,1,3,4,3,2,1,3,1
2767,1,3,2,3,1,4,1,4,3,2,2,5,3,2,1,1,3
2768,1,4,1,2,1,5,6,3,4,1,2,2,2,2,1,0,4
2771,2,4,6,10,1,3,6,3,2,2,2,2,2,2,2,0,3
2772,2,5,2,3,1,5,4,3,2,1,2,3,3,3,1,1,4
2773,1,4,3,1,2,4,5,2,2,1,4,2,2,2,1,0,4
2774,1,2,1,7,7,4,1,3,3,2,3,3,3,2,1,0,2
2779,1,4,2,5,1,1,4,3,3,1,4,3,3,4,1,2,1
2780,2,4,3,8,1,4,7,2,2,1,3,3,2,2,1,0,4
2784,2,5,1,2,1,5,6,3,3,1,3,2,2,3,1,1,1
2788,1,4,1,3,1,4,7,2,2,2,3,2,1,2,1,3,2
2794,1,1,2,1,3,4,2,3,3,1,3,4,4,4,1,1,2
2797,2,4,2,1,1,3,6,3,3,2,2,3,2,2,1,1,1
2800,2,1,2,5,1,4,1,3,3,1,2,3,4,3,1,1,1
2801,2,3,3,5,2,3,2,3,3,1,3,3,3,3,1,2,3
2805,2,0,2,3,1,4,3,3,3,2,2,3,3,2,1,0,1
2809,1,1,1,2,1,4,5,3,3,1,3,4,2,3,1,2,2
2810,2,4,2,6,1,9,1,3,3,2,2,4,4,3,1,1,3
2811,1,1,1,2,1,4,6,3,3,1,3,3,3,3,1,0,2
2812,2,4,8,1,3,1,5,2,2,1,2,2,2,2,1,2,1
2817,2,4,2,1,1,5,4,3,3,1,2,3,3,3,1,2,3
2822,2,4,3,2,3,5,1,2,2,2,2,2,2,3,1,2,2
2827,2,1,2,8,1,1,4,3,3,1,3,4,2,2,1,0,1
2832,2,0,2,8,1,9,4,3,4,2,3,2,2,1,1,0,3
2833,1,1,2,8,3,4,1,3,2,1,2,2,4,3,1,1,3
2834,1,1,3,2,2,4,3,2,1,1,2,4,2,2,2,0,4
2836,2,1,1,8,1,5,4,3,3,1,2,2,4,2,1,1,1
2837,1,4,2,10,1,4,1,3,2,2,3,3,2,3,1,0,4
2838,1,4,3,1,1,4,1,3,3,2,2,3,2,2,2,0,2
2839,2,4,1,4,1,1,3,3,3,2,4,3,3,2,1,0,3
2840,1,1,1,2,1,4,1,3,3,1,3,4,4,4,1,1,1
2841,2,2,5,2,7,4,6,4,4,1,3,3,3,3,1,0,3
2842,1,4,8,10,1,4,6,3,2,2,3,2,2,3,1,1,4
2844,2,4,1,9,3,5,1,3,3,1,3,3,3,3,1,1,2
2847,2,1,1,2,1,2,5,3,3,1,2,3,2,2,1,0,1
2849,2,1,2,1,1,5,6,4,4,1,3,4,3,2,1,1,1
2850,2,4,1,10,1,5,4,3,3,1,3,2,3,2,1,0,1
2851,2,0,2,8,1,4,2,3,4,1,2,3,3,3,1,1,3
2857,1,5,2,9,1,3,6,2,2,2,2,2,3,2,1,0,3
2861,1,4,2,3,1,4,1,3,2,1,2,2,2,4,1,0,4
2865,1,4,2,8,1,4,2,2,2,2,2,2,2,2,2,0,4
2869,2,4,1,6,1,6,3,2,2,2,3,2,2,1,1,0,4
2875,1,4,6,3,4,1,4,3,2,1,2,3,3,4,1,2,2
2876,2,5,2,6,1,5,1,3,4,2,3,3,4,2,1,1,2
2878,1,4,2,8,1,1,4,2,1,1,3,2,3,2,1,1,4
2880,2,4,3,9,1,5,6,2,3,2,1,2,2,2,1,0,1
2883,2,1,2,6,1,5,1,3,3,1,2,3,3,3,1,2,1
2884,1,3,8,1,1,4,5,3,2,1,3,3,3,3,1,2,1
2885,1,4,3,1,3,4,3,3,2,1,3,3,3,3,1,2,2
2888,2,4,8,10,7,6,3,3,3,1,3,3,3,3,1,1,2
2889,2,5,1,3,1,1,5,2,3,2,2,2,4,4,1,1,1
2891,2,4,1,3,9,6,1,3,3,1,2,3,3,4,2,2,4
2892,1,4,2,1,1,4,1,3,4,2,3,4,4,3,1,1,2
2899,2,4,1,2,1,1,3,3,3,2,2,2,4,2,1,1,1
2900,1,0,9,8,1,4,3,3,3,1,3,4,2,2,1,0,4
2903,2,5,2,5,1,5,4,3,3,2,2,2,2,2,1,0,1
2906,1,4,1,2,1,4,1,3,3,1,3,4,2,2,1,1,3
2908,2,4,2,3,3,2,4,3,3,1,3,3,4,3,1,2,2
2911,2,4,1,8,1,6,3,3,2,2,3,2,2,2,1,1,1
2914,1,4,1,8,1,4,3,2,2,1,2,3,2,2,1,1,1
2915,1,4,6,2,1,4,5,2,2,2,3,2,2,2,1,1,1
2918,2,4,1,2,1,1,5,3,3,1,3,4,4,4,1,1,3
2921,2,1,1,2,1,1,2,3,3,1,1,2,3,3,1,1,1
2924,2,5,3,8,1,1,5,2,2,1,2,3,2,2,1,2,2
2927,1,4,8,7,1,4,3,4,4,1,2,3,2,3,1,1,3
2930,1,3,3,6,1,4,5,2,2,2,2,3,3,1,1,0,3
2931,1,0,1,4,1,4,8,2,3,1,3,2,2,2,1,0,1
2932,1,4,2,9,1,4,1,2,2,2,2,2,2,3,2,2,3
2937,2,3,1,2,1,5,4,2,1,2,2,2,2,2,1,1,3
2940,2,1,8,2,1,3,5,3,4,1,3,3,4,3,1,3,1
2941,2,4,6,2,1,3,9,3,3,2,3,1,2,2,1,1,1
2942,2,4,2,9,1,1,3,3,2,2,2,3,3,3,1,1,4
2943,2,4,1,3,1,3,4,3,3,1,3,3,3,2,1,1,2
2944,2,2,1,3,1,6,2,3,3,1,1,3,2,2,1,3,2
2949,2,2,1,6,1,5,1,3,2,2,3,2,2,3,1,1,2
2958,2,4,1,8,4,5,4,3,3,1,3,2,3,2,1,1,2
2959,2,5,2,1,1,5,6,3,5,2,2,4,1,2,1,0,4
2960,2,5,2,1,1,3,4,2,3,2,2,3,4,2,1,1,3
2961,1,0,1,6,1,4,1,2,2,1,3,3,3,3,1,0,4
2962,1,4,1,8,1,4,5,3,4,2,2,3,3,3,1,1,1
2964,2,4,6,1,1,2,6,3,2,1,2,2,2,2,2,1,1
2965,2,4,1,3,1,6,9,3,4,2,3,3,2,2,1,1,2
2970,1,0,8,2,1,4,9,3,2,1,2,3,2,3,1,1,1
2971,1,4,1,8,1,4,6,3,2,1,4,2,2,4,1,2,1
2973,2,4,2,8,1,5,9,2,1,1,2,2,1,1,2,1,1
2975,1,2,8,3,9,4,3,3,4,2,3,2,2,2,1,0,2
2976,2,4,2,9,1,3,1,3,2,1,2,2,1,2,1,2,4
2978,2,3,2,6,1,1,3,3,3,1,2,2,3,3,1,0,1
2980,2,4,3,1,2,5,1,2,2,1,2,3,3,2,1,0,1
2986,2,4,8,1,2,9,5,3,4,2,2,3,2,2,1,0,1
2988,1,1,1,6,1,4,6,3,3,2,2,3,3,2,1,0,3
2992,2,1,1,2,1,4,1,3,2,2,3,3,3,3,1,1,1
2996,2,4,1,2,3,3,6,3,2,2,3,3,3,2,1,1,1
2998,2,5,2,1,1,3,5,3,4,1,3,3,2,2,1,1,1
3000,2,1,1,3,1,5,3,3,3,3,3,2,3,5,1,2,1
