BYSID,GENDER,father_job,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,teacherRel_cate,AT_05,J007C
3571,2,4,1,3,2,2,1,3,3,1,3,3,2,1,1,0,1
3577,2,1,1,3,2,9,6,3,3,2,4,2,2,1,1,0,1
3578,2,4,2,1,1,6,1,3,2,2,4,2,1,3,1,3,3
3579,2,1,6,3,2,5,1,3,3,2,3,2,2,1,1,3,1
3580,2,4,1,7,3,4,1,2,2,1,1,2,2,1,2,0,1
3588,1,4,9,1,2,6,1,2,3,2,3,2,3,1,1,0,2
3590,2,2,2,3,1,3,4,2,2,2,2,2,3,2,1,3,1
3594,2,5,6,8,4,4,1,3,3,2,3,3,3,2,1,3,1
3595,2,0,1,6,1,4,3,2,2,2,4,2,1,2,2,0,1
3597,2,4,1,8,1,2,6,3,3,2,2,2,3,2,1,0,4
3598,1,2,1,3,1,4,5,2,3,1,2,3,2,2,1,0,2
3599,1,4,2,1,1,4,5,2,2,1,2,3,2,2,2,0,1
3601,2,4,8,1,4,9,2,3,3,2,2,3,3,1,1,0,3
3602,1,2,1,3,2,4,1,3,2,1,2,4,3,1,1,0,4
3604,1,0,8,1,3,4,3,2,2,1,3,3,2,1,2,0,3
3605,1,4,3,5,2,1,4,3,4,2,3,3,4,2,1,0,4
3609,1,4,8,1,1,4,6,3,3,1,2,4,1,2,1,0,4
3617,1,5,1,9,1,1,6,2,1,1,3,3,2,1,1,0,4
3618,1,0,8,3,1,5,4,3,3,2,2,3,1,2,2,0,3
3619,2,4,1,7,1,5,6,3,2,1,3,3,2,2,1,0,1
3622,1,5,1,6,1,4,6,2,2,2,2,2,1,1,1,0,4
3623,2,0,6,10,1,4,3,3,3,1,3,3,2,2,1,0,4
3626,1,4,8,3,1,6,2,3,2,1,3,3,3,2,1,0,3
3627,1,0,1,2,1,4,6,1,1,2,3,2,1,1,1,0,1
3629,1,3,2,8,2,4,3,3,3,1,3,3,2,2,1,3,4
3632,2,4,3,1,2,4,6,3,3,1,3,3,3,3,1,3,1
3633,2,4,2,3,1,6,3,3,3,2,3,2,3,1,1,0,2
3634,1,1,2,1,7,4,3,3,3,1,3,3,2,2,2,0,1
3635,2,5,3,8,6,1,9,3,2,1,2,2,1,3,1,0,3
3637,1,4,2,1,1,1,4,3,3,1,3,3,3,3,1,3,4
3639,2,4,6,3,2,4,1,3,3,1,3,3,2,2,1,0,1
3645,2,0,8,1,1,6,2,2,3,2,3,3,2,1,1,3,1
3646,2,4,1,2,1,3,5,3,4,1,3,4,3,1,1,0,4
3648,1,5,3,8,2,1,6,3,3,1,3,3,2,2,1,0,4
3653,1,4,7,1,1,4,3,2,2,1,2,4,2,2,1,3,2
3655,2,5,5,8,2,3,5,2,3,2,3,2,2,1,1,0,4
3656,1,4,6,2,1,6,5,4,4,1,2,4,4,2,1,0,1
3657,1,4,2,1,3,4,3,3,3,2,2,4,3,3,1,3,4
3658,1,4,2,6,4,3,1,3,2,1,3,3,2,3,1,0,4
3660,1,4,3,2,2,4,3,3,3,2,2,4,3,3,1,0,1
3662,2,3,9,1,1,5,4,3,3,1,2,3,3,2,1,0,1
3665,1,1,1,7,3,1,6,3,3,2,4,4,3,4,1,0,1
3666,2,0,2,1,1,3,1,2,2,1,3,3,1,1,2,0,3
3667,2,5,8,1,1,1,5,3,3,1,2,3,3,1,1,1,1
3671,1,4,1,4,1,4,5,1,1,1,2,1,1,1,1,0,3
3672,2,5,2,8,1,5,3,2,2,2,3,3,2,1,1,0,4
3676,1,4,1,2,1,1,4,3,2,1,4,3,4,3,1,3,1
3677,1,3,6,2,1,6,1,3,4,2,3,3,2,3,1,0,2
3678,1,3,1,7,1,9,6,4,4,1,2,3,3,2,1,0,1
3683,1,0,2,1,2,4,1,2,2,1,3,2,3,2,1,1,4
3684,2,5,2,6,2,3,6,2,2,2,3,2,2,1,2,0,4
3685,2,4,2,1,1,4,3,3,3,1,3,3,1,1,1,0,1
3687,2,1,8,1,1,1,9,3,3,2,2,3,2,3,1,0,1
3688,2,4,6,1,1,5,4,3,3,1,3,3,2,2,1,0,4
3689,2,3,2,1,1,4,9,3,3,2,3,3,2,2,1,0,2
3690,2,3,1,6,2,6,2,3,3,2,3,3,2,2,1,3,1
3695,2,5,1,2,1,6,3,3,4,2,2,3,2,2,2,0,3
3697,1,0,3,8,2,4,5,2,2,1,2,2,3,3,1,3,1
3699,2,4,1,2,1,1,4,3,4,2,3,5,3,1,1,1,4
3700,1,5,1,3,1,5,9,3,3,2,2,3,2,2,1,0,2
3703,2,1,2,3,2,5,1,2,1,2,3,2,2,1,1,0,1
3707,2,4,1,8,1,1,6,3,3,2,4,3,2,2,1,0,3
3708,1,5,2,1,2,4,3,2,2,1,2,1,2,1,2,0,4
3709,1,3,1,10,1,4,1,4,4,1,3,4,3,4,1,3,3
3712,1,0,3,1,4,4,3,3,4,1,3,4,2,3,1,0,4
3714,1,0,9,2,1,4,5,3,3,1,3,4,3,2,1,0,1
3715,1,5,2,1,1,4,3,3,2,1,3,2,3,3,1,0,4
3717,2,4,1,3,2,3,4,3,3,2,2,2,2,1,1,0,4
3721,2,1,3,1,1,9,4,3,3,1,2,3,2,2,1,0,1
3722,2,4,6,1,1,1,3,3,4,1,3,4,2,2,1,1,1
3723,2,4,3,1,3,4,1,3,3,2,2,3,2,2,1,0,3
3732,1,5,1,2,1,4,3,3,3,1,3,4,2,4,1,0,1
3736,2,0,3,1,1,6,4,2,3,2,3,3,2,1,1,0,3
3740,2,2,1,8,1,1,5,2,2,1,3,2,2,1,1,0,4
3746,1,0,2,3,4,4,5,3,4,1,3,4,1,1,1,0,4
3747,2,4,6,3,2,2,3,4,4,1,2,4,4,3,1,0,3
3748,1,5,8,3,1,4,6,2,2,2,3,2,2,2,2,0,1
3750,1,4,9,2,1,4,1,2,2,2,3,2,2,2,1,0,4
3752,1,1,8,3,1,4,3,3,3,2,2,3,3,2,1,0,1
3753,1,2,2,10,3,4,3,3,3,2,3,3,2,3,1,3,4
3754,2,0,8,6,4,1,2,3,2,1,3,3,1,3,1,0,4
3755,2,4,1,3,1,9,1,3,3,2,1,3,2,2,2,0,3
3756,1,4,7,2,1,1,3,3,3,1,3,4,2,1,1,1,2
3758,2,0,6,7,1,1,6,3,2,1,4,2,2,3,1,3,4
3763,2,0,2,6,1,3,5,2,2,1,2,3,2,2,2,0,4
3765,1,4,1,3,1,5,4,3,3,1,3,3,3,3,2,0,4
3766,1,4,1,2,3,4,6,3,3,1,3,3,3,3,1,0,4
3768,1,0,2,1,3,4,3,2,2,2,2,2,1,3,1,0,4
3769,1,0,1,3,2,6,9,3,3,2,2,3,2,1,1,0,4
3770,1,4,6,1,4,1,4,4,4,1,3,3,3,3,1,3,3
3771,2,1,8,2,1,1,5,3,2,2,3,3,3,2,1,3,1
3772,2,5,3,8,1,3,6,3,4,2,3,3,2,2,1,0,1
3779,2,4,8,7,1,6,1,3,2,2,2,3,2,3,1,0,1
3781,2,4,2,6,4,1,4,3,4,1,3,2,3,1,1,1,1
3782,1,0,3,2,2,4,5,3,2,2,2,4,2,2,1,0,4
3784,2,0,1,7,7,1,6,3,3,1,3,2,2,1,1,0,1
3787,1,1,2,8,1,4,3,3,3,2,2,3,2,2,1,0,1
3795,1,0,2,3,1,4,1,3,3,1,3,3,3,2,1,3,3
3796,2,0,10,6,1,4,3,3,3,2,1,4,3,3,1,0,1
3798,1,5,1,2,1,3,6,2,2,1,2,2,1,1,1,0,4
3807,1,5,1,2,2,6,1,2,2,2,2,3,1,2,1,0,3
3808,2,3,1,2,1,3,6,2,2,1,3,2,2,2,1,0,1
3809,2,1,6,2,1,1,3,3,3,1,2,3,2,2,1,0,2
3811,2,0,4,1,4,1,8,4,5,2,3,4,3,1,1,0,1
3817,1,0,8,4,5,4,8,3,2,1,3,3,2,2,1,0,1
3822,1,0,3,7,2,4,6,4,5,2,3,3,3,3,1,0,3
3827,1,4,1,2,1,4,1,4,3,1,4,4,2,3,1,3,4
3828,2,5,3,1,6,1,3,3,3,1,3,3,2,2,1,0,1
3832,1,1,9,7,1,1,4,3,3,1,3,4,2,4,1,0,4
3833,1,4,3,9,6,4,5,2,3,2,3,3,2,1,1,0,1
3834,2,4,2,9,4,9,2,3,2,1,3,3,3,1,1,0,3
3835,2,4,2,3,1,1,4,3,3,2,3,3,2,2,1,0,2
3839,2,5,1,3,4,6,2,3,4,1,3,2,2,1,1,0,1
3842,1,1,1,7,1,4,6,2,3,2,2,3,2,2,2,0,4
3844,1,0,1,7,2,4,9,2,3,2,2,3,3,1,1,0,4
3845,1,4,8,1,3,4,3,3,3,2,2,3,2,2,1,0,3
3848,2,4,3,8,2,6,1,2,2,1,2,2,1,3,1,0,2
3849,1,4,1,5,1,4,1,3,3,2,3,3,3,1,1,0,4
3850,1,1,1,6,1,4,1,3,3,1,3,3,2,2,2,0,4
3852,1,5,2,6,1,4,1,2,2,1,2,2,2,2,1,0,4
3853,2,4,1,7,3,3,2,2,2,2,2,2,2,1,1,0,1
3854,2,5,2,3,8,1,3,3,3,1,3,4,3,3,1,0,4
3855,1,1,2,1,1,4,6,3,4,1,3,3,2,1,1,0,2
3857,1,4,1,3,2,4,1,2,1,2,3,2,3,2,1,0,1
3859,1,5,7,6,1,3,1,4,5,2,3,3,3,3,1,0,1
3860,2,5,8,6,1,1,5,3,2,1,3,2,1,2,1,0,4
3863,1,1,3,2,4,9,1,2,3,2,2,2,2,1,2,0,2
3864,1,4,2,4,1,4,3,2,3,2,3,3,3,2,1,0,4
3866,2,1,2,9,1,4,1,3,3,1,2,3,3,2,1,1,2
3867,2,5,2,8,1,4,1,2,2,1,3,2,1,1,2,0,4
3872,2,0,1,8,2,9,5,2,2,1,3,2,2,1,1,0,4
3874,1,0,2,1,1,4,1,3,2,1,2,3,3,2,1,0,2
3875,1,3,3,1,2,3,4,2,3,3,2,2,2,2,1,0,3
3876,1,0,1,3,2,4,3,3,3,2,2,4,2,2,1,0,1
3879,1,0,2,6,1,6,9,3,4,1,3,4,2,3,1,0,3
3881,1,4,2,8,1,1,4,2,2,1,2,3,2,3,1,0,2
3882,1,4,1,3,1,9,6,3,4,1,3,3,2,2,1,3,3
3888,1,0,2,9,1,4,1,3,3,2,2,2,3,3,1,0,4
3889,2,4,1,8,2,2,3,2,3,1,3,3,1,1,2,0,4
3892,1,5,1,9,8,4,6,3,3,1,3,4,3,3,1,3,2
3893,2,4,1,2,4,4,9,3,3,2,2,4,3,1,1,0,3
3895,1,4,2,1,1,4,3,3,3,1,3,3,3,2,1,0,4
3896,1,1,2,6,1,4,6,3,4,2,3,3,3,2,1,3,3
3897,1,0,2,1,1,4,3,2,2,1,2,2,3,2,2,0,1
3899,2,0,1,6,2,9,1,3,3,1,3,3,2,2,1,0,1
3900,1,4,1,3,1,4,6,3,2,1,3,2,1,2,2,0,1
3901,2,4,1,3,1,6,9,2,2,1,2,2,2,2,1,3,3
3902,2,0,1,2,1,1,4,3,3,1,3,3,1,1,1,0,1
3903,1,4,1,2,1,1,4,4,4,2,3,3,3,3,1,0,4
3904,1,4,1,3,1,2,4,3,3,2,3,4,2,2,1,0,1
3906,1,5,1,6,1,4,6,3,2,2,3,3,3,3,1,0,4
3907,1,1,1,8,1,4,9,3,3,2,3,3,2,2,1,0,3
3908,1,4,2,1,1,4,3,3,3,2,2,2,3,1,2,3,3
3909,1,4,4,8,1,3,1,2,2,1,3,2,3,1,1,3,4
3910,1,4,2,1,1,4,1,4,3,1,1,4,3,4,2,0,3
3911,1,0,6,8,3,4,9,3,3,1,4,3,3,2,1,0,4
3913,2,0,3,6,1,9,6,3,3,2,3,3,2,2,1,0,4
3919,1,4,1,6,2,4,9,4,4,1,5,4,3,3,1,3,1
3920,2,0,3,2,1,3,4,2,2,1,2,2,1,1,1,1,1
3923,1,5,9,3,1,4,1,3,3,2,2,4,3,2,1,3,3
3925,1,0,8,1,1,9,1,3,3,1,3,5,3,2,1,0,1
3926,1,1,2,9,1,1,4,3,2,2,4,3,2,2,1,1,2
3927,2,0,1,4,2,1,6,3,3,2,3,3,3,3,1,0,2
3929,2,0,3,8,1,5,6,3,3,1,3,1,1,1,2,0,4
3931,2,1,2,1,1,1,3,3,3,1,4,3,2,1,1,0,4
3937,1,4,1,2,1,3,1,3,2,1,3,3,3,3,1,0,4
3939,1,4,1,2,1,4,3,2,2,2,3,2,2,2,1,0,1
3945,2,5,8,2,1,9,6,3,3,2,2,3,2,3,2,0,3
3948,2,3,6,1,2,3,1,3,3,1,3,3,1,1,1,0,1
3949,2,0,6,2,9,3,1,3,3,1,2,2,3,2,1,0,4
3950,2,1,1,9,3,1,6,3,2,2,3,4,3,3,1,3,1
3951,2,4,3,1,2,5,6,3,4,1,3,4,3,3,1,0,1
3952,1,0,1,2,1,4,1,3,3,2,3,2,2,2,1,3,3
3954,1,5,1,8,1,4,6,3,3,2,2,4,2,2,1,0,4
3955,1,5,1,2,3,4,1,3,2,1,2,3,2,2,1,0,4
3956,2,5,1,8,1,6,3,2,1,2,2,3,2,1,1,0,4
3957,1,4,1,2,1,1,2,4,5,1,1,4,1,2,1,3,3
3958,2,4,1,2,2,4,3,3,4,2,2,2,2,1,1,0,3
3959,2,0,6,1,4,6,9,3,4,2,2,3,2,1,2,0,1
3960,1,0,3,2,1,1,4,3,2,1,3,3,1,1,1,0,3
3962,1,5,8,1,2,4,2,3,3,1,2,3,2,2,1,0,1
3963,1,0,1,8,5,4,1,3,3,2,3,2,3,2,1,0,4
3964,1,5,2,1,2,4,1,3,2,1,3,2,2,3,1,3,1
3968,2,4,1,3,2,5,4,2,3,1,3,2,2,2,1,0,4
3969,2,1,3,2,1,4,6,2,2,1,3,3,2,2,1,0,1
3971,2,1,2,3,1,1,3,3,2,1,3,4,3,1,1,3,1
3973,1,0,8,2,1,4,5,3,3,1,2,3,2,2,1,0,1
3974,1,5,2,6,1,3,1,3,2,1,3,3,3,3,1,0,1
3976,1,4,2,1,1,4,3,3,3,1,2,3,2,2,1,0,3
3983,2,4,1,2,1,1,6,3,2,1,3,2,2,3,1,3,4
3985,2,4,1,10,2,6,4,3,4,1,3,3,2,2,1,0,3
3986,1,4,3,6,1,1,4,2,1,1,3,3,1,1,1,3,2
3990,1,3,3,1,1,6,4,3,3,2,4,3,1,1,1,0,1
3991,1,1,2,8,1,4,3,2,2,1,2,3,1,2,1,3,1
3992,2,4,1,6,1,3,6,3,3,1,2,3,2,1,1,3,2
3993,1,0,2,1,2,4,5,3,2,1,3,2,2,1,1,0,4
3994,2,0,1,8,2,6,3,3,3,1,3,3,2,2,1,0,1
3998,1,0,2,1,1,4,5,2,2,2,3,3,2,2,1,0,4
3999,1,0,3,1,2,4,1,3,2,2,3,2,2,1,1,0,4
4005,2,0,2,1,1,3,1,3,4,1,3,3,2,2,1,1,1
4006,2,3,3,2,2,6,5,3,3,1,2,2,2,2,2,0,1
4008,2,5,1,6,6,4,1,3,3,2,3,2,3,3,1,3,1
4016,2,0,1,4,1,4,5,3,3,1,3,1,3,1,1,0,1
4018,1,5,2,1,2,4,3,3,3,1,2,3,3,2,1,0,4
4019,2,4,8,2,2,1,3,3,3,1,3,3,4,3,1,0,1
4022,1,4,3,1,2,4,1,3,3,2,3,3,3,2,1,0,2
4023,1,5,1,8,1,7,4,3,3,1,3,3,3,3,1,0,1
4024,1,5,2,9,1,4,1,2,1,1,3,2,3,3,1,0,4
4027,1,1,1,7,8,5,1,3,3,1,2,2,2,3,1,0,1
4028,1,5,1,3,1,4,1,3,3,2,1,3,1,1,1,0,4
4030,1,1,1,3,1,1,9,2,2,2,2,2,2,2,1,0,4
4032,1,4,1,3,1,9,5,2,2,1,2,2,1,2,1,0,4
4035,1,4,1,2,1,4,1,2,1,2,4,3,3,2,1,3,2
4038,1,0,8,3,1,4,6,3,4,2,2,4,1,1,2,0,4
4041,1,4,6,1,4,6,1,2,2,2,2,3,3,3,1,0,2
4043,2,5,2,8,4,1,9,2,2,1,3,3,1,2,1,3,3
4044,2,0,1,3,1,5,7,3,3,1,3,3,2,3,1,0,1
4045,2,5,8,1,3,6,5,2,1,2,3,3,1,1,2,0,4
4048,2,3,1,2,1,3,6,2,2,2,2,3,2,2,2,0,3
4049,1,1,2,1,1,4,5,3,3,1,3,3,2,2,1,0,4
4053,1,4,1,9,7,4,3,3,3,2,3,2,2,2,1,0,1
4056,1,1,1,8,1,6,3,3,4,1,3,3,2,2,1,0,4
4057,2,0,2,6,1,1,4,3,2,1,4,3,3,2,1,3,4
4058,2,4,1,8,7,9,3,3,3,2,4,4,3,2,1,0,3
4059,2,2,1,9,2,6,9,3,2,2,1,2,1,1,1,0,3
4060,1,4,1,3,2,4,3,3,3,2,2,3,3,1,1,0,4
4061,1,4,2,8,1,4,1,3,2,2,2,3,2,2,1,3,4
4064,2,0,1,2,1,1,6,4,4,1,3,3,3,2,1,0,1
4068,2,4,8,9,2,1,3,3,3,2,3,2,1,2,1,0,1
4069,1,4,1,3,1,1,4,2,1,2,3,3,2,2,2,0,4
4071,1,5,2,1,1,4,1,3,2,2,2,2,2,2,1,3,3
4073,2,4,9,1,2,9,3,3,3,1,2,3,3,2,1,0,3
4076,2,0,10,1,6,1,3,2,3,2,3,5,1,2,1,0,3
4079,2,5,8,2,1,1,3,3,3,2,3,2,2,1,1,3,1
4080,2,0,1,2,1,3,4,2,2,2,3,3,2,2,1,0,2
4081,1,3,3,6,3,4,5,2,1,1,2,3,2,2,1,0,4
4082,2,0,3,8,1,4,9,2,1,2,2,3,1,2,2,0,4
4085,2,0,1,8,2,6,9,3,3,2,3,4,2,2,1,0,1
4088,2,4,2,1,1,4,1,3,3,2,3,1,1,2,1,0,2
4092,1,3,3,2,1,1,4,3,2,1,3,3,2,1,1,0,1
4096,1,5,1,6,1,3,4,3,2,1,3,3,3,3,1,0,2
4100,1,5,2,8,1,6,4,3,3,1,3,3,3,3,1,0,1
4102,1,1,2,3,8,6,4,4,4,1,2,3,3,2,1,0,3
4103,1,4,3,1,1,4,5,3,2,1,3,3,2,2,1,0,4
4104,2,1,8,1,1,6,2,3,4,2,3,4,2,2,1,0,1
4112,2,4,6,2,1,1,5,3,3,2,3,3,4,3,1,0,1
4113,2,4,8,1,2,1,2,2,2,1,3,2,2,2,1,0,1
4119,1,0,1,3,1,4,1,3,2,1,4,5,3,4,1,0,3
4120,2,4,8,2,1,4,6,2,2,2,1,2,2,1,1,0,2
4125,2,0,2,3,1,3,6,1,1,1,3,3,2,1,1,3,3
4129,1,4,1,7,1,1,4,3,3,1,3,3,3,4,1,1,3
4130,1,1,6,1,1,4,9,3,3,2,2,3,2,2,1,1,2
4133,1,4,3,1,2,3,4,2,2,1,3,2,4,3,1,0,4
4135,2,4,1,3,1,3,1,3,2,2,2,3,3,3,1,0,1
4140,2,4,2,1,1,1,3,3,2,2,3,2,2,3,1,3,1
4145,2,1,3,2,1,1,3,3,3,1,3,2,2,2,1,1,1
4148,1,1,2,1,7,4,6,3,2,1,2,3,2,1,1,3,3
4149,1,0,1,2,3,1,4,3,3,1,3,2,2,1,1,0,4
4151,2,5,1,3,2,5,6,3,3,2,3,2,1,2,1,0,1
4153,2,4,2,1,1,6,3,3,3,1,3,3,3,2,1,0,1
4154,2,3,3,8,1,6,9,2,3,2,2,2,2,2,1,0,4
4155,1,4,1,2,3,1,6,3,4,2,3,4,4,2,1,3,1
4160,2,2,2,6,1,1,2,3,3,2,3,3,3,1,1,0,1
4166,1,4,1,7,3,4,5,2,2,1,2,3,2,2,2,0,1
4168,2,4,6,2,1,2,9,3,3,1,3,2,2,3,1,0,2
4169,1,4,1,2,2,6,4,3,3,1,3,3,3,4,1,0,4
4171,1,5,1,7,1,4,3,3,2,1,3,3,2,2,1,0,2
4172,1,4,2,8,1,4,3,3,2,1,3,3,2,3,1,0,1
4173,2,4,6,2,1,1,3,3,3,2,1,4,4,1,2,1,1
4183,2,3,6,3,1,1,6,3,3,2,3,3,3,2,1,3,3
4189,1,1,1,3,2,9,6,2,1,3,3,2,2,2,1,3,4
4190,2,5,6,10,1,5,4,2,2,1,2,3,3,2,2,0,4
4191,1,1,8,1,3,4,5,3,3,1,3,3,2,2,2,3,1
4192,1,0,2,8,1,4,3,2,2,1,3,3,2,2,1,3,4
4193,2,0,1,10,1,6,1,2,2,2,3,3,3,2,1,0,3
4198,1,3,8,2,3,1,4,2,2,2,3,3,2,2,1,1,1
4200,1,0,1,2,1,4,1,3,2,1,3,3,2,2,1,0,2
4202,2,1,2,8,1,9,6,3,2,1,3,2,2,2,1,3,1
4203,1,0,9,2,1,4,7,1,2,2,2,3,3,2,1,0,1
4204,1,4,2,6,1,4,3,3,3,1,3,3,2,2,1,0,2
4207,1,4,1,8,2,4,6,3,3,1,3,3,2,2,1,0,4
4208,2,4,1,2,7,2,4,3,2,2,2,2,2,2,1,0,4
4210,1,0,1,2,1,4,5,4,4,1,2,5,4,3,1,1,3
4211,1,4,1,6,1,9,6,3,3,1,2,4,3,1,2,1,4
4213,1,0,3,8,4,3,1,3,4,3,2,2,3,2,1,0,2
4215,2,2,1,8,2,4,6,3,3,1,3,3,3,2,1,0,4
4217,2,3,8,1,4,1,3,4,3,1,3,4,4,4,1,3,3
4219,1,0,8,6,2,6,4,1,1,1,2,3,1,1,1,0,4
4221,1,4,2,1,1,4,3,3,2,1,3,2,2,2,1,0,4
4223,2,4,2,9,1,9,4,3,3,1,2,3,2,1,2,3,3
4225,2,5,2,6,1,1,5,2,2,1,3,3,1,1,1,0,2
4226,2,2,2,3,2,5,6,3,3,2,3,3,2,2,1,0,2
4229,1,1,2,3,1,1,4,3,4,1,3,4,2,3,1,1,2
4234,1,0,1,8,1,5,9,2,2,2,2,3,1,1,1,0,2
4240,1,0,1,2,1,4,1,3,2,2,3,3,2,1,1,0,1
4241,1,5,2,8,1,1,4,2,2,2,3,2,2,1,1,0,4
4242,1,1,8,1,1,4,6,3,3,1,2,3,3,3,1,3,4
4245,1,4,3,1,2,4,6,3,3,1,2,3,3,2,1,0,4
4249,1,4,1,2,1,4,1,3,2,1,3,3,3,2,1,0,4
4251,1,0,3,1,1,4,2,3,3,1,2,3,1,2,1,0,1
4254,1,4,3,2,1,4,3,3,2,1,2,2,1,2,1,0,4
4255,1,5,3,8,1,4,6,2,2,1,2,3,1,1,2,3,4
4256,1,0,1,3,2,1,4,3,3,2,3,3,1,1,1,0,4
4257,1,5,1,2,3,4,1,3,3,1,3,3,4,1,1,3,3
4258,1,4,1,2,9,6,4,3,3,1,3,2,2,2,1,0,2
4259,1,4,8,1,1,4,1,3,3,1,3,3,2,2,1,0,4
4260,2,1,1,2,1,4,1,3,3,2,3,2,2,2,1,3,4
4264,1,0,3,2,1,9,4,3,4,2,3,3,2,2,2,0,1
4265,1,4,3,10,2,4,1,2,1,1,2,3,2,1,2,0,4
4267,2,1,3,1,1,3,4,3,3,1,2,4,2,3,1,3,1
4271,1,1,1,2,1,4,5,3,4,1,3,3,3,2,1,0,3
4273,2,4,6,3,1,1,2,3,3,2,3,3,2,2,1,0,1
4274,1,1,2,6,1,4,9,3,3,2,2,3,3,2,1,0,1
4275,1,0,1,2,2,4,5,2,2,1,3,3,2,2,1,0,4
4276,2,4,1,6,1,4,3,3,2,2,3,3,2,2,1,0,2
4278,1,0,1,8,8,4,3,4,5,1,2,5,2,2,1,0,4
4279,1,0,1,2,1,3,1,3,3,2,2,5,2,2,1,0,4
4282,1,1,1,6,2,4,1,3,3,2,3,2,3,5,1,2,2
4283,1,0,3,1,2,4,1,3,3,2,3,3,3,1,1,0,1
4284,1,1,2,7,1,4,1,4,4,1,2,4,2,2,1,0,3
4286,1,0,1,3,2,4,1,2,2,2,3,2,3,3,1,0,4
4291,1,5,2,1,1,4,1,2,2,2,2,2,3,2,2,0,2
4293,2,0,4,1,1,6,1,3,2,1,1,4,3,1,2,0,1
4294,1,4,3,6,1,4,3,3,2,2,2,3,2,2,1,0,4
4295,2,4,3,2,2,9,1,3,3,2,2,3,2,3,1,0,2
4296,1,1,3,6,4,4,7,3,4,1,2,4,2,2,2,3,3
4297,1,0,1,2,1,6,3,3,3,1,3,3,2,2,1,0,4
4298,1,4,1,3,1,3,4,3,3,1,2,2,1,1,1,3,1
4299,1,5,2,3,1,3,6,3,3,1,3,3,2,2,1,0,4
4305,1,5,2,1,1,4,1,3,2,2,3,3,3,2,1,0,2
4306,1,0,6,2,1,4,1,2,1,1,3,2,3,2,1,0,4
4307,1,5,3,9,1,1,4,2,1,1,3,2,2,2,2,0,4
4310,1,4,2,1,1,4,6,4,4,3,3,4,4,2,1,0,2
4312,1,4,6,9,1,4,5,3,3,2,3,2,2,2,1,0,3
4318,2,3,2,1,1,6,5,3,3,2,3,3,3,2,1,0,2
4319,2,4,2,1,4,3,4,3,3,1,4,3,2,4,1,1,1
4323,2,4,2,3,2,5,4,2,3,2,2,2,1,1,1,0,3
4324,2,5,6,1,1,6,7,3,3,1,3,3,1,1,1,0,1
4327,1,2,3,8,2,4,3,3,3,2,3,4,3,2,1,0,4
4331,2,5,2,1,2,4,6,2,2,1,3,3,2,1,2,0,1
4337,1,0,1,6,1,4,1,2,3,1,2,2,2,2,1,0,3
4339,1,4,8,9,6,4,5,3,3,1,3,3,2,3,1,0,4
4340,1,4,10,2,6,4,3,3,4,1,3,4,1,2,1,0,4
4349,1,4,1,2,3,4,5,3,3,1,2,2,2,1,1,0,4
4351,1,2,1,7,1,4,6,3,3,1,3,4,2,4,1,0,2
4354,1,3,2,1,1,4,5,3,3,2,2,2,1,1,1,0,4
4355,1,4,8,1,3,4,3,3,2,1,2,3,2,2,1,0,2
4356,1,5,3,10,1,4,5,2,1,1,3,2,2,2,1,0,4
4364,2,0,1,2,1,4,9,3,4,2,3,2,2,1,1,0,1
4367,2,4,2,8,1,3,1,3,2,1,2,3,4,3,1,0,1
4372,1,4,9,1,2,6,4,3,4,1,2,3,2,3,1,0,4
4375,1,5,1,7,1,4,6,3,4,1,3,3,1,2,1,0,4
4378,1,0,1,2,3,1,4,3,2,2,3,3,4,1,1,3,3
4379,1,1,3,9,4,4,6,3,2,2,2,3,1,1,1,0,3
4382,2,4,6,8,4,1,3,3,2,2,3,3,3,2,1,0,1
4385,2,4,3,8,2,6,3,2,2,2,2,2,2,2,2,0,1
4389,1,4,7,2,1,3,2,3,3,2,3,2,2,2,1,0,3
4393,2,5,6,9,1,5,4,3,2,2,2,2,2,2,1,0,4
4394,2,2,7,1,1,5,4,3,3,2,3,3,2,2,1,3,1
4395,2,4,2,1,1,4,1,2,2,1,2,3,2,2,1,0,1
4398,2,5,2,1,1,1,5,3,2,1,3,3,3,2,1,0,4
4399,1,4,3,1,1,3,9,3,4,1,3,4,2,2,1,0,4
4400,1,4,1,3,1,6,4,4,4,1,4,2,2,1,1,0,4
4402,1,4,1,2,1,4,3,3,1,1,3,3,2,3,1,0,4
4407,2,4,1,5,1,3,1,3,4,1,4,3,2,3,1,0,1
4408,2,4,2,6,1,4,1,3,4,1,3,4,3,2,1,0,3
4410,1,5,2,3,1,4,1,3,2,1,3,4,2,2,1,3,4
4413,2,0,3,1,3,1,6,2,3,2,2,2,2,2,1,0,3
4421,1,5,1,7,2,1,4,4,3,2,3,5,4,4,1,0,3
4423,2,1,10,1,1,1,3,3,3,1,3,2,2,2,2,1,1
4424,1,5,1,2,9,6,1,3,3,2,3,3,3,2,1,0,4
4426,2,0,8,1,2,6,9,2,2,2,3,3,2,1,1,0,1
4432,2,4,2,6,1,5,6,2,2,1,2,3,1,1,1,0,1
4436,2,4,1,2,1,5,6,2,2,1,3,3,3,3,1,0,2
