BYAID,BYA01001,BYA01002,BYA01003,BYA02001,BYA02002C1,BYA02002C2,BYA02002C3,BYA02002C4,BYA02002C5,BYA02003,BYA02004,BYA02005,BYA02006,BYA03001,BYA03002,BYA03003,BYA03004,BYA03005C,BYA03006,BYA03007,BYA03008,BYA04001,BYA04002,BYA04004,BYA04005C,BYA04006,BYA05001,BYA05002,BYA05003,BYA05004,BYA05005,BYA05006,BYA05007,BYA05008,BYA05009,BYA05010,BYA05011,BYA05012,BYA06001,BYA06002,BYA06003,BYA06004,BYA06007,BYA06008,BYA06009,BYA06010,BYA06011,BYA06012,BYA06013,BYA06014,BYA06015,BYA07001,BYA07002,BYA08001,BYA08002,BYA08004,BYA08005,BYA08006,BYA08007,BYA08008,BYA08009,BYA08010,BYA08011,BYA08012,BYA08013,BYA08014,BYA08015,BYA08016,BYA08017,BYA08018,BYA08019,BYA08020,BYA08021,BYA08022,BYA08023,BYA08024,BYA08025,BYA08026,BYA08027,BYA08028,BYA08029,BYA08030,BYA08031,BYA08032,BYA08033,BYA08034,BYA08035,BYA09001,BYA09002,BYA09003,BYA09004,BYA09005,BYA09006,BYA09007,BYA09008,BYA09009,BYA09010,BYA09011,BYA09012,BYA09013,BYA09014,BYA09015,BYA09016,BYA09017,BYA09018,BYA09019,BYA09020,BYA09021,BYA09022,BYA09023,BYA09024,BYA09025,BYA09026,BYA09027,BYA09028,BYA10001,BYA10002,BYA10003,BYA10004,BYA10005,BYA10006,BYA10007,BYA10008,BYA10009,BYA10010,BYA10011,BYA10012,BYA10013,BYA10014,BYA10015,BYA10016,BYA10017,BYA10018,BYA10019,BYA10020,BYA10021,BYA10022,BYA10023,BYA10024,BYA10025,BYA10026,BYA10027,BYA10028,BYA10029,BYA10030,BYA10031,BYA10032,BYA10033,BYA10034,BYA10035,BYA10036,BYA10037,BYA10038,BYA10039,BYA10040,BYA10041,BYA10042,BYA10043,BYA10044,BYA10045,BYA10046
375,2,2,2,2,-5,-5,-5,-5,-5,1,4,8,2,1,1,2,2,08,3,3,4,3,2,1,712,4,3,3,4,4,3,4,3,4,4,3,4,3,0,105,3,69,2,31,0,95,218/222,0,15,2,0,1,51,6,10,2,1,1,1,3,1978,525,17,35,175,174,176,6,5,6,0,6,0,1,4,2,12,8,4,4,0,0,7,3,0,0,204,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2124,305893,1068,309085,0,0,2500,0,2500,1824672,209949,2034621,15221,0,15221,0,0,0,0,101328,447210,548538,2053,2912018,1976101,267772,0,0,0,507,0,1702,0,92256,0,0,23100,7396,22077,48629,0,0,0,447209,548411,2886749
376,2,2,2,2,-5,-5,-5,-5,-5,1,1,7,2,1,1,2,2,-4,3,4,4,2,3,1,509,4,2,2,4,3,5,5,2,3,3,4,4,4,7,15,31,157,2,0,0,99.9,223/224,2,38,0,0,1,49,6,11,2,1,1,3,3,1975,572,18,40,180,186,206,6,6,6,0,8,1,1,7,11,5,11,3,0,1,0,7,0,0,0,215,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1904,427188,1750,430842,0,0,2962,0,2962,1774941,1250673,3025614,25847,0,25847,0,644,0,0,202183,293168,495351,6642,3987902,2079278,354727,0,1212,1544,1187,0,0,0,713168,0,0,32951,16401,8464,91978,10735,939,0,293197,454665,3605781
377,1,2,2,1,70,30,-4,-4,-4,1,5,13,2,1,1,2,2,-4,3,3,3,1,3,1,102,4,2,2,3,3,3,3,3,4,4,4,4,4,0,0,94,275,1,3,0,99.8,222/222,1,18,35,0,1,47,6,11,1,1,1,2,2,1955,1086,33,71,357,362,367,11,11,11,0,37,1,10,6,16,13,11,9,4,1,0,36,0,0,0,358,228866,576868,805734,233112,411305,644417,10281,3306,13587,648,0,299543,37460,0,37460,1801389,56717,105839,162556,79784,303101,215376,13388,327328,938977,411349,0,1512882,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
378,1,2,2,1,70,30,40,-4,-4,1,1,13,2,1,1,2,2,-4,3,3,3,1,3,1,102,4,2,2,3,3,3,3,3,3,4,4,4,4,0,22,100,356,1,3,0,99.8,220/222,1,18,35,0,1,47,6,11,1,1,1,1,2,1968,1582,45,93,531,531,520,15,15,15,0,19,0,5,5,21,35,15,5,5,2,0,42,0,0,4,507,265827,142696,408523,314838,1017676,1332514,12503,5462,17965,0,0,0,0,25917,25917,1784919,71957,87403,159360,43582,254425,254281,13768,28429,594485,1016017,0,1769862,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
379,2,2,2,1,70,30,-4,-4,-4,1,1,10,1,1,1,1,1,-4,4,3,5,2,1,1,611,4,3,2,4,4,4,4,3,4,4,4,3,3,0,155,3,86,36,9,42,99.22,220/224,4,12,17,0,1,46,6,11,2,1,1,3,3,1974,761,24,51,242,252,267,8,8,8,0,7,0,4,6,6,17,11,2,5,0,0,3,0,0,0,280,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3356,577200,2498,583054,0,0,36599,0,36599,2360448,401480,2761928,3090,0,3090,403,0,0,0,190085,513247,703332,6319,4094725,2770277,409901,0,503,4008,1775,576,0,0,198366,0,0,43080,29912,22431,86605,2743,3000,0,513110,700881,4086287
380,2,2,2,1,70,30,-4,-4,-4,1,4,15,1,1,1,2,2,03,4,3,4,1,2,1,712,3,2,3,4,3,3,3,2,4,4,3,3,3,30,22,18,160,0,0,0,99,219/222,0,24,6,0,1,48,6,12,2,1,1,3,2,1982,709,24,50,242,238,229,8,8,8,0,8,0,3,4,7,15,13,3,4,1,0,11,0,0,0,232,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3192,537902,2518,543612,0,0,6900,0,6900,2331530,254822,2586352,2778,770000,772778,0,0,0,0,135805,537717,673522,7453,4590617,2666526,383846,0,7630,7083,2130,360,0,770000,141231,0,0,38998,0,26287,0,0,0,0,537688,602973,4581779
381,2,1,2,1,70,30,70,30,-4,1,5,13,2,1,1,1,1,-4,4,3,3,1,3,1,408,4,3,3,2,3,4,5,3,4,4,5,4,4,3,15,40,180,0,5,0,99,190/221,0,7,34,0,1,50,6,12,2,1,1,2,2,1964,733,24,50,247,246,240,8,8,8,0,8,0,3,1,8,15,13,6,4,0,0,7,0,0,2,256,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4001,707559,340,711900,0,0,29400,0,29400,2248871,292919,2541790,34902,0,34902,0,0,0,0,132815,445583,578398,8088,3904478,2784675,453904,0,19703,6994,2200,0,0,0,46446,0,0,39000,0,40858,0,0,0,0,445582,525440,3839362
382,1,1,2,2,-5,-5,-5,-5,-5,1,5,14,2,1,1,2,2,-4,3,3,4,1,3,1,103,4,4,4,4,4,3,4,2,4,3,3,4,2,8,20,51,210,0,3,0,99.5,218/222,2,32,4,3,1,50,6,12,1,1,1,3,2,1976,742,24,56,240,245,257,8,8,8,0,14,0,1,0,5,11,24,11,3,1,0,35,0,0,3,272,423360,0,423360,147770,984799,1132569,117,6082,6199,0,0,16000,642,0,642,1578770,48797,51236,100033,6067,185369,233729,15700,20730,461595,985841,0,1547469,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
383,2,1,2,2,-5,-5,-5,-5,-5,1,5,8,2,1,1,2,2,-4,3,3,5,3,3,1,101,4,2,2,2,3,4,5,3,4,4,4,4,4,0,0,50,270,0,2,0,99,200/224,5,15,18,0,1,47,6,12,2,1,1,2,2,1981,988,30,61,318,319,351,10,10,10,0,32,0,4,10,13,18,10,2,3,1,0,15,0,0,1,392,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5152,955760,638,961550,0,0,2400,0,2400,2417603,448634,2866237,232433,0,232433,0,0,0,0,197238,452608,649846,10385,4722851,3167927,497540,0,7053,3171,0,0,0,0,271678,0,0,47810,0,78541,0,0,0,0,452608,578959,4526328
384,2,2,2,2,-5,-5,-5,-5,-5,1,5,10,1,1,2,2,2,03,4,2,5,1,2,1,611,4,4,5,4,3,4,4,2,5,4,3,4,3,0,7,0,49,2,7,2,99.22,217/228,5,0,0,0,1,44,6,13,2,1,1,3,3,1984,150,6,17,57,57,36,2,2,2,0,6,0,3,2,2,5,4,1,0,0,0,5,0,0,1,58,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,725,104222,306,105253,0,0,3470,0,3470,891489,86222,977711,2613,0,2613,0,0,0,0,26917,126487,153404,910,1243361,866860,133742,900,2421,2200,390,1500,0,0,69232,0,0,12240,1170,3240,7707,0,790,0,131701,156848,1234093
385,2,2,2,1,70,30,-4,-4,-4,2,-5,-5,1,1,1,2,2,-4,5,1,3,3,1,1,712,3,3,3,4,3,3,4,1,3,3,3,3,3,4,20,5,60,4,0,0,99.21,220/224,4,10,0,1,1,45,6,13,2,1,1,3,4,1984,226,9,22,64,78,84,3,3,3,0,8,0,2,5,4,6,0,2,2,1,0,7,0,0,0,85,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,787,141975,337,143099,0,0,3000,0,3000,1171356,53589,1224945,6025,0,6025,51,0,0,0,51319,211151,262470,1418,1641008,1159576,169552,900,3487,11287,240,730,0,0,0,0,0,16131,4348,4260,21406,0,659,0,215048,261852,1607624
386,2,2,2,2,-5,-5,-5,-5,-5,1,4,3,2,1,1,2,2,07,3,3,4,2,1,2,-5,3,3,3,3,4,3,4,2,3,3,3,3,3,2,24,2,25,14,1,2,99.1,214/227,0,7,10,0,1,51,6,13,2,1,1,3,4,1965,210,9,22,65,69,76,3,3,3,0,4,0,0,1,1,9,6,2,3,0,0,2,0,0,0,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,824,122925,481,124230,0,0,2883,0,2883,1349805,84281,1434086,5469,0,5469,0,0,0,0,46434,206885,253319,126,1820113,1331145,177737,0,599,2500,292,1380,0,0,24000,0,0,17160,2517,9980,13419,0,10,0,228799,271885,1809538
387,1,2,2,1,70,30,-4,-4,-4,1,5,12,2,1,1,2,2,07,3,3,4,1,3,1,610,5,5,5,4,3,4,5,3,5,4,4,5,4,12,47,35,260,10,0,0,99.8,196/218,2,11,37,0,1,45,6,13,1,1,1,2,2,1995,1020,30,65,347,333,340,10,10,10,0,39,5,8,3,18,18,7,2,4,0,0,19,0,0,0,364,292294,327483,619777,194919,1170915,1365834,23713,2584,26297,0,0,32237,29528,0,29528,2073673,56784,76205,132989,18770,334648,220371,13334,125111,712234,1210010,0,2055233,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
