BYSID,BYHID,GENDER,BYSCLASS,F1C01001C,F1C01002C,F1C01004,F1C01005,F1C01007,F1C01008,F1C01009,F1C01010,F1C01011,F1C01012,F1C01013,F1C01014,F1C01015,F1C01016,F1C01017,F1C01018,F1C01019,F1C01020,F1C01021,F1C01022,F1C01023,F1C01024,F1C01025,F1C01026,F1C01027,F1C01028,F1C01029,F1C01030,F1C01031,F1C01032,F1C01033,F1C01034,F1C01035,F1C01036,F1C01037,F1C01038,F1C01039,F1C01040,F1C01041,F1C01042,F1C01043,F1C01044,F1C01045,F1C01046,F1C01047,F1C01048,F1C01049,F1C01050C,F1C01051,F1C01052C,F1C01053,F1C01054,F1C02001,F1C02002,F1C02003,F1C02004,F1C02005,F1C02006,F1C02007,F1C02008,F1C02009,F1C02010,F1C02011,F1C02012,F1C02013,F1C02014,F1C02015,F1C02016,F1C02017,F1C02018,F1C02019,F1C02020,F1C02021,F1C02022,F1C02023,F1C02024,F1C02025,F1C02026,F1C02027,F1C02028,F1C02029,F1C02030,F1C02031,F1C02032,F1C02033,F1C02034,F1C02035,F1C02036,F1C02037,F1C02038,F1C02039,F1C02040,F1C02041,F1C02042,F1C02043,F1C02044,F1C02045,F1C02046,F1C02047,F1C02048,F1C02049,F1C02050,F1C02051,F1C02052,F1C02053,F1C02054,F1C02055,F1C02056,F1C02057,F1C02058,F1C02059,F1C02060,F1C02061,F1C02062,F1C02063,F1C02078,F1C02079,F1C02080,F1C02081,F1C02082C,F1C02083,F1C02084C,F1C02085,F1C02086,F1C02087,F1C02088,F1C02089C,F1C02090,F1C02091C,F1C02092,F1C02113,F1C03001,F1C03002,F1C03003,F1C03004,F1C03005,F1C03006,F1C03007,F1C03008,F1C03009,F1C03010,F1C03011,F1C03012,F1C03013,F1C03014,F1C03015,F1C03016,F1C03017,F1C03018,F1C03019,F1C03020,F1C03021,F1C03022,F1C03023,F1C03024,F1C03025,F1C03026,F1C03027,F1C03028,F1C03029,F1C03030,F1C03031,F1C03032,F1C03033,F1C03034,F1C04001,F1C04002,F1C04003,F1C04004,F1C04005,F1C04006,F1C04007,F1C04008,F1C04009,F1C04010,F1C04011,F1C04012,F1C04013,F1C04014,F1C04015,F1C04016,F1C04017,F1C04018,F1C04019,F1C04020,F1C04021,F1C04022,F1C04023,F1C04024,F1C04025,F1C04026,F1C04027,F1C04028,F1C04029,F1C04030,F1C04031,F1C04032,F1C04033,F1C04034,F1C05001,F1C05002,F1C05003C,F1C05004,F1C05005,F1C05006,F1C05007,F1C05008,F1C05010,F1C05011,F1C05012,F1C06001,F1C06002C,F1C06003,F1C06004,F1C06005,F1C06006,F1C06007,F1C06008,F1C06009,F1C06010,F1C06011,F1C06012,F1C06017,F1C07001,F1C07002,F1C07003,F1C07004,F1C07005,F1C07006,F1C07007,F1C07008,F1C07009,F1C07010,F1C07011,F1C07012,F1C07013,F1C07014,F1C07015,F1C07016,F1C07017,F1C07018,F1C07019,F1C07020,F1C07021,F1C07022,F1C07023,F1C07024,F1C07025,F1C07026,F1C07027,F1C07028,F1C07029,F1C07030,F1C07031,F1C07032,F1C07033,F1C07034,F1C07035,F1C07036,F1C07037,F1C07038,F1C07039,F1C07040,F1C07041,F1C08001,F1C08002,F1C08003,F1C08004,F1C08005C,F1C08006C,F1C08007,F1C08008,F1C08009,F1C08010,F1C08011,F1C08012,F1C08013,F1C08014,F1C08015,F1C08016,F1C09001,F1C09002,F1C09003,F1C09004,F1C09005,F1C09006,F1C09007,F1C09008,F1C09009,F1C09010,F1C09011,F1C09012,F1C09013,F1C09014,F1C09015,F1C09016,F1C09017,F1C09018,F1C09019,F1C09020,F1C09021,F1C09022
4307,43071,1,2,12420601,405,3,1,1,1,2,1,2,1,3,3,1,3,2,1,4,2,1,1,2,1,2,0,3,4,2,2,2,2,0,4,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,10,1,2,2,1,2,2,1,2,2,3,2,1,3,3,3,2,2,1,3,1,1,-5,30,1,3,2,3,2,2,3,3,3,2,4,1,3,3,3,1,3,1,3,4,200000,8,9,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,7,14,4,2,2,1,3,5,1,2,5,3,1,2,1,1,2,4,1,4,2,2,-5,-5,1,1,20,9,1,12,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,2000000,0602,3,2000000,14,6,4,4,1,7,1,0220,1,3,1,2,5,-5,2,-5,2,-5,2,1,2,-5,-5,2,-5,-5,1,6,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,70000,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,343,1581,3,60,10,1,2400000,2,3,4,4,1,5,20,8,2,2,2,-5,2,2,2,1,3,2,4,2,2,-5,2,-5,4,179,72
4308,43081,1,2,22120402,408,2,1,2,1,1,7,3,5,3,1,1,7,3,5,3,4,2,1,4,4,2,6,3,3,5,4,2,3,2,3,4,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,70,1,5,2,3,1,2,4,5,5,4,2,2,3,4,5,4,2,1,2,1,1,-5,70,1,5,5,3,1,1,5,5,4,2,1,1,5,5,5,1,1,1,4,2,300000,2,7,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,6,17,2,1,2,12,3,7,1,5,9,4,4,3,2,1,1,3,2,3,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,2,-5,-5,1,3,0,0,2,-5,-5,-5,1,16,0,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,1,2,-5,2,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,6,2,2,2,-5,2,3,4,2,1,2,3,3,2,-5,2,-5,1,166,41
4310,43101,1,2,22220502,402,1,1,1,1,3,2,4,2,4,3,3,2,4,2,4,4,2,2,3,3,2,0,4,3,3,4,3,4,2,4,1,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,4,1,2,2,20,1,4,3,3,3,2,3,3,4,3,1,1,3,2,3,2,2,1,2,1,2,2,0,1,3,3,4,3,3,4,4,3,3,2,1,4,4,3,2,2,1,4,4,300000,7,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,6,12,2,13,2,13,2,3,1,3,4,4,2,1,2,3,2,2,3,2,1,1,1,1,1,4,3,9,2,2,2,1,2,0,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,650000,0303,2,650000,12,6,4,3,1,8,2,-5,-5,-5,-5,-5,-5,5,2,-5,2,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,744,1415,3,150,10,1,4250000,3,4,4,4,4,4,0,7,3,2,2,-5,1,1,1,1,1,1,1,1,2,-5,1,10,4,184,78
4312,43121,1,2,22220802,408,2,1,1,1,1,2,4,3,3,2,1,2,4,3,4,4,3,3,4,4,2,0,4,3,4,4,2,4,0,4,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,60,1,4,3,4,2,3,3,4,2,4,2,2,4,2,2,3,3,1,4,1,1,-5,60,1,4,2,4,2,3,4,3,3,3,2,1,3,4,2,2,2,1,1,4,100000,2,5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,6,2,1,2,1,3,4,1,2,4,4,2,3,1,1,1,3,2,3,1,2,-5,-5,1,1,4,1,4,12,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,4,2,-5,2,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,524,1032,1,90,10,1,2400000,2,3,4,3,3,5,2,7,3,2,2,-5,1,1,1,1,1,1,1,1,2,-5,2,-5,4,170,70
4315,43151,2,2,24122402,201,1,1,2,2,2,1,2,4,4,2,1,3,2,4,4,5,4,4,5,5,2,2,5,3,5,5,3,2,1,4,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,30,1,4,3,2,2,2,4,4,2,4,2,2,4,4,3,2,2,2,4,1,1,-5,240,1,4,4,2,2,2,5,4,4,4,2,2,4,4,4,2,2,2,4,4,150000,7,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,10,2,1,9,11,2,4,1,1,2,2,1,2,2,1,1,2,2,3,1,1,1,1,2,-5,-5,-5,-5,-5,-5,2,-5,-5,1,1,0,0,2,-5,-5,-5,1,2,0,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,500000,0401,2,500000,9,5,1,4,2,9,1,0155,3,3,1,3,4,-5,1,2,1,2,1,1,2,-5,-5,1,7,7,1,7,7,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,0,3,1,2,-5,1,7,1,7,2,-5,2,-5,3,3,4,1,2,-5,-5,521,1032,1,30,9,1,100000,3,4,4,3,4,4,0,8,2,2,1,2,2,2,2,1,1,1,1,1,2,-5,2,-5,3,167,51
4317,43171,1,2,14210304,702,3,1,2,1,1,3,9,4,4,2,1,3,2,3,4,3,2,2,4,4,1,2,2,2,3,4,2,2,4,4,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,3,1,2,2,1,1,4,3,2,2,2,2,4,3,2,2,2,3,2,3,2,2,2,2,7,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,400000,2,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,14,2,14,1,-4,0,4,1,2,3,2,1,2,1,1,2,1,1,3,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,1,10,0,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,1000000,0414,3,1000000,14,7,4,3,5,7,2,-5,-5,-5,-5,-5,-5,4,2,-5,2,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,6,2,2,1,2,2,2,1,1,-4,1,1,1,2,-5,1,20,4,184,64
4318,43181,2,2,12420401,201,3,1,4,1,1,2,2,4,3,3,1,3,1,4,3,3,3,3,4,4,2,7,4,3,3,4,2,4,1,3,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,4,1,2,2,5,1,3,3,4,3,4,3,3,4,3,3,2,3,4,3,3,4,3,3,1,2,2,10,1,3,4,3,3,3,2,4,3,3,4,3,2,3,4,3,2,3,3,4,230000,3,4,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,7,2,6,9,1,.5,1,1,5,1,2,2,4,2,1,2,3,3,3,2,2,-5,-5,2,-5,-5,-5,-5,-5,-5,1,1,0,1,1,0,130000,1,1,0,130000,1,3,3,100000,1,12,1,-2,0,9,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,5,2,-5,2,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,.5,7,1,2,2,-5,3,3,2,2,1,2,2,2,2,-5,2,-5,3,165,48
4325,43251,2,2,22420402,302,2,1,2,1,1,2,2,4,3,3,1,7,2,7,3,4,2,2,4,4,1,2,4,5,3,4,5,3,1,4,1,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,4,1,2,2,30,1,4,3,4,4,2,3,4,3,4,3,2,3,2,2,2,3,2,3,1,2,2,30,1,4,3,3,2,3,3,4,3,2,1,3,4,5,3,2,3,1,3,4,70000,7,4,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,10,12,2,1,2,1,3,5,1,5,7,4,4,3,4,2,1,1,4,4,1,2,-5,-5,1,2,1,2,5,12,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,118000,0410,2,118000,4,6,1,4,1,7,1,0453,4,2,5,8,4,-5,2,-5,2,-5,1,1,2,-5,-5,1,2,7,2,-5,-5,1,1,4,1,1,5,2,-5,-5,2,-5,-5,2,-5,-5,35000,3,1,1,5,1,5,1,5,1,5,1,5,3,4,3,1,2,-5,-5,320,1970,2,50,12,1,1000000,3,4,4,5,5,3,5,10,3,2,1,2,2,2,2,2,1,2,2,2,2,-5,2,-5,5,163,64
4327,43271,1,2,24121102,408,2,1,2,1,2,3,3,4,4,2,1,3,3,4,4,3,1,1,3,4,2,0,5,3,5,4,2,4,0,4,1,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,20,1,4,3,3,1,2,4,3,4,2,1,2,3,4,3,2,2,1,3,1,1,-5,40,1,3,3,2,2,2,3,3,1,1,2,2,3,3,3,1,2,1,4,4,500000,3,8,4,1,3011,1,-5,-5,2,-5,-5,-5,-5,-5,1,3011,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,2,5,12,10,2,8,2,2,2,1,3,3,4,1,1,1,1,1,4,1,3,2,1,1,1,2,-5,-5,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,3000000,0303,4,3000000,6,4,2,4,3,9,2,-5,-5,-5,-5,-5,-5,4,2,-5,2,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,320,2034,1,45,10,1,1600000,5,2,4,5,3,4,3,9,1,2,2,-5,4,1,2,1,1,1,1,2,2,-5,1,10,4,170,70
4328,43281,1,2,22121102,701,1,1,2,1,1,8,2,7,5,2,1,2,2,8,4,4,3,2,4,3,2,1,4,3,3,4,3,3,2,4,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,7,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,-5,10,1,3,3,2,1,2,3,4,2,1,4,1,3,4,3,3,1,1,3,4,300000,7,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,3,1,2,1,2,3,3,1,2,2,1,4,1,1,1,1,3,4,3,1,1,2,7,2,-5,-5,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,1,2,0,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,100000,0601,1,100000,3,1,2,9,3,8,2,-5,-5,-5,-5,-5,-5,4,2,-5,2,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,5,2,2,2,-5,1,1,2,1,1,1,1,1,2,-5,2,-5,3,180,64
4329,43291,2,2,24122402,604,2,1,1,1,1,2,4,7,3,2,1,2,4,8,3,4,3,3,5,4,1,4,4,3,3,3,2,2,1,3,3,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,10,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,1,1,-5,30,1,3,4,3,3,3,4,4,3,3,3,2,3,4,3,3,2,1,3,3,150000,2,8,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,6,6,5,8,8,10,.5,2,1,.5,.5,1,2,2,2,1,1,3,3,3,1,1,1,1,1,1,2,6,5,12,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,1,4,0,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,220000,0411,4,-6,4,4,1,4,6,10,1,0663,4,4,3,10,5,-5,2,-5,2,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,851,0252,1,150,10,1,5000000,1,5,4,4,2,4,1,8,1,1,1,2,2,2,2,2,2,2,2,2,2,-5,2,-5,5,160,47
4330,43301,2,2,24320602,203,1,1,1,1,2,1,4,6,3,2,2,1,4,6,3,5,3,3,4,4,2,7,5,2,3,3,2,4,0,3,1,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,1,7,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,-5,60,1,4,4,4,4,2,4,4,3,3,2,2,4,4,3,2,2,1,4,4,50000,6,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,9,10,3,3,1,2,4,1,2,6,3,2,2,2,4,2,2,1,3,1,1,5,7,1,1,5,11,2,12,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,1100000,0101,3,520000,5,5,4,3,5,8,2,-5,-5,-5,-5,-5,-5,5,2,-5,2,-5,2,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,11,1,70000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,999,0252,2,60,8,1,1600000,3,3,3,3,2,3,2,6,3,1,2,-5,2,2,2,1,1,1,3,2,2,-5,2,-5,3,163,48
4332,43321,2,2,12220101,503,3,1,1,1,1,4,2,4,4,2,1,4,2,4,4,3,3,3,3,4,2,2,1,4,2,3,2,3,0,3,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,4,1,2,2,0,1,4,3,2,3,3,2,3,2,2,2,2,3,4,2,2,2,2,3,1,2,2,0,1,3,4,3,3,2,4,2,2,2,2,2,3,4,2,3,2,2,3,3,200000,3,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,4,2,13,2,13,2,2,1,2,2,1,2,2,1,1,1,3,2,1,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,800000,0401,3,800000,10,6,1,4,1,7,1,0216,3,4,1,2,4,-5,2,-5,2,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,0,7,2,2,2,-5,2,1,1,1,2,1,1,2,2,-5,2,-5,2,155,-6
4333,43331,2,2,22120402,201,1,1,1,1,2,1,3,6,2,3,1,7,5,3,2,5,3,3,4,4,2,5,4,3,2,3,2,3,1,3,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,60,1,3,2,4,3,2,3,4,2,3,2,4,4,4,4,3,2,1,4,1,1,-5,120,1,4,4,3,4,1,4,4,4,3,3,2,5,4,4,4,4,1,4,4,120000,2,6,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,5,2,1,2,5,3,2,1,2,2,3,2,2,2,1,1,2,2,2,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,5,2,-5,2,-5,2,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,10,1,2,-5,-5,200000,2,1,2,-5,2,-5,1,6,2,-5,2,-5,3,4,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,7,8,2,2,2,-5,2,2,2,1,1,2,2,2,2,-5,2,-5,2,155,57
4334,43341,1,2,24123002,404,1,1,1,1,3,1,4,5,2,2,2,3,4,2,3,5,3,3,4,4,1,10,4,3,2,3,3,4,0,3,1,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,30,1,4,3,3,3,2,2,3,3,4,3,2,3,5,3,3,3,2,3,1,1,-5,60,1,4,4,3,3,1,4,4,3,3,3,1,4,5,4,3,3,1,4,4,100000,3,6,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,10,1,4,2,1,3,5,1,0,5,2,2,2,1,1,1,2,1,2,1,2,-5,-5,2,-5,-5,-5,-5,-5,-5,2,-5,-5,1,3,0,0,2,-5,-5,-5,1,3,0,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,1,2,-5,1,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,5,8,2,2,2,-5,3,4,2,2,1,1,3,2,2,-5,2,-5,3,176,73
4335,43351,1,2,11121301,408,3,1,2,1,1,3,2,1,4,2,1,3,2,1,4,4,4,2,4,4,2,12,4,4,2,4,1,4,1,4,1,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,1,1,1,-5,30,1,4,4,2,2,4,4,4,2,2,2,2,4,4,4,2,2,1,4,1,1,-5,60,1,4,4,2,2,4,4,4,3,2,2,1,4,4,4,2,2,1,4,4,300000,7,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,14,7,2,1,5,1,5,1,2,3,1,3,3,2,1,2,4,3,3,1,1,1,7,1,1,9,9,1,12,-5,2,-5,-5,1,3,0,0,2,-5,-5,-5,1,6,0,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,400000,0101,3,400000,3,5,4,7,5,7,2,-5,-5,-5,-5,-5,-5,4,2,-5,2,-5,1,1,2,-5,-5,1,4,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,200000,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,6,6,1,2,1,2,2,2,1,1,-4,1,1,1,2,-5,2,-5,3,177,68
