BYSID,BYHID,BYAID,BYTID,GENDER,BYSCLASS,BYS01002,BYS01003,BYS01005,BYS01006C,BYS01008,BYS02001,BYS02002,BYS02003,BYS02004,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS02012,BYS02013,BYS03001,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS04007,BYS04008,BYS04009,BYS04010,BYS04011,BYS04012,BYS05001,BYS05002C,BYS05003,BYS05004C,BYS05005C,BYS05006,BYS05007C,BYS06001,BYS06002,BYS06003,BYS06004,BYS06005,BYS07001,BYS07002,BYS07003,BYS07004,BYS07005,BYS07006,BYS07007,BYS07008,BYS07009,BYS07010,BYS07011,BYS07012,BYS07013,BYS07014,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07022,BYS07023,BYS07024,BYS07025,BYS07026,BYS07027,BYS07028,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08006,BYS08007,BYS08008,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10004,BYS10005,BYS10006,BYS10007,BYS10008,BYS10009,BYS10010,BYS10011,BYS10012,BYS10013,BYS10014,BYS10015,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS11017,BYS11018,BYS12001,BYS12002,BYS12003,BYS12004,BYS12005,BYS12006,BYS12007,BYS12008,BYS12009,BYS12010,BYS12011,BYS12012,BYS12013,BYS12014,BYS12015,BYS12016,BYS12017,BYS12018,BYS12019,BYS12020,BYS12021,BYS12022,BYS12023,BYS12024,BYS12025,BYS13001,BYS14001,BYS14002,BYS14013,BYS14014,BYS14025,BYS14026,BYS14027C,BYS14027C1,BYS14028,BYS15001,BYS15002C,BYS15003,BYS15004,BYS15005,BYS15006,BYS15007,BYS15008,BYS15009,BYS15010,BYS15011,BYS16001,BYS16002,BYS17001,BYS17002,BYS17003,BYS17004C,BYS17005,BYS17006,BYS17007,BYS17008,BYS17009C,BYS17010,BYS17011,BYS18001,BYS18002,BYS18003C,BYS18004,BYS18005,BYS18006,BYS18007,BYS18008,BYS18009,BYS18010,BYS19001,BYS20001,BYS20002,BYS20003,BYS20004,BYS20007,BYS20008,BYS20009,BYS20010,BYS20011,BYS20012,BYS20013,BYS20014,BYS20015,BYS20016,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS20022,BYS21001,BYS21002,BYS21003,BYS21004,BYS21005,BYS21006,BYS21007,BYS21008,BYS21009,BYS21010,BYS21011,BYS21012,BYS21013,BYS22001,BYS22002,BYS22003,BYS22004,BYS22005,BYS22006,BYS22007,BYS22008,BYS22009,BYS22010,BYS22011,BYS22012,BYS22013,BYS22014,BYS22015,BYS22016,BYS22017,BYS23001,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24003,BYS24004,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26008,BYS26009,BYS26010,BYS27001,BYS27002,BYS27003,BYS27004,BYS27006,BYS27007,BYS27008,BYS27009,BYS27010,BYS27011,BYS27012,BYS27013,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYS30001,BYS30002,BYS30003,BYS30004,BYS30005,BYS30006,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYS32011,BYS32012,BYS32013,BYS32014,BYS32015,BYS32016,BYS32017,BYS32018,BYS32019,BYS32020,BYS32021,BYS32022,BYS32023,BYS32024,BYS32025,BYS32026,BYS32027,BYS32028,BYS32029,BYS32030,BYS32031,BYS32032,BYS32033,BYS32034,BYS32035,BYS32036,BYS32037,BYS32038,BYS32039,BYS32040,BYS32041,BYS32042,BYS32043,BYS32044,BYS32045,BYS32046,BYS32047,BYS32048,BYS32049,BYS32050,BYS32051,BYS32052,BYS32053,BYS32054,BYS32055,BYS32056,BYS32057,BYS32058
4285,42851,257,2573,1,2,7,1,2,4104,3,3,4,3,2,3,4,3,4,4,4,2,3,3,1,1,1,1,3,2,2,3,1,4,5,1,4,2,-5,-5,2,-5,2,-5,-5,1,524,2,-5,-5,2,-5,2,3,1,-5,-5,6,-5,-5,-5,-5,-5,-5,-5,1,4,3,4,3,3,2,4,1,4,3,4,1,1,4,5,2,3,4,5,1,2,2,13,2,1,4,2,4,3,1,3,5,2,4,4,2,2,1,1,1,3,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,4,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,1,1,3,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,2,-5,2,-5,1,3,2,-5,2,-5,1,2,1,1,2,2,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,9,3,2,2,2,1,4,5,2,-5,2,4,4,2,3,4,1,1,4,2,1,2,171,58,2,3,6,3,3,3,4,2,2,2,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,5,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,2,2,3,2,3,4,1,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0920296,0200001,0400010,0530001,0540001,0700001,0110001,0910893,0910349,0910109,-4,-4,-4,-4,-4
4286,42861,289,2893,1,2,6,2,2,4152,1,3,3,3,3,3,3,3,4,3,4,3,3,4,1,1,2,2,3,3,2,2,1,3,3,4,1,2,-5,-5,1,04,2,-5,-5,1,101,2,-5,-5,2,-5,3,4,1,-5,-5,2,3,3,3,1,1,2,3,2,3,3,3,1,1,2,3,2,-5,-5,2,1,1,3,1,7,4,6,6,13,2,4,6,2,2,2,3,1,5,6,4,4,2,2,4,4,4,4,2,3,4,1,3,3,4,2,4,2,3,3,3,3,2,2,2,2,3,3,3,3,2,-5,-5,1,2,8,1,2,8,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,5,5,1,1,1,4,1,2,150409-1,S06020-15,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,2,-5,1,3,1,3,1,3,2,-5,2,-5,2,2,1,1,12,7,1,5,16,2,2,10,1,2,25000,2,3,4,7,1,3,3,3,2,3,1,3,3,1,3,2,2,2,2,2,2,1,2,3,4,1,1,171,67,2,3,6,2,3,3,3,1,2,2,3,3,2,-5,2,-5,2,-5,2,-5,-5,-5,10,0,2,-5,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-5,-5,-5,-5,-5,-5,1,1,1,5,3,3,4,3,3,4,0,2.1,3,0101001,0210001,0700001,0300003,0530001,0910012,0910781,0400006,0110001,0910150,0910113,0500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4287,42871,216,2163,1,2,4,1,3,4166,3,4,3,3,1,3,3,3,4,4,4,3,4,4,1,1,1,1,3,3,3,4,3,4,4,4,5,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,4,1,1,-5,-5,1,4,3,4,3,4,2,5,1,4,3,4,3,4,2,5,1,4,1,4,3,3,4,3,1,1,3,5,1,2,2,4,3,1,1,4,2,3,1,2,5,2,3,1,2,2,1,1,1,4,1,3,2,2,2,4,2,3,2,3,2,2,3,2,2,4,4,5,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,1,2,210407-1,A03080-12,12,1,202,3,3,1,2,1,4,1,3,-5,3,1,1,1,1,40801,3,3,3,1,14820301,4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2,-5,2,-5,1,4,1,4,2,-5,2,-5,1,1,1,1,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,3,3,2,4,3,4,4,1,2,4,4,4,3,4,3,1,1,4,2,1,2,170,68,2,3,8,1,2,2,1,1,1,1,1,1,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,5,3,3,4,3,4,5,1,-2,-2,0300003,0920065,0700001,0910642,0920265,0920023,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101009,0400005,0500024,0750001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4288,42881,233,2332,1,2,4,1,2,4104,4,1,1,2,3,2,5,5,4,1,1,3,2,5,1,1,1,2,1,3,4,5,1,5,2,3,6,2,-5,-5,2,-5,2,-5,-5,1,101,2,-5,-5,2,-5,4,4,1,-5,-5,2,4,4,4,4,4,3,4,2,2,4,3,2,4,4,4,1,3,3,2,1,1,1,1,5,6,4,6,8,10,13,4,3,2,4,3,3,1,1,1,6,2,2,4,1,1,4,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,2,1,4,2,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,1,1,2,2,3,3,1,5,2,2,2,5,6,4,350000,2,7,4,1,1,7,1,3,4,5,2,5,2,1,3,1,2,5,3,4,1,1,7,1,4,1,7,175,98,2,4,6,2,4,4,3,2,1,1,3,4,2,-5,1,2,1,3,1,10,2001,4,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,4,3,2,2,3,3,0,84.6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0120002,0101008,0210001,0300005,0750002,0910876,0910893,0910334,-4,-4,-4,-4,-4,-4,-4
4289,42891,299,2992,1,2,4,2,2,4146,3,3,3,3,2,3,4,4,4,3,4,4,2,4,1,2,2,2,4,3,3,3,3,4,4,4,2,2,-5,-5,2,-5,1,-4,22,1,102,2,-5,-5,2,-5,4,3,1,-5,-5,6,-5,-5,-5,-5,-5,-5,-5,1,4,4,3,3,2,1,3,1,3,1,3,1,1,3,1,2,3,3,5,2,1,1,2,1,1,4,1,4,1,1,1,4,2,3,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,2,3,1,2,2,2,3,3,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,1,1,100213-1,O01090-15,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,1,1,2,1,40803,2,2,2,1,24820308,1,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,3,1,4,1,3,1,4,2,-5,2,-5,1,2,2,1,12,2,1,5,4,2,2,2,3,2,10000,2,7,4,3,2,1,4,2,2,3,3,4,4,1,2,3,3,4,4,4,4,3,1,4,2,1,7,170,52,2,3,8,1,2,1,1,1,1,1,1,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,2,2,4,2,3,4,0,38,3,0120002,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101004,0910019,0610001,0911024,0910163,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0910642,0500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4290,42901,230,2304,1,2,2,1,3,4038,1,4,3,3,2,3,3,5,4,3,2,4,3,4,1,1,1,1,3,4,3,3,2,4,3,4,3,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,3,3,1,-5,-5,6,-5,-5,-5,-5,-5,-5,-5,1,3,2,3,4,3,3,4,2,-5,-5,3,2,2,3,3,6,5,6,6,1,2,1,8,3,1,4,3,4,2,6,2,6,2,4,4,2,1,1,1,1,3,2,3,3,2,2,2,2,3,3,3,3,3,2,4,3,3,3,4,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,1,085,3,3,1,2,8,2,1,3,-5,2,1,4,2,1,40102,3,2,3,1,22320502,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,1,3,2,-5,2,-5,2,-5,2,-5,1,1,1,2,7,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,2,3,4,2,4,4,1,2,3,4,3,4,3,4,4,1,2,2,1,1,174,65,1,3,7,3,3,3,2,2,3,3,2,2,2,-5,2,-5,1,1,2,-5,-5,-5,0,0,2,-5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,1,2,3,3,2,3,4,1,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0210001,0220012,0910609,0300005,0910416,0910436,0910604,0910029,-4,-4,-4,-4,-4,-4,-4
4291,42911,258,2582,1,2,4,2,2,4104,3,3,2,3,3,2,3,2,2,2,4,3,2,4,2,2,2,2,2,2,2,3,3,3,3,4,1,2,-5,-5,1,21,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,2,3,3,2,3,2,3,1,3,4,3,4,3,2,3,1,4,4,3,2,2,1,3,2,3,6,6,1,2,1,2,3,1,4,2,1,2,6,2,6,2,4,2,1,1,2,1,1,3,2,3,2,3,1,4,3,3,2,3,3,3,3,3,1,3,2,3,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,1,3,1,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,2,-5,1,2,1,2,1,1,2,-5,2,-5,1,1,1,1,12,2,1,3,4,2,1,8,1,1,2000,2,3,4,3,2,1,2,3,2,2,3,3,3,2,-5,3,2,2,3,2,2,1,1,2,1,1,1,179,75,2,4,8,1,2,3,2,2,1,1,3,2,2,-5,2,-5,1,2,1,1,2002,1,4,5,2,-5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,2,2,2,3,3,3,3,4,4,0,80,3,0200001,0220012,0700001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0610001,0910876,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4292,42921,288,2882,2,2,5,1,3,2041,3,4,3,3,1,2,2,4,5,3,4,3,2,3,1,1,1,2,2,3,3,4,2,4,3,1,6,2,-5,-5,1,11,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,3,3,3,3,4,3,1,4,4,5,5,4,3,5,1,4,2,3,2,1,1,1,2,1,4,5,2,7,2,6,1,1,4,2,3,2,3,1,4,2,1,4,2,2,3,1,3,3,1,4,2,3,1,4,3,3,1,2,2,5,4,3,1,4,3,4,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,1,1,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,1,3,2,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,1,3,1,3,1,4,2,-5,2,-5,2,1,1,1,7,2,1,1,16,1,1,3,1,1,2000,7,3,1,8,4,6,2,3,3,4,2,3,3,1,2,4,4,3,2,3,3,3,1,8,2,2,1,153,43,2,3,6,1,3,3,2,2,1,2,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,1,1,2,-5,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,2,3,3,4,2,3,3,1,60,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4293,42931,260,2602,2,2,4,2,1,5026,3,4,3,3,2,1,3,1,3,2,2,1,2,3,2,2,2,2,3,2,1,3,3,3,3,6,1,2,-5,-5,1,11,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,4,5,5,3,2,1,3,1,3,5,5,3,2,1,3,2,-5,-5,3,1,1,1,3,2,1,4,3,13,6,2,6,4,1,2,3,2,2,1,1,2,2,1,4,3,2,1,1,1,3,1,4,4,1,1,4,4,1,3,4,3,1,1,1,1,1,1,4,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,4,2,-5,2,-5,2,-5,-5,-5,-5,1,211,3,3,2,-5,1,2,1,4,-5,3,1,2,2,1,50302,4,5,4,1,24121902,4,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,1,3,2,-5,1,1,2,-5,1,2,2,1,1,1,12,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,4,2,3,5,3,3,4,1,9,3,3,4,4,4,3,4,1,2,4,2,1,151,43,2,4,7,2,3,3,1,1,2,2,1,2,2,-5,2,-5,2,-5,2,-5,-5,-5,3,0,2,-5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,2,4,3,3,4,0,-2,-2,0750001,0110001,0900015,0900037,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0940136,0910642,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4294,42941,258,2581,1,2,5,1,2,4104,2,2,3,3,3,3,4,2,3,3,3,2,1,1,1,1,1,1,4,2,2,4,3,4,5,4,3,2,-5,-5,2,-5,2,-5,-5,1,102,2,-5,-5,2,-5,3,2,1,-5,-5,1,4,3,3,3,3,2,2,2,3,2,3,3,2,2,3,2,-5,-5,4,1,1,1,1,2,5,3,6,2,13,1,2,3,1,4,2,4,1,2,1,6,2,4,2,2,1,2,2,1,1,1,1,3,2,2,4,4,2,2,2,2,3,3,2,2,4,2,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,1,1,100618-1,O07020-15,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,1,2,1,40501,3,2,2,1,24220202,5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2,-5,1,3,1,3,1,3,1,3,1,3,2,2,1,2,12,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,6,3,2,3,4,3,4,3,2,-5,2,3,2,4,3,3,1,1,2,4,1,7,170,49,2,2,7,2,2,3,2,2,2,2,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,30,2,-5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,3,2,3,4,0,-2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0610002,0750001,0700008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4295,42951,202,2024,2,2,4,1,3,2001,3,4,3,3,1,4,4,2,3,2,2,2,2,3,1,2,1,1,4,3,4,4,4,4,4,9,1,2,-5,-5,2,-5,2,-5,-5,1,101,2,-5,-5,2,-5,4,1,1,-5,-5,1,4,4,3,3,4,5,4,1,4,4,3,3,4,1,5,1,2,-5,3,3,1,1,1,7,5,1,6,11,13,1,2,2,1,2,3,2,2,5,1,4,2,1,2,1,1,3,2,1,3,1,3,3,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,2,1,1,1,1,1,1,210408-1,A03080-13,12,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,3,2,2,-5,-5,-5,-5,1,21120502,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2,-5,2,-5,2,-5,1,2,2,-5,2,-5,1,1,1,2,2,2,1,5,13,3,3,6,5,1,2500,2,7,4,9,3,2,4,3,4,3,3,3,4,1,1,3,3,3,3,4,4,1,2,1,7,2,7,165,45,2,4,6,3,2,2,2,2,2,2,2,2,2,-5,2,-5,1,1,1,2,1999,6,14,0,2,-5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,1,2,5,4,4,4,3,5,4,1,6.7,-3,0600009,0500024,0220017,0750002,0530001,0700008,0920068,-4,-4,-4,-4,-4,-4,-4,-4,0101001,0540009,0920028,0920021,0920050,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4296,42961,211,2112,1,2,2,1,3,7064,1,1,1,1,4,1,4,2,3,1,1,2,3,3,2,2,2,2,2,4,3,5,1,5,4,4,7,2,-5,-5,1,21,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,5,3,2,3,3,4,3,1,4,2,2,2,1,4,3,1,3,2,3,2,1,2,2,7,1,1,4,11,2,11,14,1,3,2,3,1,1,2,1,4,2,2,2,2,3,4,2,1,4,2,3,2,4,3,3,3,2,2,3,2,5,4,3,3,3,4,3,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,1,2,6,2,-5,-5,2,-5,-5,2,1,2,-5,1,4,1,1,210404-1,A03040-12,12,1,084,4,2,1,2,4,9,1,4,-5,2,1,2,2,1,70607,4,3,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2,-5,2,-5,1,2,1,4,2,-5,2,-5,1,1,2,1,8,11,1,2,3,3,4,6,6,1,2800,5,3,2,9,3,6,2,5,4,5,2,4,3,1,6,4,5,4,4,5,4,4,4,8,1,1,7,176,54,2,4,4,2,1,3,3,1,1,1,1,2,2,-5,1,3,1,2,2,-5,-5,-5,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,4,4,4,3,4,4,0,55.6,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0920185,0920081,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0540082,1020001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4297,42971,239,2394,1,2,4,1,2,4168,5,3,3,2,5,2,3,4,4,2,4,4,2,4,1,2,1,2,1,4,3,4,4,4,4,6,3,2,-5,-5,2,-5,1,14,-4,1,524,2,-5,-5,2,-5,4,1,1,-5,-5,1,4,3,4,4,3,2,3,1,4,3,4,4,4,1,4,1,3,4,3,1,1,3,4,2,5,6,6,2,4,4,3,4,1,4,3,3,4,6,1,3,2,4,4,2,2,1,2,1,4,2,4,3,2,2,2,2,2,2,2,2,4,3,3,3,3,3,1,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,1,2,-5,2,-5,2,-5,-5,-5,-5,1,015,3,3,2,-5,1,2,1,4,-5,2,1,5,2,1,70302,4,4,3,1,24721102,4,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,1,3,2,-5,1,3,2,-5,1,3,1,1,1,2,7,11,1,2,1,2,3,6,7,4,300000,2,1,4,1,1,2,2,3,3,4,3,3,3,1,2,3,3,3,4,2,3,3,1,2,2,1,3,174,65,2,3,7,2,1,2,2,1,1,2,1,2,2,-5,1,4,1,3,2,-5,-5,-5,7,0,2,-5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,1,2,1,4,4,3,1,4,3,0,86.8,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0700001,0101004,0300003,0400006,0750001,0910019,0910150,0910012,0920265,-4,-4,-4,-4,-4,-4
