BYSID,BYS23001,,,BYSID,hope_job_reason
1323,3,,,2625,1
1324,3,,,2627,2
1325,1,,,2629,1
1326,1,,,2631,1
1327,1,,,2632,1
1329,3,,,2634,4
1332,1,,,2636,4
1333,3,,,2637,4
1334,1,,,2638,4
1335,4,,,2639,1
1339,4,,,2643,1
1346,3,,,2644,1
1347,1,,,2645,3
1348,2,,,2646,4
1349,1,,,2647,1
1350,4,,,2649,1
1351,4,,,2650,1
1355,3,,,2651,1
1356,3,,,2653,4
1357,3,,,2655,3
1358,1,,,2656,3
1359,3,,,2657,3
1360,4,,,2662,1
1363,4,,,2664,1
1364,3,,,2668,3
1366,4,,,2671,3
1367,1,,,2673,3
1371,1,,,2674,3
1372,4,,,2675,1
1373,1,,,2678,3
1374,3,,,2680,3
1375,3,,,2681,3
1378,1,,,2684,4
1384,1,,,2687,1
1387,2,,,2691,4
1388,1,,,2693,1
1389,2,,,2694,1
1390,4,,,2696,1
1391,1,,,2697,3
1392,1,,,2700,3
1393,3,,,2701,3
1395,1,,,2702,1
1396,1,,,2704,1
1399,1,,,2705,1
1407,3,,,2707,4
1410,4,,,2708,1
1412,3,,,2711,2
1413,2,,,2716,1
1414,4,,,2717,4
1415,1,,,2719,1
1416,1,,,2720,2
1417,1,,,2726,1
1418,1,,,2728,3
1420,1,,,2729,1
1422,1,,,2731,1
1423,3,,,2733,3
1425,3,,,2737,1
1426,1,,,2738,1
1429,1,,,2739,4
1430,2,,,2740,3
1433,1,,,2741,3
1434,4,,,2742,1
1435,2,,,2743,1
1442,1,,,2744,3
1448,3,,,2749,3
1449,1,,,2752,1
1450,2,,,2753,1
1455,4,,,2754,3
1456,4,,,2755,1
1459,1,,,2760,1
1460,4,,,2761,4
1461,1,,,2762,1
1467,1,,,2764,1
1469,1,,,2765,3
1470,4,,,2766,3
1471,1,,,2767,3
1472,1,,,2768,1
1478,4,,,2769,2
1479,1,,,2771,4
1480,3,,,2772,3
1481,2,,,2773,1
1482,3,,,2774,1
1487,1,,,2775,3
1490,3,,,2779,3
1492,1,,,2780,1
1493,4,,,2784,1
1496,1,,,2788,3
1498,1,,,2789,1
1500,1,,,2794,1
1501,4,,,2797,3
1503,3,,,2800,4
1504,1,,,2801,1
1505,1,,,2805,3
1507,3,,,2806,1
1511,3,,,2809,1
1515,1,,,2810,3
1517,1,,,2811,4
1519,1,,,2812,1
1521,2,,,2817,3
1522,1,,,2822,4
1523,4,,,2824,1
1525,3,,,2827,1
1527,1,,,2832,4
1528,1,,,2833,1
1529,2,,,2834,1
1532,1,,,2836,1
1534,1,,,2837,2
1535,3,,,2838,3
1536,3,,,2839,1
1542,1,,,2840,1
1544,3,,,2841,3
1547,3,,,2842,1
1548,1,,,2844,1
1549,1,,,2847,2
1550,1,,,2849,3
1552,2,,,2850,2
1553,1,,,2851,3
1556,3,,,2852,1
1560,3,,,2857,3
1561,1,,,2858,4
1562,3,,,2859,1
1565,2,,,2860,1
1566,1,,,2861,1
1567,3,,,2865,1
1568,1,,,2866,3
1572,1,,,2869,1
1575,3,,,2874,4
1577,4,,,2875,3
1579,2,,,2876,3
1580,1,,,2878,1
1581,3,,,2880,3
1582,3,,,2883,3
1583,3,,,2884,3
1585,1,,,2885,3
1586,1,,,2888,2
1589,3,,,2889,4
1590,1,,,2890,3
1591,1,,,2891,4
1593,1,,,2892,3
1595,3,,,2899,3
1596,1,,,2900,3
1597,1,,,2903,1
1598,3,,,2905,3
1601,2,,,2906,1
1602,3,,,2908,1
1604,1,,,2911,4
1606,3,,,2914,1
1608,3,,,2915,3
1609,3,,,2916,3
1611,1,,,2918,3
1614,3,,,2920,1
1615,3,,,2921,1
1617,1,,,2924,4
1620,3,,,2927,1
1621,3,,,2929,3
1626,4,,,2930,1
1627,3,,,2931,1
1629,1,,,2932,1
1631,4,,,2937,1
1634,1,,,2940,1
1635,3,,,2941,4
1636,3,,,2942,1
1638,3,,,2943,1
1640,1,,,2944,4
1642,1,,,2947,1
1643,4,,,2949,3
1644,4,,,2954,3
1647,3,,,2958,1
1648,3,,,2959,3
1649,1,,,2960,3
1650,3,,,2961,1
1651,2,,,2962,1
1658,1,,,2964,3
1659,1,,,2965,1
1664,1,,,2969,4
1665,3,,,2970,1
1666,4,,,2971,3
1667,4,,,2972,4
1668,1,,,2973,4
1669,1,,,2974,1
1670,3,,,2975,4
1671,3,,,2976,1
1672,3,,,2978,3
1673,3,,,2980,4
1678,1,,,2986,1
1680,1,,,2988,3
1683,3,,,2992,1
1687,1,,,2996,4
1688,1,,,2998,1
1689,1,,,3000,1
1690,1,,,,
1691,3,,,,
1693,1,,,,
1695,2,,,,
1696,1,,,,
1698,1,,,,
1701,2,,,,
1703,1,,,,
1704,4,,,,
1709,2,,,,
1713,2,,,,
1719,1,,,,
1721,3,,,,
1723,1,,,,
1726,3,,,,
1728,2,,,,
1729,2,,,,
1730,1,,,,
1731,1,,,,
1733,1,,,,
1734,1,,,,
1735,1,,,,
1736,3,,,,
1737,3,,,,
1738,1,,,,
1739,1,,,,
1740,4,,,,
1741,1,,,,
1742,3,,,,
1743,3,,,,
1745,3,,,,
1748,1,,,,
1752,3,,,,
1754,4,,,,
1755,4,,,,
1756,3,,,,
1759,3,,,,
1760,1,,,,
1761,4,,,,
1767,1,,,,
1768,1,,,,
1772,4,,,,
1773,1,,,,
1776,1,,,,
1778,4,,,,
1779,1,,,,
1780,2,,,,
1781,4,,,,
1783,1,,,,
1789,3,,,,
1790,1,,,,
1791,3,,,,
1792,4,,,,
1793,1,,,,
1795,1,,,,
1797,4,,,,
1798,3,,,,
1801,1,,,,
1802,3,,,,
1804,1,,,,
1805,3,,,,
1806,1,,,,
1809,3,,,,
1810,2,,,,
1814,3,,,,
1816,2,,,,
1822,1,,,,
1823,1,,,,
1826,1,,,,
1827,1,,,,
1828,1,,,,
1830,4,,,,
1831,3,,,,
1832,1,,,,
1834,1,,,,
1835,1,,,,
1836,1,,,,
1837,1,,,,
1838,1,,,,
1840,1,,,,
1842,1,,,,
1845,1,,,,
1846,1,,,,
1852,1,,,,
1853,1,,,,
1854,3,,,,
1860,3,,,,
1861,3,,,,
1863,3,,,,
1864,3,,,,
1865,4,,,,
1871,1,,,,
1872,1,,,,
1873,1,,,,
1875,3,,,,
1876,3,,,,
1877,3,,,,
1879,1,,,,
1880,2,,,,
1882,1,,,,
1883,4,,,,
1884,1,,,,
1886,3,,,,
1887,1,,,,
1890,1,,,,
1892,3,,,,
1894,2,,,,
1897,4,,,,
1899,1,,,,
1902,1,,,,
1904,1,,,,
1905,1,,,,
1906,1,,,,
1908,4,,,,
1909,1,,,,
1911,1,,,,
1912,1,,,,
1916,4,,,,
1919,1,,,,
1921,3,,,,
1922,1,,,,
1923,3,,,,
1924,3,,,,
1925,3,,,,
1926,3,,,,
1927,4,,,,
1928,1,,,,
1929,1,,,,
1930,4,,,,
1931,1,,,,
1932,3,,,,
1933,3,,,,
1935,3,,,,
1936,1,,,,
1937,1,,,,
1941,3,,,,
1942,3,,,,
1946,3,,,,
1947,4,,,,
1949,3,,,,
1950,1,,,,
1951,1,,,,
1952,1,,,,
1954,3,,,,
1955,3,,,,
1957,1,,,,
1958,1,,,,
1960,1,,,,
1961,1,,,,
1964,2,,,,
1966,4,,,,
1968,1,,,,
1976,3,,,,
1977,1,,,,
1983,2,,,,
1985,3,,,,
1987,1,,,,
1993,1,,,,
1994,1,,,,
1996,1,,,,
1997,3,,,,
1999,1,,,,
2002,1,,,,
2007,1,,,,
2008,2,,,,
2010,1,,,,
2012,1,,,,
2013,3,,,,
2017,2,,,,
2018,1,,,,
2019,1,,,,
2021,1,,,,
2022,1,,,,
2024,1,,,,
2025,1,,,,
2030,4,,,,
2031,3,,,,
2033,1,,,,
2037,3,,,,
2038,3,,,,
2040,3,,,,
2042,1,,,,
2044,1,,,,
2047,1,,,,
2052,1,,,,
2054,1,,,,
2057,1,,,,
2059,3,,,,
2060,1,,,,
2064,4,,,,
2065,3,,,,
2067,4,,,,
2070,4,,,,
2071,1,,,,
2074,3,,,,
2075,3,,,,
2076,1,,,,
2078,3,,,,
2080,1,,,,
2083,1,,,,
2084,1,,,,
2086,1,,,,
2087,3,,,,
2088,4,,,,
2089,3,,,,
2091,1,,,,
2092,1,,,,
2093,1,,,,
2094,1,,,,
2097,4,,,,
2098,3,,,,
2099,1,,,,
2100,3,,,,
2101,3,,,,
2108,4,,,,
2109,1,,,,
2110,1,,,,
2117,3,,,,
2118,3,,,,
2119,1,,,,
2121,2,,,,
2122,3,,,,
2125,4,,,,
2126,2,,,,
2128,3,,,,
2129,3,,,,
2130,4,,,,
2133,3,,,,
2134,1,,,,
2135,1,,,,
2136,1,,,,
2137,4,,,,
2139,1,,,,
2140,2,,,,
2144,3,,,,
2145,1,,,,
2146,1,,,,
2148,1,,,,
2149,1,,,,
2153,1,,,,
2154,3,,,,
2156,1,,,,
2157,1,,,,
2158,1,,,,
2159,3,,,,
2162,4,,,,
2165,1,,,,
2166,1,,,,
2167,1,,,,
2168,1,,,,
2172,1,,,,
2173,1,,,,
2174,3,,,,
2176,1,,,,
2178,1,,,,
2179,3,,,,
2180,2,,,,
2181,3,,,,
2183,4,,,,
2191,1,,,,
2193,4,,,,
2194,1,,,,
2196,4,,,,
2198,1,,,,
2200,-2,,,,
2201,1,,,,
2202,3,,,,
2203,3,,,,
2204,1,,,,
2206,3,,,,
2210,1,,,,
2213,3,,,,
2215,3,,,,
2216,3,,,,
2217,1,,,,
2218,3,,,,
2219,1,,,,
2221,2,,,,
2224,1,,,,
2225,1,,,,
2227,1,,,,
2228,3,,,,
2231,1,,,,
2232,3,,,,
2233,3,,,,
2234,1,,,,
2236,1,,,,
2237,1,,,,
2238,1,,,,
2239,4,,,,
2240,4,,,,
2243,3,,,,
2246,1,,,,
2248,1,,,,
2250,1,,,,
2251,1,,,,
2253,4,,,,
2254,3,,,,
2255,1,,,,
2256,1,,,,
2257,1,,,,
2258,3,,,,
2260,1,,,,
2263,4,,,,
2266,4,,,,
2271,3,,,,
2276,1,,,,
2277,2,,,,
2279,1,,,,
2280,3,,,,
2281,1,,,,
2283,1,,,,
2286,3,,,,
2288,1,,,,
2290,2,,,,
2292,1,,,,
2294,1,,,,
2295,1,,,,
2296,4,,,,
2297,3,,,,
2298,3,,,,
2302,1,,,,
2303,3,,,,
2304,1,,,,
2305,1,,,,
2309,1,,,,
2310,1,,,,
2311,4,,,,
2313,1,,,,
2315,1,,,,
2316,3,,,,
2321,3,,,,
2324,1,,,,
2326,2,,,,
2327,1,,,,
2328,3,,,,
2329,1,,,,
2331,1,,,,
2332,3,,,,
2333,1,,,,
2335,1,,,,
2336,1,,,,
2337,1,,,,
2338,1,,,,
2339,1,,,,
2342,1,,,,
2345,4,,,,
2346,3,,,,
2347,1,,,,
2349,4,,,,
2351,1,,,,
2354,3,,,,
2355,3,,,,
2356,1,,,,
2357,1,,,,
2361,1,,,,
2362,3,,,,
2371,1,,,,
2372,1,,,,
2373,1,,,,
2378,1,,,,
2380,1,,,,
2382,3,,,,
2385,1,,,,
2387,1,,,,
2388,3,,,,
2389,3,,,,
2391,3,,,,
2393,1,,,,
2396,1,,,,
2398,1,,,,
2399,3,,,,
2400,3,,,,
2402,1,,,,
2404,4,,,,
2405,4,,,,
2407,4,,,,
2408,1,,,,
2410,1,,,,
2414,1,,,,
2416,3,,,,
2418,1,,,,
2419,3,,,,
2421,1,,,,
2422,1,,,,
2425,1,,,,
2429,3,,,,
2430,1,,,,
2431,3,,,,
2433,4,,,,
2436,1,,,,
2437,1,,,,
2439,1,,,,
2440,4,,,,
2441,2,,,,
2443,1,,,,
2444,2,,,,
2447,2,,,,
2449,1,,,,
2450,3,,,,
2452,1,,,,
2453,1,,,,
2454,1,,,,
2458,1,,,,
2459,3,,,,
2460,1,,,,
2462,1,,,,
2468,1,,,,
2470,2,,,,
2471,4,,,,
2475,4,,,,
2476,1,,,,
2477,4,,,,
2481,3,,,,
2483,1,,,,
2485,3,,,,
2487,3,,,,
2488,1,,,,
2489,3,,,,
2490,3,,,,
2491,1,,,,
2492,4,,,,
2494,1,,,,
2495,1,,,,
2497,1,,,,
2499,1,,,,
2503,2,,,,
2506,3,,,,
2507,2,,,,
2508,1,,,,
2511,3,,,,
2512,2,,,,
2517,1,,,,
2519,3,,,,
2525,1,,,,
2526,4,,,,
2528,1,,,,
2529,1,,,,
2530,1,,,,
2532,1,,,,
2533,1,,,,
2535,4,,,,
2537,1,,,,
2540,3,,,,
2541,4,,,,
2542,3,,,,
2543,1,,,,
2544,1,,,,
2545,1,,,,
2546,1,,,,
2547,1,,,,
2548,3,,,,
2549,3,,,,
2552,1,,,,
2554,1,,,,
2557,2,,,,
2559,3,,,,
2560,4,,,,
2562,1,,,,
2564,1,,,,
2566,1,,,,
2568,4,,,,
2570,1,,,,
2573,3,,,,
2574,1,,,,
2575,1,,,,
2576,4,,,,
2577,3,,,,
2579,1,,,,
2580,3,,,,
2582,4,,,,
2584,1,,,,
2585,4,,,,
2586,3,,,,
2587,2,,,,
2588,1,,,,
2589,3,,,,
2590,3,,,,
2591,1,,,,
2592,1,,,,
2594,1,,,,
2595,1,,,,
2596,1,,,,
2598,3,,,,
2599,2,,,,
2600,1,,,,
2602,2,,,,
2606,3,,,,
2611,1,,,,
2613,1,,,,
2615,4,,,,
2616,3,,,,
2617,1,,,,
2619,3,,,,
2620,1,,,,
2622,3,,,,
2625,1,,,,
2627,2,,,,
2628,3,,,,
2629,1,,,,
2631,1,,,,
2632,1,,,,
2634,4,,,,
2636,4,,,,
2637,4,,,,
2638,4,,,,
2639,1,,,,
2643,1,,,,
2644,1,,,,
2645,3,,,,
2646,4,,,,
2647,1,,,,
2649,1,,,,
2650,1,,,,
2651,1,,,,
2653,4,,,,
2655,3,,,,
2656,3,,,,
2657,3,,,,
2662,1,,,,
2663,1,,,,
2664,1,,,,
2667,2,,,,
2668,3,,,,
2671,3,,,,
2673,3,,,,
2674,3,,,,
2675,1,,,,
2678,3,,,,
2680,3,,,,
2681,3,,,,
2684,4,,,,
2687,1,,,,
2691,4,,,,
2693,1,,,,
2694,1,,,,
2696,1,,,,
2697,3,,,,
2700,3,,,,
2701,3,,,,
2702,1,,,,
2704,1,,,,
2705,1,,,,
2707,4,,,,
2708,1,,,,
2711,2,,,,
2716,1,,,,
2717,4,,,,
2719,1,,,,
2720,2,,,,
2726,1,,,,
2728,3,,,,
2729,1,,,,
2731,1,,,,
2733,3,,,,
2737,1,,,,
2738,1,,,,
2739,4,,,,
2740,3,,,,
2741,3,,,,
2742,1,,,,
2743,1,,,,
2744,3,,,,
2745,4,,,,
2749,3,,,,
2752,1,,,,
2753,1,,,,
2754,3,,,,
2755,1,,,,
2760,1,,,,
2761,4,,,,
2762,1,,,,
2764,1,,,,
2765,3,,,,
2766,3,,,,
2767,3,,,,
2768,1,,,,
2769,2,,,,
2771,4,,,,
2772,3,,,,
2773,1,,,,
2774,1,,,,
2775,3,,,,
2779,3,,,,
2780,1,,,,
2784,1,,,,
2788,3,,,,
2789,1,,,,
2794,1,,,,
2797,3,,,,
2800,4,,,,
2801,1,,,,
2802,1,,,,
2805,3,,,,
2806,1,,,,
2809,1,,,,
2810,3,,,,
2811,4,,,,
2812,1,,,,
2817,3,,,,
2822,4,,,,
2824,1,,,,
2827,1,,,,
2832,4,,,,
2833,1,,,,
2834,1,,,,
2836,1,,,,
2837,2,,,,
2838,3,,,,
2839,1,,,,
2840,1,,,,
2841,3,,,,
2842,1,,,,
2844,1,,,,
2845,1,,,,
2847,2,,,,
2849,3,,,,
2850,2,,,,
2851,3,,,,
2852,1,,,,
2857,3,,,,
2858,4,,,,
2859,1,,,,
2860,1,,,,
2861,1,,,,
2865,1,,,,
2866,3,,,,
2867,1,,,,
2869,1,,,,
2874,4,,,,
2875,3,,,,
2876,3,,,,
2878,1,,,,
2880,3,,,,
2883,3,,,,
2884,3,,,,
2885,3,,,,
2888,2,,,,
2889,4,,,,
2890,3,,,,
2891,4,,,,
2892,3,,,,
2895,3,,,,
2899,3,,,,
2900,3,,,,
2903,1,,,,
2905,3,,,,
2906,1,,,,
2908,1,,,,
2911,4,,,,
2914,1,,,,
2915,3,,,,
2916,3,,,,
2918,3,,,,
2920,1,,,,
2921,1,,,,
2922,3,,,,
2924,4,,,,
2927,1,,,,
2929,3,,,,
2930,1,,,,
2931,1,,,,
2932,1,,,,
2937,1,,,,
2938,1,,,,
2940,1,,,,
2941,4,,,,
2942,1,,,,
2943,1,,,,
2944,4,,,,
2947,1,,,,
2949,3,,,,
2954,3,,,,
2957,1,,,,
2958,1,,,,
2959,3,,,,
2960,3,,,,
2961,1,,,,
2962,1,,,,
2964,3,,,,
2965,1,,,,
2966,1,,,,
2969,4,,,,
2970,1,,,,
2971,3,,,,
2972,4,,,,
2973,4,,,,
2974,1,,,,
2975,4,,,,
2976,1,,,,
2978,3,,,,
2980,4,,,,
2986,1,,,,
2988,3,,,,
2992,1,,,,
2996,4,,,,
2998,1,,,,
2999,1,,,,
3000,1,,,,
