BYSID,Influence_cate,Influence_cate_one,Feeling_cate,consideration_cate,Intuition_cate,Sensing_cate,GENDER,jobselect1st,jobselect2nd,jobSuccess,careerMaturity_cate,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schLecSatisfi_cate,schFacilSatisfi_cate,teacherRel_cate,careerInfo_cate,selfUnderstanding_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,foreignLanguage_cate,physical_cate,faAttention_cate,moAttention_cate,BYS22001,BYS22002,BYS23002,BYS23003,BYS23004,BYS04008,BYS04009,sch_code,AT_05,club,father_job,col_major,h_major,col_major,LN_house_income,house_income_cat,J007C
1928,2,1,1,1,1,1,2,2,2,1,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,1,7,2,3,2,1,9,4,3,20,0,2,5,2,4.553876892,1,1
1931,1,0,1,1,1,2,2,1,1,1,3,3,4,2,2,3,1,3,3,2,2,1,3,3,2,3,8,2,1,4,4,4,3,10,0,0,1,7,1,7,5.298317367,2,1
1933,1,0,1,2,1,1,1,2,1,1,3,3,3,1,2,3,1,2,3,3,2,2,3,4,4,3,1,2,3,1,3,6,3,4,0,15,4,0,5,0,5.501258211,3,1
1935,2,1,2,1,2,2,2,1,2,1,2,3,3,2,3,3,1,3,2,2,4,1,3,2,3,4,8,1,1,2,2,5,1,2,0,0,4,0,5,0,4.787491743,2,1
1937,2,1,1,1,2,2,1,1,1,1,3,2,1,2,3,2,1,3,3,3,2,4,1,2,2,2,2,1,1,8,4,3,5,9,2,0,4,4,2,4,5.347107531,3,2
1941,2,1,1,1,1,1,1,1,2,1,3,3,2,1,2,2,1,3,3,3,2,2,2,3,2,3,1,6,1,2,2,4,1,9,1,0,1,1,1,1,5.347107531,3,4
1942,0,0,2,1,1,2,1,1,1,1,4,3,2,1,3,3,1,2,4,4,4,3,5,3,4,3,2,1,1,4,2,4,1,8,1,0,2,1,1,1,5.686975356,3,3
1946,1,0,1,1,1,1,2,1,1,1,3,2,2,2,3,3,1,3,3,3,2,3,3,3,3,3,1,8,1,4,2,5,3,9,2,6,4,4,1,4,5.272999559,2,4
1947,2,1,1,2,1,1,2,2,1,1,4,4,3,1,3,3,1,5,5,4,2,4,2,1,4,5,3,1,2,1,2,3,5,9,2,20,4,3,2,3,5.686975356,3,1
1949,1,0,1,1,1,1,1,1,2,1,3,3,3,1,3,3,1,2,2,3,3,2,3,4,3,4,9,7,4,6,3,4,3,0,1,0,3,7,5,7,5.686975356,3,3
1950,2,1,1,2,2,1,2,1,1,1,4,3,2,1,3,3,1,4,4,3,3,3,3,3,3,4,2,6,1,4,2,1,6,8,1,0,4,2,1,2,5.703782475,3,1
1951,2,1,1,1,1,2,1,1,2,1,3,4,4,1,3,3,1,3,3,3,3,3,2,3,4,4,1,3,1,2,2,1,6,4,0,0,1,4,5,4,6.040254711,4,4
1952,1,0,1,1,2,2,1,1,1,1,4,3,3,1,2,2,2,3,4,4,3,3,3,4,4,4,2,8,1,4,2,4,3,9,2,0,3,4,2,4,6.956545443,5,2
1954,3,1,1,1,1,2,1,2,1,2,3,3,3,1,3,3,1,3,4,3,4,3,4,4,4,4,1,3,2,4,1,6,1,8,1,0,1,0,1,0,5.686975356,3,1
1957,2,1,1,1,1,1,2,1,2,2,3,2,2,1,1,2,1,3,4,3,2,3,3,2,3,3,1,2,1,2,1,9,6,10,0,0,4,5,1,5,5.272999559,2,1
1958,2,1,1,1,1,1,2,1,1,1,2,3,4,1,3,2,1,3,2,3,2,2,2,5,3,3,2,3,1,4,2,5,9,10,1,20,0,2,1,2,5.37815,3,3
1960,3,1,0,2,2,2,1,2,1,1,4,3,3,2,3,3,1,3,4,4,4,3,3,4,3,3,3,1,2,1,4,4,1,8,2,0,3,5,2,5,5.857933154,4,3
1964,1,0,1,2,1,1,2,1,2,1,2,2,2,1,2,3,1,3,2,2,2,2,2,3,4,4,8,10,1,6,3,9,6,10,1,0,5,6,1,6,4.553876892,1,1
1966,1,0,2,1,1,1,2,1,2,1,3,3,2,1,2,3,1,3,4,2,3,1,2,1,3,3,2,5,1,9,4,1,5,8,1,21,5,1,1,1,5.686975356,3,1
1976,1,0,1,0,2,2,1,1,1,1,5,3,2,2,3,3,1,4,5,5,4,2,4,2,3,3,1,6,1,8,2,4,6,8,0,0,2,2,1,2,5.978885765,4,1
1977,2,1,0,1,1,1,1,2,1,1,4,3,3,1,3,3,1,3,4,3,3,3,3,4,4,4,2,1,2,1,2,4,3,9,2,15,1,4,2,4,7.244227516,5,1
1983,1,0,1,2,2,2,2,1,1,1,2,3,3,2,3,3,1,3,3,3,2,2,1,4,4,4,8,1,1,5,2,6,3,10,1,0,5,7,1,7,5.703782475,3,2
1985,2,1,1,1,1,1,1,2,1,1,2,3,2,2,3,2,1,3,2,2,2,2,2,4,3,3,9,8,6,1,2,4,1,8,0,0,4,2,1,2,5.857933154,4,2
1993,2,1,2,1,2,2,2,2,1,2,3,3,4,1,2,2,1,3,2,3,3,3,3,3,3,3,3,2,2,1,1,3,9,9,1,30,3,0,1,0,6.902742737,5,1
1997,0,0,1,0,1,1,1,1,2,1,2,2,1,2,3,3,1,3,2,2,3,2,3,1,3,3,2,10,1,2,2,4,5,8,1,0,4,0,1,0,5.501258211,3,4
1999,2,1,1,1,1,2,1,1,2,2,3,3,3,1,3,3,1,4,4,2,3,2,2,5,3,4,2,7,1,2,1,4,1,10,0,21,4,4,0,4,5.857933154,4,2
2002,1,0,1,2,2,2,1,1,1,1,3,3,3,1,3,2,1,4,4,3,4,3,3,5,3,3,1,6,1,4,2,4,3,8,1,0,5,2,1,2,5.686975356,3,2
2007,1,0,1,1,1,2,1,1,1,1,2,2,2,2,2,3,2,1,1,2,2,2,2,3,3,4,2,6,1,8,2,4,3,4,0,0,4,4,5,4,5.686975356,3,4
2008,1,0,1,1,1,1,2,1,1,1,3,3,3,1,2,3,1,3,3,3,2,3,3,3,2,3,10,2,5,1,4,4,3,2,0,0,4,3,5,3,5.598421959,3,1
2010,0,0,1,1,2,1,2,2,2,1,4,3,2,1,3,1,1,3,4,4,3,3,2,1,3,3,3,6,3,6,4,4,5,8,1,0,4,1,1,1,5.438079309,3,3
2012,1,0,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,3,2,2,2,2,2,2,3,3,1,3,2,7,4,4,1,9,1,0,4,0,1,0,6.109247583,4,4
2013,2,1,1,2,1,2,2,1,2,1,3,3,3,1,2,3,1,4,4,3,3,4,3,3,4,4,4,2,1,3,2,6,4,10,1,0,1,7,1,7,4.976733742,2,1
2018,1,0,2,1,2,1,1,2,2,2,3,3,3,2,3,2,1,4,2,3,3,3,3,3,3,3,3,1,3,2,1,4,5,9,2,0,3,0,2,0,5.686975356,3,3
2021,2,1,1,2,3,2,2,1,2,1,2,3,3,1,3,3,1,3,2,3,3,3,3,3,3,4,1,3,1,3,4,1,5,8,1,0,5,7,1,7,5.843544417,4,1
2022,1,0,1,1,1,1,1,2,2,1,3,2,2,2,2,3,1,3,3,3,2,3,3,2,1,3,3,1,3,2,4,4,6,9,1,0,3,4,1,4,5.560681631,3,2
2024,1,0,1,1,1,2,1,1,1,1,3,2,2,1,2,3,2,4,3,3,2,2,1,3,3,3,2,6,1,4,2,4,6,10,1,7,0,0,1,0,5.686975356,3,4
2030,2,1,2,1,1,1,2,1,2,1,4,3,4,2,4,3,1,3,4,4,2,3,2,5,3,4,1,6,1,2,2,4,1,0,3,15,4,0,5,0,5.164785974,2,1
2031,1,0,1,1,1,2,2,1,2,1,4,3,2,2,3,2,1,4,4,4,4,4,5,2,2,5,2,7,1,6,2,3,4,10,1,3,0,3,1,3,5.686975356,3,1
2033,1,0,1,0,1,1,2,1,2,1,4,3,2,1,2,2,1,4,4,3,2,3,2,4,4,5,2,1,1,9,2,9,4,10,1,15,0,7,1,7,5.37815,3,3
2037,1,0,1,1,2,1,1,1,1,1,3,3,3,1,3,3,1,3,3,3,3,4,4,4,4,3,1,2,1,4,2,6,9,4,0,27,3,4,5,4,5.857933154,4,3
2038,2,1,1,1,1,2,1,1,2,1,4,3,2,1,4,3,1,3,4,4,2,3,2,3,4,4,1,2,1,3,2,4,3,4,3,0,4,4,5,4,5.598421959,3,1
2042,1,0,0,1,1,1,1,1,1,1,3,2,2,1,3,3,1,3,3,3,3,3,4,4,3,3,2,1,1,4,4,6,9,8,1,0,3,2,1,2,5.991464547,4,2
2044,1,0,0,1,1,1,1,1,2,2,2,2,1,1,3,2,1,3,2,2,2,3,1,3,3,3,3,1,1,2,1,4,3,9,1,0,1,2,1,2,5.857933154,4,1
2047,1,0,1,2,2,1,1,1,2,1,3,2,2,1,3,3,1,3,3,2,2,2,2,3,2,3,8,1,1,2,2,4,3,8,1,0,1,4,1,4,6.204557763,4,4
2052,2,1,1,1,1,1,1,1,1,1,4,4,4,1,3,2,1,4,4,4,2,4,3,5,3,4,2,1,1,4,4,6,3,4,3,0,0,0,5,0,5.991464547,4,4
2054,2,1,1,2,1,2,1,1,1,1,3,3,3,1,4,3,1,3,4,3,2,3,3,4,4,4,8,3,1,4,2,3,4,9,1,0,1,0,2,0,6.109247583,4,3
2059,2,1,0,1,1,1,2,1,1,1,3,4,4,1,2,2,2,3,4,3,4,3,4,2,3,4,6,1,1,4,3,3,4,9,2,0,2,0,0,0,6.613384218,5,1
2060,1,0,1,1,1,1,2,1,1,1,2,3,2,1,3,3,1,2,2,2,2,2,3,3,4,4,8,1,1,5,3,5,4,8,1,0,4,3,1,3,5.799092654,4,1
2064,2,1,1,1,1,1,1,1,1,1,3,3,2,1,3,3,1,2,3,4,2,2,2,5,3,4,6,9,1,4,2,3,4,4,0,27,4,4,5,4,5.686975356,3,3
2065,1,0,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,1,8,3,2,4,4,6,4,0,0,4,0,5,0,4.976733742,2,1
2067,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,3,2,3,1,1,3,2,1,9,9,1,2,4,5,7,0,0,0,5,5,5,4.317488114,1,3
2070,2,1,1,1,1,1,1,1,2,1,2,3,3,1,3,3,1,3,2,2,2,3,2,4,3,3,2,1,1,2,3,4,1,8,1,0,1,2,0,2,5.37815,3,1
2071,2,1,1,1,1,1,2,2,2,2,2,3,4,1,2,2,1,3,2,3,4,1,4,4,3,4,6,3,2,9,1,3,6,1,3,30,1,0,5,0,5.521460918,3,2
2074,1,0,1,1,1,1,1,1,2,1,3,3,3,1,3,3,1,3,4,3,2,3,3,2,4,4,2,8,1,6,2,4,3,9,1,0,3,0,2,0,5.703782475,3,1
2075,1,0,2,1,1,2,2,1,2,2,2,2,3,2,2,2,1,3,2,2,3,2,2,3,3,2,2,3,1,2,1,6,4,10,1,11,2,0,2,0,5.598421959,3,3
2076,1,0,1,1,1,1,2,1,2,1,2,3,3,1,3,3,1,3,2,2,2,3,2,3,2,3,2,3,1,2,4,6,9,8,0,0,4,2,1,2,5.298317367,2,1
2078,1,0,0,2,2,1,2,1,1,1,3,3,3,1,3,3,1,3,4,2,4,2,5,2,3,4,2,9,1,8,4,1,9,8,1,0,4,5,1,5,6.29156914,5,3
2080,1,0,1,1,1,1,2,2,2,2,1,2,1,3,2,2,1,2,1,3,2,1,1,1,2,2,3,1,2,3,1,6,1,10,1,0,5,2,1,2,5.272999559,2,3
2083,2,1,1,1,1,1,1,1,2,2,3,3,3,1,3,3,1,3,4,2,3,2,4,1,4,4,1,3,1,3,1,4,6,9,0,21,1,4,2,4,5.843544417,4,2
2084,2,1,1,1,1,1,1,1,2,1,3,3,3,1,2,3,1,2,4,3,2,3,3,5,3,4,8,3,4,9,2,4,5,8,1,0,3,2,1,2,5.703782475,3,1
2086,1,0,1,1,1,2,1,1,1,1,2,3,2,1,3,2,1,3,2,2,3,3,2,4,4,4,2,10,1,5,2,4,3,8,2,0,3,4,2,4,4.976733742,2,2
2089,1,0,2,2,1,1,1,1,2,1,2,2,2,2,3,2,1,3,3,2,3,1,3,3,3,4,6,9,1,6,2,1,4,10,1,0,4,0,1,0,5.913503006,4,2
2092,1,0,1,1,1,1,2,1,2,1,3,2,2,2,2,2,2,3,3,3,2,2,4,3,2,3,2,1,1,2,4,6,9,9,2,0,1,0,2,0,6.90475077,5,2
2093,3,1,2,2,3,2,1,1,2,1,3,3,3,2,3,3,1,3,4,3,2,1,2,5,4,3,1,6,1,7,2,5,4,4,0,15,4,4,5,4,5.298317367,2,3
2094,2,1,0,1,2,1,1,2,2,1,4,3,3,1,3,2,1,3,4,4,3,4,3,5,3,4,2,6,2,3,2,3,5,8,1,0,4,2,1,2,4.605170186,1,3
2097,1,0,2,0,1,1,2,1,1,2,2,3,3,1,2,2,1,3,2,2,2,3,2,4,4,4,2,7,1,8,1,3,4,0,0,0,1,2,5,2,5.978885765,4,1
2098,1,0,0,1,1,2,1,1,2,1,4,4,3,1,3,2,1,3,5,4,4,5,4,3,4,4,1,2,1,2,2,1,6,9,0,0,1,4,0,4,6.388561406,5,1
2099,0,0,1,0,1,1,1,2,1,2,3,2,1,2,2,2,1,3,3,3,3,4,1,1,2,3,8,5,2,1,1,6,7,9,1,0,3,0,2,0,5.991464547,4,1
2100,1,0,1,1,1,2,1,2,1,2,2,3,2,2,3,4,1,3,3,2,3,1,4,4,3,3,9,2,6,1,1,4,3,4,0,0,4,0,5,0,5.298317367,2,4
2101,1,0,2,1,1,1,2,1,2,1,3,3,4,2,3,3,1,4,4,2,4,2,2,4,3,4,8,9,1,6,2,3,5,4,3,9,4,0,5,0,5.298317367,2,4
2108,1,0,0,1,1,1,2,1,1,1,3,2,2,2,3,3,1,3,3,4,3,4,4,3,2,3,2,6,1,4,4,1,4,9,0,0,4,5,2,5,5.298317367,2,2
2109,1,0,2,1,1,1,2,2,1,1,3,3,3,2,2,2,1,3,3,2,3,3,2,3,3,4,2,1,3,1,4,4,3,8,1,0,4,1,1,1,5.298317367,2,2
2118,2,1,1,1,1,2,1,1,1,2,4,3,3,1,3,2,1,4,4,3,3,2,2,3,3,4,1,9,1,8,1,4,3,8,1,0,1,2,1,2,5.768320996,4,1
2121,1,0,1,1,1,1,1,1,1,2,3,3,3,2,4,2,1,2,4,2,1,1,1,5,3,2,8,10,4,1,1,4,3,10,0,0,5,7,1,7,4.442651256,1,2
2122,1,0,0,1,1,1,2,1,1,1,3,3,4,1,2,2,1,4,4,3,3,1,4,5,3,4,2,1,1,4,2,9,5,10,0,16,4,0,1,0,5.298317367,2,3
2128,2,1,2,2,2,2,1,1,2,1,3,3,3,1,3,3,1,3,3,4,2,2,2,4,3,4,8,3,4,2,2,4,5,9,2,23,4,5,2,5,4.976733742,2,4
2129,0,0,1,1,1,0,2,2,1,1,2,2,3,2,3,2,1,3,2,2,2,3,1,4,4,4,2,1,2,1,2,5,3,9,0,5,5,7,1,7,4.976733742,2,4
2130,2,1,1,2,2,2,1,1,2,1,3,3,4,1,3,3,1,3,3,3,3,4,4,3,4,4,9,8,1,6,4,4,5,9,2,15,4,0,2,0,5.886104031,4,3
2133,1,0,1,1,1,0,2,1,1,1,3,3,2,1,2,2,1,3,2,4,3,3,4,4,4,4,2,8,1,4,3,4,5,9,2,0,1,0,2,0,5.272999559,2,3
2134,0,0,1,1,1,1,2,1,1,1,3,2,2,2,2,3,1,3,3,2,3,2,2,2,3,3,2,1,1,4,2,3,4,8,1,0,4,1,1,1,5.272999559,2,3
2135,2,1,1,1,1,1,1,2,1,1,1,2,2,1,3,3,1,3,1,2,2,2,2,2,3,3,1,8,2,8,2,4,6,9,1,0,2,0,1,0,4.976733742,2,3
2136,1,0,2,1,1,2,2,1,2,2,3,3,3,1,2,2,1,3,3,2,2,2,2,3,3,4,1,3,1,2,1,6,5,10,1,21,5,2,1,2,5.272999559,2,3
2137,2,1,2,2,2,1,1,1,2,2,3,2,2,2,2,2,1,3,5,3,3,3,3,4,3,4,1,3,1,2,1,4,3,0,2,0,1,4,5,4,5.010635294,2,2
2139,1,0,1,1,1,1,1,2,1,1,3,2,3,1,3,3,1,3,3,4,1,1,1,4,4,4,1,2,2,1,2,6,3,8,1,0,4,7,1,7,4.976733742,2,2
2140,2,1,1,1,1,1,2,1,1,1,4,3,4,2,2,3,1,3,5,4,2,1,2,4,2,3,4,2,1,5,4,1,4,10,1,0,0,2,1,2,3.80666249,1,3
2146,1,0,0,1,2,1,2,2,2,1,3,3,4,2,4,3,1,4,3,3,3,3,2,5,4,4,1,6,3,7,2,1,9,0,0,0,4,0,5,0,5.572154032,3,1
2148,1,0,0,1,1,1,1,2,1,1,3,2,2,1,3,2,2,2,3,3,2,2,2,3,3,3,9,3,3,1,2,4,3,4,3,0,4,4,5,4,5.686975356,3,2
2149,2,1,1,1,1,1,1,1,2,1,3,2,2,1,2,3,2,3,4,3,2,3,2,4,3,4,8,2,1,2,2,3,4,4,0,0,4,4,5,4,6.173786104,4,3
2153,2,1,0,1,2,2,2,1,2,1,3,3,4,1,3,4,1,2,3,3,3,2,2,3,3,3,1,2,1,6,2,3,2,8,1,0,5,2,1,2,5.272999559,2,1
2154,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,3,3,2,2,3,2,4,2,4,1,3,4,1,3,3,4,9,2,0,4,2,2,2,5.298317367,2,1
2156,1,0,0,1,2,1,1,1,2,1,2,2,1,1,3,3,2,3,3,3,4,2,4,4,2,3,2,9,1,2,2,4,5,8,1,0,4,0,1,0,5.686975356,3,3
2157,1,0,1,2,1,1,2,1,2,1,3,3,2,2,3,3,1,2,3,3,3,3,1,2,2,3,1,6,1,2,2,3,1,9,2,0,1,5,2,5,5.703782475,3,1
2158,1,0,1,2,1,1,2,1,2,1,3,2,2,2,3,3,1,2,3,3,2,2,3,2,3,3,2,1,1,7,2,3,1,9,2,0,1,2,2,2,5.913503006,4,1
2159,1,0,0,1,1,2,1,1,2,1,2,2,3,1,3,3,1,3,3,2,2,1,1,4,4,3,8,1,1,3,2,6,4,2,0,0,4,0,5,0,5.541263545,3,4
2162,2,1,1,1,1,1,1,1,1,1,3,3,4,2,2,4,1,3,4,3,2,3,3,5,4,4,2,1,1,5,2,4,1,10,0,21,1,7,1,7,5.940171253,4,1
2165,2,1,1,2,3,2,2,2,1,1,3,3,2,3,2,3,1,3,4,2,3,2,2,4,2,3,3,1,2,1,2,4,5,8,1,0,5,6,1,6,4.007333185,1,1
2166,2,1,1,1,1,1,2,1,1,1,3,3,3,1,3,3,1,2,4,3,2,2,2,4,3,3,2,6,1,4,2,3,4,5,0,0,0,5,5,5,4.553876892,1,4
2167,1,0,0,2,1,2,1,2,2,1,3,2,3,2,3,2,1,3,3,3,3,3,2,5,3,3,1,9,3,6,4,1,4,9,2,0,4,4,2,4,5.393627546,3,1
2168,1,0,1,2,1,2,2,1,2,1,4,3,3,1,3,2,1,3,4,4,4,3,4,3,4,4,2,1,1,2,4,4,5,8,0,6,3,1,1,1,4.976733742,2,2
2172,1,0,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,3,2,2,3,1,3,2,4,3,1,7,1,2,2,6,3,8,1,0,5,2,1,2,5.501258211,3,2
2173,1,0,1,1,1,1,1,1,2,1,3,2,1,1,2,2,2,3,3,3,3,3,3,2,3,4,7,9,1,2,2,4,3,10,2,2,4,4,2,4,5.521460918,3,2
2174,2,1,2,1,1,1,2,1,2,1,3,3,2,2,3,3,1,4,3,2,2,2,2,3,3,3,1,2,1,2,4,5,1,4,0,0,1,7,0,7,5.686975356,3,1
2176,1,0,1,1,1,2,2,1,2,1,2,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,2,1,1,3,4,6,1,8,1,0,5,1,1,1,5.940171253,4,2
2179,2,1,0,2,2,2,1,2,2,1,3,3,5,2,4,3,1,3,4,3,3,3,2,5,4,4,1,8,2,6,4,3,6,10,0,0,4,6,1,6,4.248495242,1,4
2181,1,0,0,2,2,2,2,1,1,1,4,3,2,1,4,3,1,3,3,4,3,4,4,3,3,3,8,10,1,4,2,3,1,9,2,0,2,4,2,4,5.913503006,4,1
2183,2,1,1,1,1,1,2,1,2,1,3,3,3,1,3,3,1,3,3,3,2,2,3,3,2,4,1,2,1,2,4,5,6,10,1,0,3,1,1,1,5.272999559,2,1
2191,2,1,1,2,2,2,1,2,2,1,3,2,2,1,2,2,1,3,3,3,2,2,2,4,3,3,3,9,3,6,4,9,3,8,1,0,4,0,1,0,5.164785974,2,2
2193,2,1,2,1,1,1,2,2,2,1,3,3,3,1,2,2,1,3,3,2,3,2,2,3,2,4,2,7,6,9,2,3,1,10,1,0,4,2,1,2,5.913503006,4,1
2194,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,3,2,3,3,2,2,3,3,6,1,8,4,4,4,1,10,1,0,2,4,1,4,5.686975356,3,2
2198,1,0,1,1,2,2,2,2,1,1,2,2,3,2,3,2,1,3,2,3,3,3,3,3,2,3,2,3,2,1,2,1,9,9,2,0,0,5,2,5,5.37815,3,3
2200,1,0,0,2,1,1,1,1,2,1,3,3,3,1,2,2,2,3,3,4,2,2,1,3,3,3,9,8,1,6,4,4,3,4,0,0,2,4,5,4,5.272999559,2,4
2201,0,0,1,0,1,1,2,2,2,1,1,3,2,2,2,2,1,3,1,1,2,2,1,1,3,4,1,8,3,2,4,4,5,8,1,0,3,1,1,1,5.686975356,3,1
2202,2,1,1,2,2,2,2,1,1,1,4,3,2,1,3,2,1,3,4,4,5,5,5,3,3,3,1,5,1,5,4,3,6,9,0,0,4,7,2,7,5.978885765,4,3
2203,1,0,1,1,1,1,2,1,1,1,3,2,1,1,2,3,1,3,2,4,2,2,1,3,3,3,8,2,1,4,2,9,6,4,0,0,0,0,5,0,4.976733742,2,4
2206,3,1,1,1,2,2,2,1,2,1,3,4,4,1,3,3,1,4,3,4,4,4,3,2,4,4,8,6,1,3,3,6,5,9,2,2,1,4,2,4,5.686975356,3,4
2210,1,0,0,1,1,2,1,2,2,2,2,2,2,2,3,2,1,3,3,2,2,2,2,3,3,4,8,9,3,7,1,6,5,8,1,0,1,5,3,5,5.978885765,4,2
2215,2,1,1,2,2,2,1,1,2,2,4,3,3,1,4,3,1,5,5,3,3,3,3,5,4,4,1,3,4,2,1,9,6,7,0,0,1,0,5,0,5.913503006,4,3
2216,1,0,1,1,1,2,1,2,1,1,3,3,2,1,3,3,1,3,4,3,3,3,3,2,4,4,2,1,3,1,2,1,4,8,1,30,4,2,1,2,5.669880923,3,3
2217,2,1,3,1,1,2,2,1,1,1,3,3,3,2,3,3,1,3,3,2,3,2,3,1,3,3,2,1,1,4,2,2,1,5,0,0,5,0,0,0,5.37815,3,4
2218,2,1,1,1,3,2,2,1,1,1,4,3,3,1,3,2,1,4,4,3,4,2,4,3,3,4,2,6,1,4,4,4,2,8,1,8,3,3,1,3,6.388561406,5,1
2219,2,1,0,2,1,1,2,2,1,1,2,2,2,1,3,3,2,3,3,2,2,2,3,2,4,4,1,2,2,1,2,5,7,10,1,0,1,0,1,0,6.396929655,5,4
2221,1,0,0,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,4,4,3,9,3,2,4,4,5,8,1,0,2,2,1,2,6.109247583,4,1
2224,2,1,1,1,2,2,1,2,1,1,3,3,3,1,2,3,1,3,3,4,3,3,4,4,3,4,1,2,2,1,3,3,6,9,0,0,4,0,0,0,5.857933154,4,1
2225,2,1,1,1,2,1,1,1,2,1,3,3,3,2,2,2,1,2,3,3,3,3,2,2,3,3,2,1,1,2,2,4,3,9,2,0,4,0,2,0,4.744932128,2,1
2227,1,0,1,1,2,1,2,2,1,1,3,3,2,2,3,2,1,3,3,2,4,3,4,4,2,4,8,6,3,1,2,4,2,8,1,17,4,0,1,0,5.686975356,3,4
2228,1,0,1,1,1,1,1,1,2,1,3,3,2,1,3,3,2,2,3,3,2,4,4,4,3,4,1,2,1,6,2,4,3,9,2,0,3,6,2,6,5.686975356,3,3
2231,1,0,1,1,1,1,2,2,1,1,2,2,3,1,4,3,1,3,2,3,2,2,2,2,3,3,6,1,7,1,2,3,1,8,1,0,1,7,1,7,5.799092654,4,3
2232,1,0,1,1,2,2,2,1,1,1,3,3,2,1,3,3,1,3,3,2,3,3,3,2,3,3,2,3,8,1,3,6,9,9,1,0,1,7,1,7,5.799092654,4,3
2233,1,0,1,2,2,3,1,1,2,1,4,3,3,2,3,3,1,3,3,4,3,2,3,4,3,4,1,2,1,3,2,4,3,10,1,0,4,0,1,0,5.703782475,3,2
2234,1,0,2,1,1,2,1,1,2,1,3,3,3,2,4,3,1,3,4,3,3,3,4,5,3,4,1,8,1,2,2,1,4,8,1,0,4,2,1,2,5.272999559,2,4
2238,1,0,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,3,2,2,3,2,2,2,3,4,2,3,2,1,4,4,3,9,2,0,4,4,2,4,5.669880923,3,3
2246,2,1,2,1,2,2,2,1,2,2,3,3,3,2,3,2,1,2,3,3,3,2,3,2,3,3,2,7,1,2,1,5,9,8,1,21,1,1,1,1,6.551080335,5,1
2248,1,0,1,1,1,2,2,1,1,1,2,3,3,1,3,2,1,3,3,2,2,2,1,5,3,3,1,2,1,8,2,5,4,10,0,15,4,3,1,3,4.744932128,2,1
2250,1,0,0,2,1,1,2,2,1,1,3,3,2,1,3,3,1,3,3,3,3,3,4,3,4,4,3,1,3,1,2,5,3,8,1,0,4,2,1,2,5.560681631,3,1
2251,1,0,1,0,1,1,2,1,1,1,2,3,3,1,2,2,1,3,2,2,3,3,3,3,3,4,1,6,1,4,2,3,5,4,3,0,1,0,5,0,5.857933154,4,1
2253,1,0,1,2,1,2,2,1,1,1,3,3,3,1,3,3,1,3,3,3,3,3,3,4,4,4,6,2,1,4,2,6,4,10,0,21,4,0,1,0,4.828313737,2,3
2254,1,0,0,1,1,1,2,1,2,1,3,3,3,1,4,3,1,4,3,3,3,4,4,3,4,4,6,9,4,6,4,3,1,9,2,9,3,3,2,3,5.501258211,3,1
2255,1,0,0,1,2,1,1,1,2,1,3,2,2,2,2,2,1,3,3,3,3,2,3,4,2,3,2,8,1,3,2,4,6,8,1,0,4,2,1,2,5.480638923,3,2
2256,2,1,1,1,1,2,1,1,2,2,3,3,3,1,3,4,1,3,3,3,3,2,3,5,3,4,7,1,8,6,8,4,1,10,2,0,3,4,2,4,5.65248918,3,3
2257,2,1,1,2,2,1,1,1,2,1,3,4,4,1,3,3,1,4,4,4,4,3,3,5,2,2,1,3,1,2,4,4,6,8,1,15,5,0,1,0,4.442651256,1,3
2258,2,1,0,2,1,2,1,1,2,1,3,3,3,1,3,2,2,3,4,3,3,3,2,3,4,4,4,10,1,2,2,3,4,9,2,0,4,5,2,5,5.459585514,3,4
2260,0,0,2,0,0,0,1,2,2,1,2,3,2,1,3,3,2,3,2,3,3,3,3,2,3,4,1,8,2,7,2,4,3,9,2,0,2,0,2,0,6.204557763,4,2
2263,1,0,1,1,1,1,2,1,2,1,3,3,2,2,2,3,1,3,3,3,2,3,2,1,4,4,2,8,1,6,5,5,4,9,2,2,4,6,2,6,5.703782475,3,2
2266,0,0,2,2,1,3,2,2,1,1,3,3,3,2,3,3,1,3,3,2,2,2,2,2,3,3,3,9,2,4,2,9,1,8,0,0,4,5,2,5,6.543911846,5,2
2271,1,0,1,1,1,2,1,1,2,2,3,3,2,1,3,3,1,3,4,2,2,4,2,4,3,4,1,2,1,2,1,5,4,9,2,0,0,4,2,4,4.976733742,2,1
2276,1,0,2,1,1,1,2,1,2,1,3,2,2,2,3,3,1,3,3,2,2,1,2,2,2,3,1,7,1,7,3,6,1,7,0,0,1,2,5,2,6.300785795,5,2
2277,1,0,1,1,1,1,2,1,1,1,2,3,3,2,3,2,1,3,3,2,3,3,3,3,4,4,10,5,1,5,2,5,8,10,2,21,4,0,2,0,5.272999559,2,3
